Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Defense,Pass_Rush_Technique,Pass_Rush_Strength,Man_to_Man_Defense,Zone_Defense,Bump_and_Run_Defense,Play_Diagnosis,Punishing_Hitter,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_DefenseZ,Pass_Rush_TechniqueZ,Pass_Rush_StrengthZ,Man_to_Man_DefenseZ,Zone_DefenseZ,Bump_and_Run_DefenseZ,Play_DiagnosisZ,Punishing_HitterZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
20,11,110,31,724,483,27,39,58,0,0,49,12,12,39,7,0,58,-0.715287517531557,-1.66189111747851,0.238907849829352,0.958549222797927,1.10552763819095,-0.672268907563026,0.27,0.49,0.58,0.00,0.00,0.49,0.12,0.12,0.39,0.07,0.00,0.58,10,0.10,0,0
25,17,111,28,768,489,44,32,1,0,8,19,27,24,33,19,0,7,-0.0140252454417954,0.0573065902578795,0.409556313993175,0.569948186528497,-1.10552763819095,-1.17647058823529,0.44,0.40,0.01,0.00,0.08,0.19,0.27,0.24,0.33,0.19,0.00,0.07,13,0.13,0,0
35,17,103,27,751,462,49,39,0,46,9,0,7,0,0,11,44,0,1.38849929873773,0.0573065902578795,-0.955631399317405,0.440414507772021,-0.251256281407034,1.09243697478992,0.49,0.49,0.00,0.46,0.09,0.00,0.07,0.00,0.00,0.11,0.44,0.00,8,0.08,0,0
29,14,108,27,720,471,31,48,68,18,0,17,43,52,11,46,45,50,0.546984572230014,-0.802292263610315,-0.102389078498293,0.440414507772021,1.30653266331658,0.336134453781513,0.31,0.60,0.68,0.18,0.00,0.17,0.43,0.52,0.11,0.46,0.45,0.50,53,0.53,3,1
18,10,103,16,737,464,51,36,17,30,0,6,32,0,21,0,10,24,-0.995792426367462,-1.94842406876791,-0.955631399317405,-0.984455958549223,0.452261306532663,0.924369747899162,0.51,0.45,0.17,0.30,0.00,0.06,0.32,0.00,0.21,0.00,0.10,0.24,17,0.17,1,0
32,11,96,25,752,481,31,29,11,3,0,0,12,0,13,12,30,7,0.967741935483871,-1.66189111747851,-2.15017064846416,0.181347150259067,-0.30150753768844,-0.504201680672266,0.31,0.36,0.11,0.03,0.00,0.00,0.12,0.00,0.13,0.12,0.30,0.07,8,0.08,0,0
19,16,109,19,776,473,33,27,0,29,15,4,0,47,0,29,3,54,-0.855539971949509,-0.229226361031519,0.06825938566553,-0.595854922279793,-1.50753768844221,0.168067226890753,0.33,0.34,0.00,0.29,0.15,0.04,0.00,0.47,0.00,0.29,0.03,0.54,7,0.07,0,0
35,19,111,29,761,465,33,38,8,32,25,31,16,19,39,10,0,23,1.38849929873773,0.630372492836676,0.409556313993175,0.699481865284974,-0.753768844221107,0.840336134453779,0.33,0.48,0.08,0.32,0.25,0.31,0.16,0.19,0.39,0.10,0.00,0.23,10,0.10,0,0
19,14,113,38,728,471,26,42,17,17,1,41,32,58,0,0,58,48,-0.855539971949509,-0.802292263610315,0.75085324232082,1.86528497409326,0.904522613065325,0.336134453781513,0.26,0.53,0.17,0.17,0.01,0.41,0.32,0.58,0.00,0.00,0.58,0.48,21,0.21,1,0
28,13,105,24,740,485,60,39,15,5,10,0,3,1,47,0,0,0,0.406732117812062,-1.08882521489971,-0.61433447098976,0.0518134715025905,0.30150753768844,-0.840336134453779,0.60,0.49,0.15,0.05,0.10,0.00,0.03,0.01,0.47,0.00,0.00,0.00,15,0.15,0,0
15,12,111,18,770,491,33,23,0,0,0,0,12,20,22,24,26,46,-1.41654978962132,-1.37535816618911,0.409556313993175,-0.72538860103627,-1.20603015075377,-1.34453781512605,0.33,0.29,0.00,0.00,0.00,0.00,0.12,0.20,0.22,0.24,0.26,0.46,10,0.10,0,0
23,18,109,13,730,463,37,43,45,48,28,4,5,27,22,0,43,39,-0.2945301542777,0.343839541547278,0.06825938566553,-1.37305699481865,0.804020100502513,1.00840336134454,0.37,0.54,0.45,0.48,0.28,0.04,0.05,0.27,0.22,0.00,0.43,0.39,40,0.40,2,1
26,10,113,26,779,466,21,27,0,23,0,31,7,38,37,0,31,0,0.126227208976157,-1.94842406876791,0.75085324232082,0.310880829015544,-1.65829145728643,0.756302521008402,0.21,0.34,0.00,0.23,0.00,0.31,0.07,0.38,0.37,0.00,0.31,0.00,7,0.07,0,0
33,16,106,25,764,477,33,30,0,8,17,14,15,0,22,23,0,31,1.10799438990182,-0.229226361031519,-0.443686006825938,0.181347150259067,-0.904522613065325,-0.168067226890753,0.33,0.38,0.00,0.08,0.17,0.14,0.15,0.00,0.22,0.23,0.00,0.31,7,0.07,0,0
34,20,122,37,706,452,36,68,68,68,34,61,30,68,68,68,68,53,1.24824684431978,0.916905444126074,2.28668941979522,1.73575129533679,2.01005025125628,1.9327731092437,0.36,0.85,0.68,0.68,0.34,0.61,0.30,0.68,0.68,0.68,0.68,0.53,84,0.84,4,1
25,10,99,28,740,495,49,34,24,0,0,16,61,0,14,0,0,0,-0.0140252454417954,-1.94842406876791,-1.6382252559727,0.569948186528497,0.30150753768844,-1.68067226890756,0.49,0.43,0.24,0.00,0.00,0.16,0.61,0.00,0.14,0.00,0.00,0.00,10,0.10,0,0
17,21,114,30,724,460,30,45,19,28,34,14,15,18,0,43,0,0,-1.13604488078541,1.20343839541547,0.921501706484643,0.829015544041451,1.10552763819095,1.26050420168068,0.30,0.56,0.19,0.28,0.34,0.14,0.15,0.18,0.00,0.43,0.00,0.00,22,0.22,1,0
26,14,111,11,740,471,53,45,45,43,10,12,0,56,48,36,23,38,0.126227208976157,-0.802292263610315,0.409556313993175,-1.63212435233161,0.30150753768844,0.336134453781513,0.53,0.56,0.45,0.43,0.10,0.12,0.00,0.56,0.48,0.36,0.23,0.38,39,0.39,2,0
20,25,115,32,718,454,38,56,39,65,68,25,19,33,43,68,22,41,-0.715287517531557,2.34957020057307,1.09215017064847,1.0880829015544,1.4070351758794,1.76470588235294,0.38,0.70,0.39,0.65,0.68,0.25,0.19,0.33,0.43,0.68,0.22,0.41,71,0.71,4,1
38,18,112,30,756,464,29,41,11,61,22,18,23,28,62,68,66,32,1.80925666199158,0.343839541547278,0.580204778156998,0.829015544041451,-0.502512562814069,0.924369747899162,0.29,0.51,0.11,0.61,0.22,0.18,0.23,0.28,0.62,0.68,0.66,0.32,59,0.59,3,1
22,15,109,29,780,495,26,23,0,0,12,6,35,38,4,26,3,0,-0.434782608695652,-0.515759312320917,0.06825938566553,0.699481865284974,-1.70854271356784,-1.68067226890756,0.26,0.29,0.00,0.00,0.12,0.06,0.35,0.38,0.04,0.26,0.03,0.00,9,0.09,0,0
28,16,112,15,751,468,65,45,14,20,1,43,10,25,15,63,24,2,0.406732117812062,-0.229226361031519,0.580204778156998,-1.1139896373057,-0.251256281407034,0.58823529411765,0.65,0.56,0.14,0.20,0.01,0.43,0.10,0.25,0.15,0.63,0.24,0.02,31,0.31,2,0
28,20,115,27,777,468,49,37,0,54,28,68,13,7,26,11,0,59,0.406732117812062,0.916905444126074,1.09215017064847,0.440414507772021,-1.55778894472362,0.58823529411765,0.49,0.46,0.00,0.54,0.28,0.68,0.13,0.07,0.26,0.11,0.00,0.59,13,0.13,0,0
22,19,113,18,720,487,67,50,26,0,14,45,0,23,22,33,0,0,-0.434782608695652,0.630372492836676,0.75085324232082,-0.72538860103627,1.30653266331658,-1.00840336134454,0.67,0.63,0.26,0.00,0.14,0.45,0.00,0.23,0.22,0.33,0.00,0.00,37,0.37,2,0
33,25,118,42,718,452,37,67,66,68,68,60,68,64,51,49,62,68,1.10799438990182,2.34957020057307,1.60409556313993,2.38341968911917,1.4070351758794,1.9327731092437,0.37,0.84,0.66,0.68,0.68,0.60,0.68,0.64,0.51,0.49,0.62,0.68,67,0.67,3,1
22,12,113,28,773,495,56,32,16,0,1,26,18,12,13,30,25,52,-0.434782608695652,-1.37535816618911,0.75085324232082,0.569948186528497,-1.35678391959799,-1.68067226890756,0.56,0.40,0.16,0.00,0.01,0.26,0.18,0.12,0.13,0.30,0.25,0.52,15,0.15,0,0
22,13,112,30,754,469,43,37,17,0,10,7,25,0,18,0,0,28,-0.434782608695652,-1.08882521489971,0.580204778156998,0.829015544041451,-0.402010050251257,0.504201680672266,0.43,0.46,0.17,0.00,0.10,0.07,0.25,0.00,0.18,0.00,0.00,0.28,14,0.14,0,0
22,10,109,17,740,489,61,39,28,0,0,35,17,11,43,20,34,0,-0.434782608695652,-1.94842406876791,0.06825938566553,-0.854922279792746,0.30150753768844,-1.17647058823529,0.61,0.49,0.28,0.00,0.00,0.35,0.17,0.11,0.43,0.20,0.34,0.00,37,0.37,2,0
14,21,115,36,711,464,37,53,63,42,59,36,22,24,0,5,68,19,-1.55680224403927,1.20343839541547,1.09215017064847,1.60621761658031,1.75879396984924,0.924369747899162,0.37,0.66,0.63,0.42,0.59,0.36,0.22,0.24,0.00,0.05,0.68,0.19,42,0.42,2,1
22,13,103,11,734,468,55,38,11,14,9,16,0,0,0,12,33,0,-0.434782608695652,-1.08882521489971,-0.955631399317405,-1.63212435233161,0.603015075376885,0.58823529411765,0.55,0.48,0.11,0.14,0.09,0.16,0.00,0.00,0.00,0.12,0.33,0.00,15,0.15,0,0
13,17,105,27,736,482,19,31,40,17,7,51,57,3,0,12,0,5,-1.69705469845722,0.0573065902578795,-0.61433447098976,0.440414507772021,0.502512562814069,-0.58823529411765,0.19,0.39,0.40,0.17,0.07,0.51,0.57,0.03,0.00,0.12,0.00,0.05,7,0.07,0,0
27,19,99,21,753,489,35,32,7,0,19,0,36,27,13,38,26,0,0.266479663394109,0.630372492836676,-1.6382252559727,-0.33678756476684,-0.351758793969851,-1.17647058823529,0.35,0.40,0.07,0.00,0.19,0.00,0.36,0.27,0.13,0.38,0.26,0.00,10,0.10,0,0
38,23,122,33,704,444,48,71,68,64,63,45,26,29,39,53,60,68,1.80925666199158,1.77650429799427,2.28668941979522,1.21761658031088,2.11055276381909,2.60504201680672,0.48,0.89,0.68,0.64,0.63,0.45,0.26,0.29,0.39,0.53,0.60,0.68,73,0.73,4,1
25,12,117,35,750,482,45,43,27,9,0,55,45,68,44,13,45,53,-0.0140252454417954,-1.37535816618911,1.43344709897611,1.47668393782383,-0.201005025125628,-0.58823529411765,0.45,0.54,0.27,0.09,0.00,0.55,0.45,0.68,0.44,0.13,0.45,0.53,23,0.23,1,0
24,10,111,16,740,495,26,28,3,0,0,14,0,6,0,0,0,5,-0.154277699859748,-1.94842406876791,0.409556313993175,-0.984455958549223,0.30150753768844,-1.68067226890756,0.26,0.35,0.03,0.00,0.00,0.14,0.00,0.06,0.00,0.00,0.00,0.05,5,0.05,0,0
37,18,117,28,718,457,60,61,55,52,15,34,39,33,35,1,0,33,1.66900420757363,0.343839541547278,1.43344709897611,0.569948186528497,1.4070351758794,1.5126050420168,0.60,0.76,0.55,0.52,0.15,0.34,0.39,0.33,0.35,0.01,0.00,0.33,39,0.39,2,0
22,19,110,15,758,469,56,38,8,40,24,4,0,57,36,29,12,16,-0.434782608695652,0.630372492836676,0.238907849829352,-1.1139896373057,-0.603015075376885,0.504201680672266,0.56,0.48,0.08,0.40,0.24,0.04,0.00,0.57,0.36,0.29,0.12,0.16,15,0.15,0,0
35,22,111,27,728,467,25,51,56,43,11,17,44,53,63,68,62,0,1.38849929873773,1.48997134670487,0.409556313993175,0.440414507772021,0.904522613065325,0.672268907563026,0.25,0.64,0.56,0.43,0.11,0.17,0.44,0.53,0.63,0.68,0.62,0.00,42,0.42,2,1
22,18,103,12,780,471,32,25,0,44,22,36,14,0,20,35,7,57,-0.434782608695652,0.343839541547278,-0.955631399317405,-1.50259067357513,-1.70854271356784,0.336134453781513,0.32,0.31,0.00,0.44,0.22,0.36,0.14,0.00,0.20,0.35,0.07,0.57,9,0.09,0,0
15,18,111,9,744,463,35,36,20,59,24,15,0,39,12,27,14,0,-1.41654978962132,0.343839541547278,0.409556313993175,-1.89119170984456,0.100502512562812,1.00840336134454,0.35,0.45,0.20,0.59,0.24,0.15,0.00,0.39,0.12,0.27,0.14,0.00,17,0.17,1,0
27,19,106,14,780,471,50,30,0,23,46,29,0,0,9,14,8,8,0.266479663394109,0.630372492836676,-0.443686006825938,-1.24352331606218,-1.70854271356784,0.336134453781513,0.50,0.38,0.00,0.23,0.46,0.29,0.00,0.00,0.09,0.14,0.08,0.08,8,0.08,0,0
21,20,114,24,742,493,37,37,22,0,37,7,40,49,25,0,46,18,-0.575035063113605,0.916905444126074,0.921501706484643,0.0518134715025905,0.201005025125628,-1.5126050420168,0.37,0.46,0.22,0.00,0.37,0.07,0.40,0.49,0.25,0.00,0.46,0.18,15,0.15,0,0
27,13,110,27,757,469,35,34,14,19,0,24,26,11,7,46,9,18,0.266479663394109,-1.08882521489971,0.238907849829352,0.440414507772021,-0.552763819095479,0.504201680672266,0.35,0.43,0.14,0.19,0.00,0.24,0.26,0.11,0.07,0.46,0.09,0.18,14,0.14,0,0
19,19,113,30,735,452,34,48,41,68,45,37,7,39,35,1,22,34,-0.855539971949509,0.630372492836676,0.75085324232082,0.829015544041451,0.552763819095479,1.9327731092437,0.34,0.60,0.41,0.68,0.45,0.37,0.07,0.39,0.35,0.01,0.22,0.34,39,0.39,2,0
27,13,115,24,732,489,51,46,44,6,0,51,28,32,51,26,7,14,0.266479663394109,-1.08882521489971,1.09215017064847,0.0518134715025905,0.703517587939697,-1.17647058823529,0.51,0.58,0.44,0.06,0.00,0.51,0.28,0.32,0.51,0.26,0.07,0.14,40,0.40,2,1
29,16,107,19,780,484,24,21,0,6,16,0,5,15,6,9,17,0,0.546984572230014,-0.229226361031519,-0.273037542662115,-0.595854922279793,-1.70854271356784,-0.756302521008402,0.24,0.26,0.00,0.06,0.16,0.00,0.05,0.15,0.06,0.09,0.17,0.00,9,0.09,0,0
22,11,110,29,740,495,41,34,16,0,0,25,2,37,0,36,0,0,-0.434782608695652,-1.66189111747851,0.238907849829352,0.699481865284974,0.30150753768844,-1.68067226890756,0.41,0.43,0.16,0.00,0.00,0.25,0.02,0.37,0.00,0.36,0.00,0.00,13,0.13,0,0
24,14,100,15,740,471,50,34,16,13,19,0,0,0,23,4,0,0,-0.154277699859748,-0.802292263610315,-1.46757679180887,-1.1139896373057,0.30150753768844,0.336134453781513,0.50,0.43,0.16,0.13,0.19,0.00,0.00,0.00,0.23,0.04,0.00,0.00,11,0.11,0,0
22,17,107,22,718,493,38,40,40,0,26,0,0,61,58,0,1,34,-0.434782608695652,0.0573065902578795,-0.273037542662115,-0.207253886010363,1.4070351758794,-1.5126050420168,0.38,0.50,0.40,0.00,0.26,0.00,0.00,0.61,0.58,0.00,0.01,0.34,16,0.16,1,0
22,14,95,30,763,495,57,30,0,0,21,0,8,0,11,0,0,4,-0.434782608695652,-0.802292263610315,-2.32081911262799,0.829015544041451,-0.854271356783919,-1.68067226890756,0.57,0.38,0.00,0.00,0.21,0.00,0.08,0.00,0.11,0.00,0.00,0.04,7,0.07,0,0
38,25,116,36,708,456,61,72,59,67,68,34,47,51,68,60,62,68,1.80925666199158,2.34957020057307,1.26279863481229,1.60621761658031,1.90954773869347,1.59663865546219,0.61,0.90,0.59,0.67,0.68,0.34,0.47,0.51,0.68,0.60,0.62,0.68,74,0.74,4,1
23,10,105,27,770,490,50,32,11,8,0,43,46,51,68,20,48,1,-0.2945301542777,-1.94842406876791,-0.61433447098976,0.440414507772021,-1.20603015075377,-1.26050420168068,0.50,0.40,0.11,0.08,0.00,0.43,0.46,0.51,0.68,0.20,0.48,0.01,14,0.14,0,0
22,21,115,30,724,466,26,45,24,16,22,2,32,15,0,22,0,7,-0.434782608695652,1.20343839541547,1.09215017064847,0.829015544041451,1.10552763819095,0.756302521008402,0.26,0.56,0.24,0.16,0.22,0.02,0.32,0.15,0.00,0.22,0.00,0.07,20,0.20,1,0
22,14,105,15,753,488,37,27,6,0,12,8,11,0,0,2,0,0,-0.434782608695652,-0.802292263610315,-0.61433447098976,-1.1139896373057,-0.351758793969851,-1.09243697478992,0.37,0.34,0.06,0.00,0.12,0.08,0.11,0.00,0.00,0.02,0.00,0.00,7,0.07,0,0
28,16,105,23,753,472,19,31,35,28,17,4,27,0,23,7,27,0,0.406732117812062,-0.229226361031519,-0.61433447098976,-0.0777202072538862,-0.351758793969851,0.252100840336137,0.19,0.39,0.35,0.28,0.17,0.04,0.27,0.00,0.23,0.07,0.27,0.00,7,0.07,0,0
26,16,110,27,740,482,20,35,39,6,0,36,39,14,27,37,25,47,0.126227208976157,-0.229226361031519,0.238907849829352,0.440414507772021,0.30150753768844,-0.58823529411765,0.20,0.44,0.39,0.06,0.00,0.36,0.39,0.14,0.27,0.37,0.25,0.47,9,0.09,0,0
31,13,116,18,753,495,39,33,0,0,0,34,11,16,36,41,0,6,0.827489481065918,-1.08882521489971,1.26279863481229,-0.72538860103627,-0.351758793969851,-1.68067226890756,0.39,0.41,0.00,0.00,0.00,0.34,0.11,0.16,0.36,0.41,0.00,0.06,10,0.10,0,0
14,16,109,21,731,495,61,39,25,0,11,29,0,18,0,28,23,8,-1.55680224403927,-0.229226361031519,0.06825938566553,-0.33678756476684,0.753768844221107,-1.68067226890756,0.61,0.49,0.25,0.00,0.11,0.29,0.00,0.18,0.00,0.28,0.23,0.08,35,0.35,2,0
36,25,116,42,708,454,31,67,68,68,62,68,68,68,50,68,68,68,1.52875175315568,2.34957020057307,1.26279863481229,2.38341968911917,1.90954773869347,1.76470588235294,0.31,0.84,0.68,0.68,0.62,0.68,0.68,0.68,0.50,0.68,0.68,0.68,79,0.79,4,1
37,20,111,23,744,464,39,43,2,45,23,36,42,23,42,8,0,53,1.66900420757363,0.916905444126074,0.409556313993175,-0.0777202072538862,0.100502512562812,0.924369747899162,0.39,0.54,0.02,0.45,0.23,0.36,0.42,0.23,0.42,0.08,0.00,0.53,16,0.16,1,0
21,21,117,13,733,464,49,49,24,41,41,42,13,64,63,21,15,43,-0.575035063113605,1.20343839541547,1.43344709897611,-1.37305699481865,0.653266331658291,0.924369747899162,0.49,0.61,0.24,0.41,0.41,0.42,0.13,0.64,0.63,0.21,0.15,0.43,32,0.32,2,0
22,12,109,23,740,488,49,39,37,20,0,37,45,6,68,30,8,42,-0.434782608695652,-1.37535816618911,0.06825938566553,-0.0777202072538862,0.30150753768844,-1.09243697478992,0.49,0.49,0.37,0.20,0.00,0.37,0.45,0.06,0.68,0.30,0.08,0.42,37,0.37,2,0
22,21,110,23,727,471,39,46,43,35,68,11,2,30,0,13,0,37,-0.434782608695652,1.20343839541547,0.238907849829352,-0.0777202072538862,0.954773869346736,0.336134453781513,0.39,0.58,0.43,0.35,0.68,0.11,0.02,0.30,0.00,0.13,0.00,0.37,20,0.20,1,0
32,18,110,34,754,471,45,38,0,23,14,0,18,0,0,0,7,3,0.967741935483871,0.343839541547278,0.238907849829352,1.34715025906736,-0.402010050251257,0.336134453781513,0.45,0.48,0.00,0.23,0.14,0.00,0.18,0.00,0.00,0.00,0.07,0.03,7,0.07,0,0
34,21,103,32,730,454,68,56,21,56,37,21,42,0,52,47,35,11,1.24824684431978,1.20343839541547,-0.955631399317405,1.0880829015544,0.804020100502513,1.76470588235294,0.68,0.70,0.21,0.56,0.37,0.21,0.42,0.00,0.52,0.47,0.35,0.11,39,0.39,2,0
28,18,121,20,721,471,42,53,31,41,38,66,21,54,47,1,43,28,0.406732117812062,0.343839541547278,2.1160409556314,-0.466321243523316,1.25628140703518,0.336134453781513,0.42,0.66,0.31,0.41,0.38,0.66,0.21,0.54,0.47,0.01,0.43,0.28,27,0.27,1,0
32,16,111,11,766,478,45,33,0,13,0,0,0,30,61,12,33,20,0.967741935483871,-0.229226361031519,0.409556313993175,-1.63212435233161,-1.00502512562814,-0.252100840336137,0.45,0.41,0.00,0.13,0.00,0.00,0.00,0.30,0.61,0.12,0.33,0.20,13,0.13,0,0
31,20,97,29,770,478,31,30,8,21,38,0,67,0,35,35,26,0,0.827489481065918,0.916905444126074,-1.97952218430034,0.699481865284974,-1.20603015075377,-0.252100840336137,0.31,0.38,0.08,0.21,0.38,0.00,0.67,0.00,0.35,0.35,0.26,0.00,9,0.09,0,0
16,10,105,7,740,479,31,29,18,11,0,22,0,42,0,4,0,23,-1.27629733520337,-1.94842406876791,-0.61433447098976,-2.15025906735751,0.30150753768844,-0.336134453781513,0.31,0.36,0.18,0.11,0.00,0.22,0.00,0.42,0.00,0.04,0.00,0.23,7,0.07,0,0
11,18,113,14,750,495,40,28,6,0,27,4,0,24,0,35,0,2,-1.97755960729313,0.343839541547278,0.75085324232082,-1.24352331606218,-0.201005025125628,-1.68067226890756,0.40,0.35,0.06,0.00,0.27,0.04,0.00,0.24,0.00,0.35,0.00,0.02,11,0.11,0,0
22,18,116,35,725,465,32,52,49,39,10,62,42,52,2,68,68,24,-0.434782608695652,0.343839541547278,1.26279863481229,1.47668393782383,1.05527638190955,0.840336134453779,0.32,0.65,0.49,0.39,0.10,0.62,0.42,0.52,0.02,0.68,0.68,0.24,69,0.69,3,1
26,20,111,30,729,467,46,49,29,33,42,50,19,33,0,0,31,11,0.126227208976157,0.916905444126074,0.409556313993175,0.829015544041451,0.854271356783919,0.672268907563026,0.46,0.61,0.29,0.33,0.42,0.50,0.19,0.33,0.00,0.00,0.31,0.11,19,0.19,1,0
37,16,111,30,746,460,17,39,27,52,10,40,41,0,40,0,51,23,1.66900420757363,-0.229226361031519,0.409556313993175,0.829015544041451,0,1.26050420168068,0.17,0.49,0.27,0.52,0.10,0.40,0.41,0.00,0.40,0.00,0.51,0.23,5,0.05,0,0
29,14,108,24,748,478,60,41,35,2,0,47,16,0,53,0,1,45,0.546984572230014,-0.802292263610315,-0.102389078498293,0.0518134715025905,-0.100502512562816,-0.252100840336137,0.60,0.51,0.35,0.02,0.00,0.47,0.16,0.00,0.53,0.00,0.01,0.45,14,0.14,0,0
22,14,101,7,764,471,63,31,3,15,0,0,0,1,0,37,5,0,-0.434782608695652,-0.802292263610315,-1.29692832764505,-2.15025906735751,-0.904522613065325,0.336134453781513,0.63,0.39,0.03,0.15,0.00,0.00,0.00,0.01,0.00,0.37,0.05,0.00,12,0.12,0,0
44,13,104,38,772,486,49,35,0,0,0,19,52,13,59,0,21,24,2.6507713884993,-1.08882521489971,-0.784982935153583,1.86528497409326,-1.30653266331658,-0.924369747899162,0.49,0.44,0.00,0.00,0.00,0.19,0.52,0.13,0.59,0.00,0.21,0.24,9,0.09,0,0
17,19,107,15,735,464,46,38,19,31,18,26,13,0,0,26,0,13,-1.13604488078541,0.630372492836676,-0.273037542662115,-1.1139896373057,0.552763819095479,0.924369747899162,0.46,0.48,0.19,0.31,0.18,0.26,0.13,0.00,0.00,0.26,0.00,0.13,17,0.17,1,0
42,22,117,30,731,494,33,48,26,0,49,29,33,45,50,38,0,44,2.37026647966339,1.48997134670487,1.43344709897611,0.829015544041451,0.753768844221107,-1.59663865546219,0.33,0.60,0.26,0.00,0.49,0.29,0.33,0.45,0.50,0.38,0.00,0.44,43,0.43,2,1
33,20,119,13,720,465,62,61,58,43,12,59,0,68,32,50,64,35,1.10799438990182,0.916905444126074,1.77474402730376,-1.37305699481865,1.30653266331658,0.840336134453779,0.62,0.76,0.58,0.43,0.12,0.59,0.00,0.68,0.32,0.50,0.64,0.35,43,0.43,2,1
28,13,115,30,756,461,43,45,5,68,0,46,54,51,34,32,25,42,0.406732117812062,-1.08882521489971,1.09215017064847,0.829015544041451,-0.502512562814069,1.17647058823529,0.43,0.56,0.05,0.68,0.00,0.46,0.54,0.51,0.34,0.32,0.25,0.42,38,0.38,2,0
35,19,112,28,722,452,53,56,10,37,13,24,28,0,62,62,27,30,1.38849929873773,0.630372492836676,0.580204778156998,0.569948186528497,1.20603015075377,1.9327731092437,0.53,0.70,0.10,0.37,0.13,0.24,0.28,0.00,0.62,0.62,0.27,0.30,45,0.45,2,1
38,17,120,24,714,464,54,60,42,32,0,57,43,53,0,41,26,48,1.80925666199158,0.0573065902578795,1.94539249146758,0.0518134715025905,1.60804020100503,0.924369747899162,0.54,0.75,0.42,0.32,0.00,0.57,0.43,0.53,0.00,0.41,0.26,0.48,37,0.37,2,0
17,18,114,22,750,482,27,33,8,51,18,26,51,44,0,9,0,68,-1.13604488078541,0.343839541547278,0.921501706484643,-0.207253886010363,-0.201005025125628,-0.58823529411765,0.27,0.41,0.08,0.51,0.18,0.26,0.51,0.44,0.00,0.09,0.00,0.68,9,0.09,0,0
16,16,109,19,728,464,41,43,39,39,6,0,31,40,0,44,41,41,-1.27629733520337,-0.229226361031519,0.06825938566553,-0.595854922279793,0.904522613065325,0.924369747899162,0.41,0.54,0.39,0.39,0.06,0.00,0.31,0.40,0.00,0.44,0.41,0.41,38,0.38,2,0
22,18,110,18,740,471,30,41,51,23,28,20,35,68,23,31,13,9,-0.434782608695652,0.343839541547278,0.238907849829352,-0.72538860103627,0.30150753768844,0.336134453781513,0.30,0.51,0.51,0.23,0.28,0.20,0.35,0.68,0.23,0.31,0.13,0.09,33,0.33,2,0
18,18,102,29,767,470,52,33,0,14,24,1,34,18,23,54,10,8,-0.995792426367462,0.343839541547278,-1.12627986348123,0.699481865284974,-1.05527638190955,0.420168067226889,0.52,0.41,0.00,0.14,0.24,0.01,0.34,0.18,0.23,0.54,0.10,0.08,18,0.18,1,0
21,17,102,25,744,466,33,35,32,52,16,0,0,2,0,0,30,42,-0.575035063113605,0.0573065902578795,-1.12627986348123,0.181347150259067,0.100502512562812,0.756302521008402,0.33,0.44,0.32,0.52,0.16,0.00,0.00,0.02,0.00,0.00,0.30,0.42,7,0.07,0,0
31,22,109,29,712,472,50,53,24,16,34,10,41,27,3,5,50,0,0.827489481065918,1.48997134670487,0.06825938566553,0.699481865284974,1.70854271356784,0.252100840336137,0.50,0.66,0.24,0.16,0.34,0.10,0.41,0.27,0.03,0.05,0.50,0.00,36,0.36,2,0
29,21,104,15,716,471,22,41,31,19,38,33,0,0,58,7,42,26,0.546984572230014,1.20343839541547,-0.784982935153583,-1.1139896373057,1.50753768844221,0.336134453781513,0.22,0.51,0.31,0.19,0.38,0.33,0.00,0.00,0.58,0.07,0.42,0.26,9,0.09,0,0
22,12,103,18,726,471,51,43,51,43,22,18,6,4,29,8,23,1,-0.434782608695652,-1.37535816618911,-0.955631399317405,-0.72538860103627,1.00502512562814,0.336134453781513,0.51,0.54,0.51,0.43,0.22,0.18,0.06,0.04,0.29,0.08,0.23,0.01,43,0.43,2,1
33,27,121,38,699,444,40,73,68,68,68,60,55,68,60,65,51,54,1.10799438990182,2.92263610315186,2.1160409556314,1.86528497409326,2.36180904522613,2.60504201680672,0.40,0.91,0.68,0.68,0.68,0.60,0.55,0.68,0.60,0.65,0.51,0.54,87,0.87,5,1
30,16,103,33,774,463,48,34,0,45,0,0,29,45,12,14,61,68,0.687237026647966,-0.229226361031519,-0.955631399317405,1.21761658031088,-1.4070351758794,1.00840336134454,0.48,0.43,0.00,0.45,0.00,0.00,0.29,0.45,0.12,0.14,0.61,0.68,11,0.11,0,0
25,14,117,21,719,493,63,54,68,0,7,68,25,68,45,22,48,24,-0.0140252454417954,-0.802292263610315,1.43344709897611,-0.33678756476684,1.35678391959799,-1.5126050420168,0.63,0.68,0.68,0.00,0.07,0.68,0.25,0.68,0.45,0.22,0.48,0.24,39,0.39,2,0
22,20,118,26,740,483,15,34,7,0,20,27,25,33,0,7,0,21,-0.434782608695652,0.916905444126074,1.60409556313993,0.310880829015544,0.30150753768844,-0.672268907563026,0.15,0.43,0.07,0.00,0.20,0.27,0.25,0.33,0.00,0.07,0.00,0.21,7,0.07,0,0
