Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Punting_Power,Hang_Time,Directional_Punting,Kick_Holding,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Punting_PowerZ,Hang_TimeZ,Directional_PuntingZ,Kick_HoldingZ,PeakCur,PeakCurZ,Ability,Draftable
30,14,116,0,761,527,35,39,4,35,59,59,0.591397849462365,1.07734806629834,1.30681818181818,NaN,0.236686390532545,-1.00558659217877,0.35,0.49,0.04,0.35,0.59,0.59,26,0.26,1,0
17,12,103,0,725,508,39,41,14,31,0,59,-1.15591397849462,0.524861878453039,-0.539772727272727,NaN,1.301775147929,0.0558659217877083,0.39,0.51,0.14,0.31,0.00,0.59,18,0.18,1,0
18,11,115,0,776,517,36,34,0,9,0,59,-1.02150537634409,0.248618784530387,1.16477272727273,NaN,-0.207100591715975,-0.446927374301676,0.36,0.43,0.00,0.09,0.00,0.59,19,0.19,1,0
27,8,108,0,744,507,38,47,59,44,52,41,0.188172043010752,-0.580110497237569,0.170454545454546,NaN,0.739644970414201,0.111731843575417,0.38,0.59,0.59,0.44,0.52,0.41,45,0.45,2,1
26,19,100,0,770,495,55,60,17,59,19,7,0.0537634408602149,2.4585635359116,-0.965909090909091,NaN,-0.0295857988165674,0.782122905027931,0.55,0.75,0.17,0.59,0.19,0.07,69,0.69,3,1
26,5,104,0,729,515,60,39,5,0,44,17,0.0537634408602149,-1.40883977900552,-0.397727272727272,NaN,1.18343195266272,-0.33519553072626,0.60,0.49,0.05,0.00,0.44,0.17,21,0.21,1,0
22,6,106,0,797,533,67,34,22,6,19,27,-0.483870967741936,-1.13259668508287,-0.113636363636363,NaN,-0.828402366863903,-1.34078212290503,0.67,0.43,0.22,0.06,0.19,0.27,22,0.22,1,0
12,10,113,0,754,500,46,45,39,59,0,0,-1.82795698924731,-0.0276243093922651,0.880681818181819,NaN,0.443786982248522,0.502793296089385,0.46,0.56,0.39,0.59,0.00,0.00,25,0.25,1,0
32,6,109,0,736,500,52,41,0,0,8,7,0.860215053763441,-1.13259668508287,0.3125,NaN,0.976331360946746,0.502793296089385,0.52,0.51,0.00,0.00,0.08,0.07,21,0.21,1,0
39,10,102,0,819,521,45,39,0,25,58,20,1.8010752688172,-0.0276243093922651,-0.681818181818181,NaN,-1.4792899408284,-0.670391061452515,0.45,0.49,0.00,0.25,0.58,0.20,14,0.14,0,0
22,5,119,0,754,507,81,45,0,0,10,59,-0.483870967741936,-1.40883977900552,1.73295454545455,NaN,0.443786982248522,0.111731843575417,0.81,0.56,0.00,0.00,0.10,0.59,14,0.14,0,0
37,6,113,0,717,488,39,49,23,0,40,45,1.53225806451613,-1.13259668508287,0.880681818181819,NaN,1.53846153846154,1.1731843575419,0.39,0.61,0.23,0.00,0.40,0.45,23,0.23,1,0
26,17,110,0,825,491,39,58,59,23,13,25,0.0537634408602149,1.9060773480663,0.454545454545455,NaN,-1.65680473372781,1.00558659217877,0.39,0.73,0.59,0.23,0.13,0.25,78,0.78,4,1
25,14,101,0,740,536,67,41,0,45,0,0,-0.0806451612903228,1.07734806629834,-0.823863636363636,NaN,0.857988165680473,-1.50837988826816,0.67,0.51,0.00,0.45,0.00,0.00,12,0.12,0,0
25,11,106,0,765,517,48,43,14,41,30,59,-0.0806451612903228,0.248618784530387,-0.113636363636363,NaN,0.118343195266272,-0.446927374301676,0.48,0.54,0.14,0.41,0.30,0.59,21,0.21,1,0
24,13,97,0,834,502,61,49,17,13,0,39,-0.21505376344086,0.801104972375691,-1.39204545454545,NaN,-1.92307692307692,0.391061452513968,0.61,0.61,0.17,0.13,0.00,0.39,32,0.32,2,0
22,10,103,0,829,522,41,32,0,11,5,59,-0.483870967741936,-0.0276243093922651,-0.539772727272727,NaN,-1.77514792899408,-0.726256983240223,0.41,0.40,0.00,0.11,0.05,0.59,20,0.20,1,0
37,9,107,0,776,510,56,45,9,0,20,11,1.53225806451613,-0.303867403314917,0.0284090909090913,NaN,-0.207100591715975,-0.0558659217877083,0.56,0.56,0.09,0.00,0.20,0.11,27,0.27,1,0
24,11,103,0,760,517,73,49,49,13,13,11,-0.21505376344086,0.248618784530387,-0.539772727272727,NaN,0.266272189349115,-0.446927374301676,0.73,0.61,0.49,0.13,0.13,0.11,21,0.21,1,0
22,10,116,0,833,539,61,34,0,25,40,48,-0.483870967741936,-0.0276243093922651,1.30681818181818,NaN,-1.89349112426035,-1.67597765363128,0.61,0.43,0.00,0.25,0.40,0.48,17,0.17,1,0
17,14,113,0,758,507,59,51,46,21,0,49,-1.15591397849462,1.07734806629834,0.880681818181819,NaN,0.325443786982249,0.111731843575417,0.59,0.64,0.46,0.21,0.00,0.49,28,0.28,1,0
30,5,108,0,766,507,61,43,16,0,34,39,0.591397849462365,-1.40883977900552,0.170454545454546,NaN,0.0887573964497049,0.111731843575417,0.61,0.54,0.16,0.00,0.34,0.39,17,0.17,1,0
36,11,98,0,749,532,66,45,0,59,59,52,1.39784946236559,0.248618784530387,-1.25,NaN,0.591715976331361,-1.28491620111732,0.66,0.56,0.00,0.59,0.59,0.52,18,0.18,1,0
32,6,104,0,773,498,64,49,20,0,54,16,0.860215053763441,-1.13259668508287,-0.397727272727272,NaN,-0.118343195266272,0.614525139664801,0.64,0.61,0.20,0.00,0.54,0.16,39,0.39,2,0
28,13,116,0,779,535,75,43,0,50,4,44,0.32258064516129,0.801104972375691,1.30681818181818,NaN,-0.295857988165679,-1.45251396648045,0.75,0.54,0.00,0.50,0.04,0.44,11,0.11,0,0
22,5,111,0,763,527,68,32,0,0,59,59,-0.483870967741936,-1.40883977900552,0.59659090909091,NaN,0.17751479289941,-1.00558659217877,0.68,0.40,0.00,0.00,0.59,0.59,13,0.13,0,0
28,16,116,0,713,493,48,58,15,59,0,31,0.32258064516129,1.62983425414365,1.30681818181818,NaN,1.65680473372781,0.893854748603353,0.48,0.73,0.15,0.59,0.00,0.31,30,0.30,1,0
20,13,111,0,747,520,64,45,8,53,22,41,-0.752688172043011,0.801104972375691,0.59659090909091,NaN,0.650887573964499,-0.614525139664806,0.64,0.56,0.08,0.53,0.22,0.41,25,0.25,1,0
24,5,111,0,779,526,72,34,1,0,2,59,-0.21505376344086,-1.40883977900552,0.59659090909091,NaN,-0.295857988165679,-0.949720670391061,0.72,0.43,0.01,0.00,0.02,0.59,13,0.13,0,0
22,12,107,0,775,540,41,28,0,10,0,0,-0.483870967741936,0.524861878453039,0.0284090909090913,NaN,-0.177514792899407,-1.731843575419,0.41,0.35,0.00,0.10,0.00,0.00,7,0.07,0,0
22,10,108,0,801,540,57,32,0,31,9,43,-0.483870967741936,-0.0276243093922651,0.170454545454546,NaN,-0.946745562130176,-1.731843575419,0.57,0.40,0.00,0.31,0.09,0.43,16,0.16,1,0
35,14,104,0,736,508,33,43,0,32,0,59,1.26344086021505,1.07734806629834,-0.397727272727272,NaN,0.976331360946746,0.0558659217877083,0.33,0.54,0.00,0.32,0.00,0.59,18,0.18,1,0
15,7,112,0,732,504,49,41,29,1,0,59,-1.4247311827957,-0.856353591160221,0.738636363636364,NaN,1.09467455621302,0.279329608938547,0.49,0.51,0.29,0.01,0.00,0.59,16,0.16,1,0
22,11,104,0,770,540,60,32,0,14,0,8,-0.483870967741936,0.248618784530387,-0.397727272727272,NaN,-0.0295857988165674,-1.731843575419,0.60,0.40,0.00,0.14,0.00,0.08,13,0.13,0,0
31,13,102,0,765,497,43,54,56,59,39,0,0.725806451612903,0.801104972375691,-0.681818181818181,NaN,0.118343195266272,0.670391061452515,0.43,0.68,0.56,0.59,0.39,0.00,36,0.36,2,0
17,12,114,0,770,505,50,47,20,8,0,59,-1.15591397849462,0.524861878453039,1.02272727272727,NaN,-0.0295857988165674,0.223463687150838,0.50,0.59,0.20,0.08,0.00,0.59,22,0.22,1,0
10,9,96,0,768,494,56,45,15,0,0,0,-2.09677419354839,-0.303867403314917,-1.53409090909091,NaN,0.02958579881657,0.837988826815639,0.56,0.56,0.15,0.00,0.00,0.00,42,0.42,2,1
20,8,113,0,714,488,64,56,26,8,50,59,-0.752688172043011,-0.580110497237569,0.880681818181819,NaN,1.62721893491124,1.1731843575419,0.64,0.70,0.26,0.08,0.50,0.59,42,0.42,2,1
36,6,114,0,736,502,60,51,59,4,12,46,1.39784946236559,-1.13259668508287,1.02272727272727,NaN,0.976331360946746,0.391061452513968,0.60,0.64,0.59,0.04,0.12,0.46,32,0.32,2,0
27,10,105,0,736,491,61,60,59,42,19,0,0.188172043010752,-0.0276243093922651,-0.255681818181818,NaN,0.976331360946746,1.00558659217877,0.61,0.75,0.59,0.42,0.19,0.00,66,0.66,3,1
18,10,99,0,749,540,62,32,0,56,27,38,-1.02150537634409,-0.0276243093922651,-1.10795454545454,NaN,0.591715976331361,-1.731843575419,0.62,0.40,0.00,0.56,0.27,0.38,17,0.17,1,0
30,5,108,0,733,488,72,54,30,0,13,0,0.591397849462365,-1.40883977900552,0.170454545454546,NaN,1.06508875739645,1.1731843575419,0.72,0.68,0.30,0.00,0.13,0.00,32,0.32,2,0
32,14,115,0,780,482,53,69,59,59,35,15,0.860215053763441,1.07734806629834,1.16477272727273,NaN,-0.325443786982247,1.50837988826815,0.53,0.86,0.59,0.59,0.35,0.15,77,0.77,4,1
33,13,105,0,750,521,52,45,0,53,56,0,0.994623655913978,0.801104972375691,-0.255681818181818,NaN,0.562130177514794,-0.670391061452515,0.52,0.56,0.00,0.53,0.56,0.00,26,0.26,1,0
24,12,107,0,774,524,56,39,9,3,7,60,-0.21505376344086,0.524861878453039,0.0284090909090913,NaN,-0.14792899408284,-0.837988826815644,0.56,0.49,0.09,0.03,0.07,0.60,28,0.28,1,0
31,18,92,0,767,515,54,52,4,56,59,60,0.725806451612903,2.18232044198895,-2.10227272727273,NaN,0.0591715976331375,-0.33519553072626,0.54,0.65,0.04,0.56,0.59,0.60,43,0.43,2,1
24,5,109,0,771,538,49,22,0,15,0,60,-0.21505376344086,-1.40883977900552,0.3125,NaN,-0.0591715976331348,-1.62011173184358,0.49,0.28,0.00,0.15,0.00,0.60,8,0.08,0,0
29,15,110,0,735,498,38,52,22,27,0,60,0.456989247311828,1.35359116022099,0.454545454545455,NaN,1.00591715976332,0.614525139664801,0.38,0.65,0.22,0.27,0.00,0.60,30,0.30,1,0
18,9,103,0,751,512,40,34,0,0,0,42,-1.02150537634409,-0.303867403314917,-0.539772727272727,NaN,0.532544378698227,-0.16759776536313,0.40,0.43,0.00,0.00,0.00,0.42,21,0.21,1,0
29,15,100,0,755,536,65,39,0,34,0,6,0.456989247311828,1.35359116022099,-0.965909090909091,NaN,0.414201183431954,-1.50837988826816,0.65,0.49,0.00,0.34,0.00,0.06,14,0.14,0,0
29,16,94,0,741,499,63,64,60,42,57,10,0.456989247311828,1.62983425414365,-1.81818181818182,NaN,0.828402366863906,0.558659217877093,0.63,0.80,0.60,0.42,0.57,0.10,58,0.58,3,1
11,10,106,0,804,540,59,30,1,59,0,60,-1.96236559139785,-0.0276243093922651,-0.113636363636363,NaN,-1.03550295857988,-1.731843575419,0.59,0.38,0.01,0.59,0.00,0.60,12,0.12,0,0
17,5,104,0,739,513,42,32,30,0,21,60,-1.15591397849462,-1.40883977900552,-0.397727272727272,NaN,0.887573964497044,-0.223463687150838,0.42,0.40,0.30,0.00,0.21,0.60,10,0.10,0,0
29,5,112,0,832,485,54,52,43,0,56,60,0.456989247311828,-1.40883977900552,0.738636363636364,NaN,-1.86390532544379,1.34078212290503,0.54,0.65,0.43,0.00,0.56,0.60,64,0.64,3,1
36,8,96,0,820,539,66,32,0,3,22,56,1.39784946236559,-0.580110497237569,-1.53409090909091,NaN,-1.50887573964497,-1.67597765363128,0.66,0.40,0.00,0.03,0.22,0.56,12,0.12,0,0
22,5,103,0,809,507,40,34,7,0,35,35,-0.483870967741936,-1.40883977900552,-0.539772727272727,NaN,-1.18343195266272,0.111731843575417,0.40,0.43,0.07,0.00,0.35,0.35,15,0.15,0,0
30,13,112,0,788,527,50,43,14,57,28,55,0.591397849462365,0.801104972375691,0.738636363636364,NaN,-0.562130177514791,-1.00558659217877,0.50,0.54,0.14,0.57,0.28,0.55,19,0.19,1,0
25,12,112,0,738,527,69,45,4,9,47,60,-0.0806451612903228,0.524861878453039,0.738636363636364,NaN,0.917159763313611,-1.00558659217877,0.69,0.56,0.04,0.09,0.47,0.60,28,0.28,1,0
30,10,114,0,719,507,61,56,60,31,40,60,0.591397849462365,-0.0276243093922651,1.02272727272727,NaN,1.4792899408284,0.111731843575417,0.61,0.70,0.60,0.31,0.40,0.60,20,0.20,1,0
28,8,95,0,780,502,72,51,28,0,8,60,0.32258064516129,-0.580110497237569,-1.67613636363636,NaN,-0.325443786982247,0.391061452513968,0.72,0.64,0.28,0.00,0.08,0.60,29,0.29,1,0
23,8,109,0,780,540,49,26,0,1,23,9,-0.349462365591398,-0.580110497237569,0.3125,NaN,-0.325443786982247,-1.731843575419,0.49,0.33,0.00,0.01,0.23,0.09,9,0.09,0,0
15,6,91,0,776,499,71,45,41,0,1,60,-1.4247311827957,-1.13259668508287,-2.24431818181818,NaN,-0.207100591715975,0.558659217877093,0.71,0.56,0.41,0.00,0.01,0.60,36,0.36,2,0
22,9,106,0,780,522,54,37,23,3,21,20,-0.483870967741936,-0.303867403314917,-0.113636363636363,NaN,-0.325443786982247,-0.726256983240223,0.54,0.46,0.23,0.03,0.21,0.20,19,0.19,1,0
19,10,116,0,747,494,47,47,13,0,0,7,-0.887096774193548,-0.0276243093922651,1.30681818181818,NaN,0.650887573964499,0.837988826815639,0.47,0.59,0.13,0.00,0.00,0.07,13,0.13,0,0
24,7,105,0,754,540,46,24,0,0,0,14,-0.21505376344086,-0.856353591160221,-0.255681818181818,NaN,0.443786982248522,-1.731843575419,0.46,0.30,0.00,0.00,0.00,0.14,6,0.06,0,0
22,15,110,0,764,507,37,45,0,12,7,49,-0.483870967741936,1.35359116022099,0.454545454545455,NaN,0.147928994082842,0.111731843575417,0.37,0.56,0.00,0.12,0.07,0.49,23,0.23,1,0
14,7,101,0,761,507,54,47,60,60,60,0,-1.55913978494624,-0.856353591160221,-0.823863636363636,NaN,0.236686390532545,0.111731843575417,0.54,0.59,0.60,0.60,0.60,0.00,41,0.41,2,1
25,13,102,0,776,540,61,34,0,2,38,23,-0.0806451612903228,0.801104972375691,-0.681818181818181,NaN,-0.207100591715975,-1.731843575419,0.61,0.43,0.00,0.02,0.38,0.23,21,0.21,1,0
29,7,109,0,763,540,44,26,0,25,38,59,0.456989247311828,-0.856353591160221,0.3125,NaN,0.17751479289941,-1.731843575419,0.44,0.33,0.00,0.25,0.38,0.59,5,0.05,0,0
22,5,98,0,767,521,51,28,0,0,0,47,-0.483870967741936,-1.40883977900552,-1.25,NaN,0.0591715976331375,-0.670391061452515,0.51,0.35,0.00,0.00,0.00,0.47,6,0.06,0,0
24,9,107,0,780,532,35,28,0,18,0,59,-0.21505376344086,-0.303867403314917,0.0284090909090913,NaN,-0.325443786982247,-1.28491620111732,0.35,0.35,0.00,0.18,0.00,0.59,11,0.11,0,0
14,10,101,0,840,507,59,43,26,0,8,24,-1.55913978494624,-0.0276243093922651,-0.823863636363636,NaN,-2.10059171597633,0.111731843575417,0.59,0.54,0.26,0.00,0.08,0.24,23,0.23,1,0
23,8,101,0,741,517,57,39,2,32,14,29,-0.349462365591398,-0.580110497237569,-0.823863636363636,NaN,0.828402366863906,-0.446927374301676,0.57,0.49,0.02,0.32,0.14,0.29,14,0.14,0,0
18,6,96,0,770,514,61,34,0,0,52,29,-1.02150537634409,-1.13259668508287,-1.53409090909091,NaN,-0.0295857988165674,-0.279329608938547,0.61,0.43,0.00,0.00,0.52,0.29,15,0.15,0,0
31,13,110,0,759,496,55,60,53,26,52,0,0.725806451612903,0.801104972375691,0.454545454545455,NaN,0.295857988165682,0.726256983240223,0.55,0.75,0.53,0.26,0.52,0.00,62,0.62,3,1
28,8,104,0,734,503,51,45,0,38,0,37,0.32258064516129,-0.580110497237569,-0.397727272727272,NaN,1.03550295857988,0.335195530726255,0.51,0.56,0.00,0.38,0.00,0.37,22,0.22,1,0
20,13,104,0,790,505,44,51,59,59,59,3,-0.752688172043011,0.801104972375691,-0.397727272727272,NaN,-0.621301775147929,0.223463687150838,0.44,0.64,0.59,0.59,0.59,0.03,39,0.39,2,0
28,5,98,0,758,524,63,32,14,0,3,59,0.32258064516129,-1.40883977900552,-1.25,NaN,0.325443786982249,-0.837988826815644,0.63,0.40,0.14,0.00,0.03,0.59,14,0.14,0,0
27,5,115,0,786,500,37,39,22,0,11,59,0.188172043010752,-1.40883977900552,1.16477272727273,NaN,-0.502958579881657,0.502793296089385,0.37,0.49,0.22,0.00,0.11,0.59,19,0.19,1,0
23,10,97,0,803,520,46,39,31,0,43,30,-0.349462365591398,-0.0276243093922651,-1.39204545454545,NaN,-1.00591715976331,-0.614525139664806,0.46,0.49,0.31,0.00,0.43,0.30,22,0.22,1,0
24,5,117,0,766,481,61,54,31,0,7,0,-0.21505376344086,-1.40883977900552,1.44886363636364,NaN,0.0887573964497049,1.56424581005587,0.61,0.68,0.31,0.00,0.07,0.00,36,0.36,2,0
35,9,105,0,732,491,64,60,59,39,4,57,1.26344086021505,-0.303867403314917,-0.255681818181818,NaN,1.09467455621302,1.00558659217877,0.64,0.75,0.59,0.39,0.04,0.57,38,0.38,2,0
17,10,90,0,840,500,63,43,0,24,0,43,-1.15591397849462,-0.0276243093922651,-2.38636363636364,NaN,-2.10059171597633,0.502793296089385,0.63,0.54,0.00,0.24,0.00,0.43,20,0.20,1,0
24,10,104,0,772,504,66,52,47,39,0,21,-0.21505376344086,-0.0276243093922651,-0.397727272727272,NaN,-0.0887573964497023,0.279329608938547,0.66,0.65,0.47,0.39,0.00,0.21,41,0.41,2,1
31,8,102,0,752,504,41,45,33,0,43,29,0.725806451612903,-0.580110497237569,-0.681818181818181,NaN,0.502958579881659,0.279329608938547,0.41,0.56,0.33,0.00,0.43,0.29,19,0.19,1,0
22,10,97,0,840,507,37,41,12,34,13,30,-0.483870967741936,-0.0276243093922651,-1.39204545454545,NaN,-2.10059171597633,0.111731843575417,0.37,0.51,0.12,0.34,0.13,0.30,21,0.21,1,0
34,7,98,0,810,540,49,26,0,5,12,0,1.12903225806452,-0.856353591160221,-1.25,NaN,-1.21301775147929,-1.731843575419,0.49,0.33,0.00,0.05,0.12,0.00,6,0.06,0,0
22,5,96,0,747,507,32,34,6,0,47,0,-0.483870967741936,-1.40883977900552,-1.53409090909091,NaN,0.650887573964499,0.111731843575417,0.32,0.43,0.06,0.00,0.47,0.00,24,0.24,1,0
22,10,105,0,840,506,79,54,48,0,25,36,-0.483870967741936,-0.0276243093922651,-0.255681818181818,NaN,-2.10059171597633,0.16759776536313,0.79,0.68,0.48,0.00,0.25,0.36,47,0.47,2,1
28,10,106,0,750,538,78,37,0,0,0,9,0.32258064516129,-0.0276243093922651,-0.113636363636363,NaN,0.562130177514794,-1.62011173184358,0.78,0.46,0.00,0.00,0.00,0.09,9,0.09,0,0
38,18,104,0,798,499,73,69,48,70,70,1,1.66666666666667,2.18232044198895,-0.397727272727272,NaN,-0.857988165680473,0.558659217877093,0.73,0.86,0.48,0.70,0.70,0.01,62,0.62,3,1
30,12,108,0,734,498,49,52,32,1,0,70,0.591397849462365,0.524861878453039,0.170454545454546,NaN,1.03550295857988,0.614525139664801,0.49,0.65,0.32,0.01,0.00,0.70,25,0.25,1,0
30,5,110,0,728,524,69,35,0,0,57,44,0.591397849462365,-1.40883977900552,0.454545454545455,NaN,1.21301775147929,-0.837988826815644,0.69,0.44,0.00,0.00,0.57,0.44,18,0.18,1,0
19,13,98,0,772,535,68,37,0,53,44,15,-0.887096774193548,0.801104972375691,-1.25,NaN,-0.0887573964497023,-1.45251396648045,0.68,0.46,0.00,0.53,0.44,0.15,21,0.21,1,0
25,10,95,0,780,517,60,43,17,35,23,8,-0.0806451612903228,-0.0276243093922651,-1.67613636363636,NaN,-0.325443786982247,-0.446927374301676,0.60,0.54,0.17,0.35,0.23,0.08,25,0.25,1,0
20,10,97,0,729,531,61,34,0,18,15,15,-0.752688172043011,-0.0276243093922651,-1.39204545454545,NaN,1.18343195266272,-1.22905027932961,0.61,0.43,0.00,0.18,0.15,0.15,11,0.11,0,0
38,6,118,0,747,500,61,47,4,0,13,29,1.66666666666667,-1.13259668508287,1.59090909090909,NaN,0.650887573964499,0.502793296089385,0.61,0.59,0.04,0.00,0.13,0.29,16,0.16,1,0
18,8,103,0,743,540,61,30,0,23,23,0,-1.02150537634409,-0.580110497237569,-0.539772727272727,NaN,0.769230769230771,-1.731843575419,0.61,0.38,0.00,0.23,0.23,0.00,6,0.06,0,0
37,10,102,0,806,485,72,58,30,0,11,70,1.53225806451613,-0.0276243093922651,-0.681818181818181,NaN,-1.09467455621302,1.34078212290503,0.72,0.73,0.30,0.00,0.11,0.70,34,0.34,2,0
15,12,108,0,803,528,46,34,0,70,29,36,-1.4247311827957,0.524861878453039,0.170454545454546,NaN,-1.00591715976331,-1.06145251396648,0.46,0.43,0.00,0.70,0.29,0.36,13,0.13,0,0
38,5,106,0,782,529,37,26,3,0,33,62,1.66666666666667,-1.40883977900552,-0.113636363636363,NaN,-0.384615384615384,-1.11731843575419,0.37,0.33,0.03,0.00,0.33,0.62,6,0.06,0,0
26,8,105,0,747,536,53,30,0,23,38,0,0.0537634408602149,-0.580110497237569,-0.255681818181818,NaN,0.650887573964499,-1.50837988826816,0.53,0.38,0.00,0.23,0.38,0.00,8,0.08,0,0
39,5,110,0,732,528,64,35,2,0,57,15,1.8010752688172,-1.40883977900552,0.454545454545455,NaN,1.09467455621302,-1.06145251396648,0.64,0.44,0.02,0.00,0.57,0.15,12,0.12,0,0
17,7,114,0,737,502,69,47,13,21,39,38,-1.15591397849462,-0.856353591160221,1.02272727272727,NaN,0.946745562130178,0.391061452513968,0.69,0.59,0.13,0.21,0.39,0.38,27,0.27,1,0
43,21,105,0,715,486,67,71,19,65,47,49,2.33870967741935,3.01104972375691,-0.255681818181818,NaN,1.59763313609467,1.28491620111732,0.67,0.89,0.19,0.65,0.47,0.49,69,0.69,3,1
12,15,112,0,756,499,35,47,32,65,0,0,-1.82795698924731,1.35359116022099,0.738636363636364,NaN,0.384615384615387,0.558659217877093,0.35,0.59,0.32,0.65,0.00,0.00,34,0.34,2,0
24,5,90,0,812,507,46,34,16,0,0,13,-0.21505376344086,-1.40883977900552,-2.38636363636364,NaN,-1.27218934911242,0.111731843575417,0.46,0.43,0.16,0.00,0.00,0.13,10,0.10,0,0
24,5,116,0,813,503,39,34,10,0,16,55,-0.21505376344086,-1.40883977900552,1.30681818181818,NaN,-1.301775147929,0.335195530726255,0.39,0.43,0.10,0.00,0.16,0.55,19,0.19,1,0
37,9,110,0,792,502,36,47,28,22,70,0,1.53225806451613,-0.303867403314917,0.454545454545455,NaN,-0.680473372781064,0.391061452513968,0.36,0.59,0.28,0.22,0.70,0.00,29,0.29,1,0
16,15,118,0,735,517,42,45,25,64,29,31,-1.29032258064516,1.35359116022099,1.59090909090909,NaN,1.00591715976332,-0.446927374301676,0.42,0.56,0.25,0.64,0.29,0.31,23,0.23,1,0
32,13,98,0,798,519,39,35,0,11,0,58,0.860215053763441,0.801104972375691,-1.25,NaN,-0.857988165680473,-0.558659217877098,0.39,0.44,0.00,0.11,0.00,0.58,9,0.09,0,0
14,17,98,0,717,497,68,58,37,70,0,70,-1.55913978494624,1.9060773480663,-1.25,NaN,1.53846153846154,0.670391061452515,0.68,0.73,0.37,0.70,0.00,0.70,48,0.48,2,1
21,21,105,0,783,479,70,73,70,70,17,20,-0.618279569892473,3.01104972375691,-0.255681818181818,NaN,-0.414201183431952,1.67597765363128,0.70,0.91,0.70,0.70,0.17,0.20,69,0.69,3,1
31,10,111,0,812,490,44,56,51,55,33,42,0.725806451612903,-0.0276243093922651,0.59659090909091,NaN,-1.27218934911242,1.06145251396648,0.44,0.70,0.51,0.55,0.33,0.42,43,0.43,2,1
38,12,114,0,828,491,65,62,28,36,70,20,1.66666666666667,0.524861878453039,1.02272727272727,NaN,-1.74556213017751,1.00558659217877,0.65,0.78,0.28,0.36,0.70,0.20,41,0.41,2,1
22,8,114,0,746,494,59,56,62,20,46,12,-0.483870967741936,-0.580110497237569,1.02272727272727,NaN,0.680473372781066,0.837988826815639,0.59,0.70,0.62,0.20,0.46,0.12,45,0.45,2,1
29,16,106,0,805,500,50,52,17,32,22,45,0.456989247311828,1.62983425414365,-0.113636363636363,NaN,-1.06508875739645,0.502793296089385,0.50,0.65,0.17,0.32,0.22,0.45,25,0.25,1,0
20,15,108,0,840,537,49,35,0,63,63,33,-0.752688172043011,1.35359116022099,0.170454545454546,NaN,-2.10059171597633,-1.56424581005587,0.49,0.44,0.00,0.63,0.63,0.33,24,0.24,1,0
27,10,115,0,772,488,55,62,65,32,54,19,0.188172043010752,-0.0276243093922651,1.16477272727273,NaN,-0.0887573964497023,1.1731843575419,0.55,0.78,0.65,0.32,0.54,0.19,48,0.48,2,1
29,6,109,0,770,507,36,39,23,41,38,14,0.456989247311828,-1.13259668508287,0.3125,NaN,-0.0295857988165674,0.111731843575417,0.36,0.49,0.23,0.41,0.38,0.14,24,0.24,1,0
22,11,105,0,734,477,67,69,70,59,44,40,-0.483870967741936,0.248618784530387,-0.255681818181818,NaN,1.03550295857988,1.78770949720671,0.67,0.86,0.70,0.59,0.44,0.40,58,0.58,3,1
25,11,108,0,738,496,64,58,44,32,56,7,-0.0806451612903228,0.248618784530387,0.170454545454546,NaN,0.917159763313611,0.726256983240223,0.64,0.73,0.44,0.32,0.56,0.07,58,0.58,3,1
25,12,119,0,747,535,50,35,0,55,13,37,-0.0806451612903228,0.524861878453039,1.73295454545455,NaN,0.650887573964499,-1.45251396648045,0.50,0.44,0.00,0.55,0.13,0.37,15,0.15,0,0
22,11,95,0,802,536,50,30,0,24,0,23,-0.483870967741936,0.248618784530387,-1.67613636363636,NaN,-0.976331360946743,-1.50837988826816,0.50,0.38,0.00,0.24,0.00,0.23,8,0.08,0,0
13,8,92,0,810,507,59,39,32,27,0,70,-1.69354838709677,-0.580110497237569,-2.10227272727273,NaN,-1.21301775147929,0.111731843575417,0.59,0.49,0.32,0.27,0.00,0.70,24,0.24,1,0
10,11,104,0,759,528,57,32,0,27,0,61,-2.09677419354839,0.248618784530387,-0.397727272727272,NaN,0.295857988165682,-1.06145251396648,0.57,0.40,0.00,0.27,0.00,0.61,21,0.21,1,0
31,9,115,0,788,503,56,49,24,5,24,0,0.725806451612903,-0.303867403314917,1.16477272727273,NaN,-0.562130177514791,0.335195530726255,0.56,0.61,0.24,0.05,0.24,0.00,23,0.23,1,0
31,12,111,0,768,473,41,66,70,43,47,70,0.725806451612903,0.524861878453039,0.59659090909091,NaN,0.02958579881657,2.01117318435754,0.41,0.83,0.70,0.43,0.47,0.70,79,0.79,4,1
11,10,104,0,752,502,44,43,27,11,0,26,-1.96236559139785,-0.0276243093922651,-0.397727272727272,NaN,0.502958579881659,0.391061452513968,0.44,0.54,0.27,0.11,0.00,0.26,37,0.37,2,0
30,9,106,0,739,528,70,39,0,7,0,70,0.591397849462365,-0.303867403314917,-0.113636363636363,NaN,0.887573964497044,-1.06145251396648,0.70,0.49,0.00,0.07,0.00,0.70,5,0.05,0,0
22,9,109,0,762,540,56,34,0,63,14,0,-0.483870967741936,-0.303867403314917,0.3125,NaN,0.207100591715977,-1.731843575419,0.56,0.43,0.00,0.63,0.14,0.00,12,0.12,0,0
15,10,112,0,741,507,59,43,5,11,0,28,-1.4247311827957,-0.0276243093922651,0.738636363636364,NaN,0.828402366863906,0.111731843575417,0.59,0.54,0.05,0.11,0.00,0.28,23,0.23,1,0
