Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Defense,Man_to_Man_Defense,Zone_Defense,Bump_and_Run_Defense,Play_Diagnosis,Punishing_Hitter,Intercepting,Punt_Returns,Kick_Returns,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_DefenseZ,Man_to_Man_DefenseZ,Zone_DefenseZ,Bump_and_Run_DefenseZ,Play_DiagnosisZ,Punishing_HitterZ,InterceptingZ,Punt_ReturnsZ,Kick_ReturnsZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
38,18,104,36,735,449,38,43,0,33,26,27,11,41,0,0,0,3,16,1.21212121212121,1.27946127946128,1.1368909512761,0.106269925611052,0.312500000000001,1.42857142857143,0.38,0.54,0.00,0.33,0.26,0.27,0.11,0.41,0.00,0.00,0.00,0.03,0.16,20,0.20,1,0
13,9,97,35,727,468,15,26,42,10,14,0,0,0,26,0,0,42,16,-2.08168642951252,-1.75084175084175,-0.487238979118328,0,0.669642857142859,-0.659340659340655,0.15,0.33,0.42,0.10,0.14,0.00,0.00,0.00,0.26,0.00,0.00,0.42,0.16,6,0.06,0,0
33,13,100,17,735,457,23,33,20,30,7,19,25,17,0,0,0,25,4,0.553359683794466,-0.404040404040404,0.208816705336428,-1.91285866099894,0.312500000000001,0.549450549450548,0.23,0.41,0.20,0.30,0.07,0.19,0.25,0.17,0.00,0.00,0.00,0.25,0.04,9,0.09,0,0
26,10,99,40,717,456,40,42,41,20,32,3,28,6,18,0,0,0,0,-0.368906455862978,-1.41414141414141,-0.0232018561484906,0.53134962805526,1.11607142857143,0.659340659340665,0.40,0.53,0.41,0.20,0.32,0.03,0.28,0.06,0.18,0.00,0.00,0.00,0.00,16,0.16,1,0
20,10,98,25,717,477,30,30,54,0,4,3,13,0,8,0,0,20,1,-1.15942028985507,-1.41414141414141,-0.255220417633409,-1.06269925611052,1.11607142857143,-1.64835164835164,0.30,0.38,0.54,0.00,0.04,0.03,0.13,0.00,0.08,0.00,0.00,0.20,0.01,10,0.10,0,0
27,15,100,41,698,452,39,58,74,65,73,66,39,7,74,0,0,50,74,-0.237154150197629,0.26936026936027,0.208816705336428,0.637619553666312,1.96428571428571,1.0989010989011,0.39,0.73,0.74,0.65,0.73,0.66,0.39,0.07,0.74,0.00,0.00,0.50,0.74,67,0.67,3,1
36,10,113,38,711,474,26,39,41,0,26,0,53,5,23,32,0,39,63,0.948616600790514,-1.41414141414141,3.22505800464037,0.318809776833156,1.38392857142857,-1.31868131868132,0.26,0.49,0.41,0.00,0.26,0.00,0.53,0.05,0.23,0.32,0.00,0.39,0.63,9,0.09,0,0
28,12,100,36,722,453,31,41,41,52,49,9,18,4,0,0,0,20,34,-0.105401844532279,-0.74074074074074,0.208816705336428,0.106269925611052,0.892857142857144,0.989010989010988,0.31,0.51,0.41,0.52,0.49,0.09,0.18,0.04,0.00,0.00,0.00,0.20,0.34,12,0.12,0,0
24,13,104,37,765,449,14,25,0,11,38,0,0,0,0,0,0,13,0,-0.632411067193676,-0.404040404040404,1.1368909512761,0.212539851222104,-1.02678571428572,1.42857142857143,0.14,0.31,0.00,0.11,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,4,0.04,0,0
23,11,100,44,730,448,23,39,37,46,61,1,16,9,18,0,0,62,17,-0.764163372859025,-1.07744107744108,0.208816705336428,0.956429330499469,0.535714285714286,1.53846153846153,0.23,0.49,0.37,0.46,0.61,0.01,0.16,0.09,0.18,0.00,0.00,0.62,0.17,10,0.10,0,0
33,14,102,37,731,450,26,42,35,33,56,20,25,15,0,0,0,33,14,0.553359683794466,-0.0673400673400671,0.672853828306266,0.212539851222104,0.49107142857143,1.31868131868132,0.26,0.53,0.35,0.33,0.56,0.20,0.25,0.15,0.00,0.00,0.00,0.33,0.14,13,0.13,0,0
26,11,95,40,740,450,38,39,19,42,45,0,43,13,0,0,0,0,24,-0.368906455862978,-1.07744107744108,-0.951276102088166,0.53134962805526,0.0892857142857124,1.31868131868132,0.38,0.49,0.19,0.42,0.45,0.00,0.43,0.13,0.00,0.00,0.00,0.00,0.24,12,0.12,0,0
16,12,100,39,765,467,23,24,7,12,8,1,34,40,50,0,0,29,25,-1.68642951251647,-0.74074074074074,0.208816705336428,0.425079702444208,-1.02678571428572,-0.549450549450548,0.23,0.30,0.07,0.12,0.08,0.01,0.34,0.40,0.50,0.00,0.00,0.29,0.25,10,0.10,0,0
44,21,99,55,713,449,26,60,52,60,70,74,74,48,63,0,0,67,74,2.00263504611331,2.28956228956229,-0.0232018561484906,2.12539851222104,1.29464285714286,1.42857142857143,0.26,0.75,0.52,0.60,0.70,0.74,0.74,0.48,0.63,0.00,0.00,0.67,0.74,74,0.74,4,1
34,15,98,27,752,456,21,33,9,44,9,48,27,14,0,0,0,16,23,0.685111989459815,0.26936026936027,-0.255220417633409,-0.850159404888417,-0.44642857142857,0.659340659340665,0.21,0.41,0.09,0.44,0.09,0.48,0.27,0.14,0.00,0.00,0.00,0.16,0.23,12,0.12,0,0
26,15,100,46,735,467,48,41,25,0,21,11,8,13,27,0,0,3,3,-0.368906455862978,0.26936026936027,0.208816705336428,1.16896918172157,0.312500000000001,-0.549450549450548,0.48,0.51,0.25,0.00,0.21,0.11,0.08,0.13,0.27,0.00,0.00,0.03,0.03,13,0.13,0,0
18,16,94,38,732,459,54,44,24,10,45,34,0,74,39,0,0,61,11,-1.42292490118577,0.606060606060606,-1.18329466357308,0.318809776833156,0.44642857142857,0.329670329670332,0.54,0.55,0.24,0.10,0.45,0.34,0.00,0.74,0.39,0.00,0.00,0.61,0.11,43,0.43,2,1
41,15,100,24,738,458,44,43,30,42,11,53,54,8,0,0,0,55,36,1.60737812911726,0.26936026936027,0.208816705336428,-1.16896918172157,0.178571428571429,0.43956043956044,0.44,0.54,0.30,0.42,0.11,0.53,0.54,0.08,0.00,0.00,0.00,0.55,0.36,18,0.18,1,0
32,9,97,40,735,458,36,36,17,30,20,0,0,13,35,0,0,41,18,0.421607378129117,-1.75084175084175,-0.487238979118328,0.53134962805526,0.312500000000001,0.43956043956044,0.36,0.45,0.17,0.30,0.20,0.00,0.00,0.13,0.35,0.00,0.00,0.41,0.18,13,0.13,0,0
22,13,98,32,780,476,39,24,0,0,28,0,33,59,36,0,0,6,29,-0.895915678524374,-0.404040404040404,-0.255220417633409,-0.318809776833156,-1.69642857142857,-1.53846153846153,0.39,0.30,0.00,0.00,0.28,0.00,0.33,0.59,0.36,0.00,0.00,0.06,0.29,7,0.07,0,0
41,17,106,50,736,450,38,49,10,18,42,8,21,50,25,0,0,5,32,1.60737812911726,0.942760942760943,1.60092807424594,1.59404888416578,0.267857142857141,1.31868131868132,0.38,0.61,0.10,0.18,0.42,0.08,0.21,0.50,0.25,0.00,0.00,0.05,0.32,37,0.37,2,0
26,18,102,47,724,459,30,46,24,32,36,7,47,74,71,0,0,0,74,-0.368906455862978,1.27946127946128,0.672853828306266,1.27523910733262,0.803571428571427,0.329670329670332,0.30,0.58,0.24,0.32,0.36,0.07,0.47,0.74,0.71,0.00,0.00,0.00,0.74,44,0.44,2,1
39,11,98,34,760,460,15,26,11,20,28,0,4,34,30,0,0,0,6,1.34387351778656,-1.07744107744108,-0.255220417633409,-0.106269925611052,-0.803571428571427,0.219780219780225,0.15,0.33,0.11,0.20,0.28,0.00,0.04,0.34,0.30,0.00,0.00,0.00,0.06,4,0.04,0,0
26,15,96,42,728,452,20,44,45,53,66,36,53,19,51,0,0,38,50,-0.368906455862978,0.26936026936027,-0.719257540603247,0.743889479277364,0.624999999999999,1.0989010989011,0.20,0.55,0.45,0.53,0.66,0.36,0.53,0.19,0.51,0.00,0.00,0.38,0.50,56,0.56,3,1
18,18,97,40,720,456,41,45,32,24,50,41,0,67,0,0,0,25,0,-1.42292490118577,1.27946127946128,-0.487238979118328,0.53134962805526,0.982142857142856,0.659340659340665,0.41,0.56,0.32,0.24,0.50,0.41,0.00,0.67,0.00,0.00,0.00,0.25,0.00,60,0.60,3,1
31,14,100,42,736,454,37,40,15,39,49,15,2,41,43,0,0,29,0,0.289855072463768,-0.0673400673400671,0.208816705336428,0.743889479277364,0.267857142857141,0.87912087912088,0.37,0.50,0.15,0.39,0.49,0.15,0.02,0.41,0.43,0.00,0.00,0.29,0.00,12,0.12,0,0
22,13,111,38,721,465,33,40,40,19,11,13,30,19,36,44,0,15,49,-0.895915678524374,-0.404040404040404,2.76102088167054,0.318809776833156,0.9375,-0.329670329670332,0.33,0.50,0.40,0.19,0.11,0.13,0.30,0.19,0.36,0.44,0.00,0.15,0.49,15,0.15,0,0
31,12,97,41,713,456,32,45,68,35,35,5,0,6,5,0,0,34,42,0.289855072463768,-0.74074074074074,-0.487238979118328,0.637619553666312,1.29464285714286,0.659340659340665,0.32,0.56,0.68,0.35,0.35,0.05,0.00,0.06,0.05,0.00,0.00,0.34,0.42,32,0.32,2,0
30,15,95,37,752,467,50,39,10,23,20,5,38,49,9,0,0,34,2,0.158102766798419,0.26936026936027,-0.951276102088166,0.212539851222104,-0.44642857142857,-0.549450549450548,0.50,0.49,0.10,0.23,0.20,0.05,0.38,0.49,0.09,0.00,0.00,0.34,0.02,16,0.16,1,0
26,15,94,21,780,459,46,28,0,30,0,20,32,0,7,0,0,55,9,-0.368906455862978,0.26936026936027,-1.18329466357308,-1.48777895855473,-1.69642857142857,0.329670329670332,0.46,0.35,0.00,0.30,0.00,0.20,0.32,0.00,0.07,0.00,0.00,0.55,0.09,15,0.15,0,0
24,14,95,33,735,474,35,36,26,0,41,17,0,37,20,0,0,73,43,-0.632411067193676,-0.0673400673400671,-0.951276102088166,-0.212539851222104,0.312500000000001,-1.31868131868132,0.35,0.45,0.26,0.00,0.41,0.17,0.00,0.37,0.20,0.00,0.00,0.73,0.43,11,0.11,0,0
42,15,96,28,722,459,15,40,51,34,0,11,49,22,24,0,0,42,17,1.73913043478261,0.26936026936027,-0.719257540603247,-0.743889479277364,0.892857142857144,0.329670329670332,0.15,0.50,0.51,0.34,0.00,0.11,0.49,0.22,0.24,0.00,0.00,0.42,0.17,11,0.11,0,0
26,13,100,34,780,459,50,29,0,20,13,0,0,39,5,0,0,0,29,-0.368906455862978,-0.404040404040404,0.208816705336428,-0.106269925611052,-1.69642857142857,0.329670329670332,0.50,0.36,0.00,0.20,0.13,0.00,0.00,0.39,0.05,0.00,0.00,0.00,0.29,8,0.08,0,0
25,15,96,28,742,456,36,38,29,32,19,14,30,50,0,0,0,0,0,-0.500658761528327,0.26936026936027,-0.719257540603247,-0.743889479277364,0,0.659340659340665,0.36,0.48,0.29,0.32,0.19,0.14,0.30,0.50,0.00,0.00,0.00,0.00,0.00,11,0.11,0,0
44,20,102,54,744,445,43,54,5,33,68,58,43,35,61,0,0,3,2,2.00263504611331,1.95286195286195,0.672853828306266,2.01912858660999,-0.0892857142857163,1.86813186813187,0.43,0.68,0.05,0.33,0.68,0.58,0.43,0.35,0.61,0.00,0.00,0.03,0.02,47,0.47,2,1
26,12,103,26,770,477,42,24,0,0,0,0,8,0,36,0,0,37,0,-0.368906455862978,-0.74074074074074,0.904872389791185,-0.956429330499469,-1.25,-1.64835164835164,0.42,0.30,0.00,0.00,0.00,0.00,0.08,0.00,0.36,0.00,0.00,0.37,0.00,6,0.06,0,0
41,16,118,39,735,463,43,43,16,0,19,38,0,9,9,12,35,39,13,1.60737812911726,0.606060606060606,4.38515081206497,0.425079702444208,0.312500000000001,-0.109890109890108,0.43,0.54,0.16,0.00,0.19,0.38,0.00,0.09,0.09,0.12,0.35,0.39,0.13,14,0.14,0,0
34,15,98,41,773,468,38,33,0,0,49,32,16,66,31,0,0,22,40,0.685111989459815,0.26936026936027,-0.255220417633409,0.637619553666312,-1.38392857142857,-0.659340659340655,0.38,0.41,0.00,0.00,0.49,0.32,0.16,0.66,0.31,0.00,0.00,0.22,0.40,12,0.12,0,0
26,15,98,32,755,465,20,28,19,15,5,13,0,23,21,0,0,0,9,-0.368906455862978,0.26936026936027,-0.255220417633409,-0.318809776833156,-0.580357142857142,-0.329670329670332,0.20,0.35,0.19,0.15,0.05,0.13,0.00,0.23,0.21,0.00,0.00,0.00,0.09,7,0.07,0,0
17,14,100,28,719,459,30,38,45,32,0,35,0,0,15,0,0,47,47,-1.55467720685112,-0.0673400673400671,0.208816705336428,-0.743889479277364,1.02678571428571,0.329670329670332,0.30,0.48,0.45,0.32,0.00,0.35,0.00,0.00,0.15,0.00,0.00,0.47,0.47,10,0.10,0,0
27,9,94,13,731,459,14,27,32,33,0,0,28,0,24,0,0,55,48,-0.237154150197629,-1.75084175084175,-1.18329466357308,-2.33793836344315,0.49107142857143,0.329670329670332,0.14,0.34,0.32,0.33,0.00,0.00,0.28,0.00,0.24,0.00,0.00,0.55,0.48,7,0.07,0,0
17,12,94,24,780,459,46,23,0,23,10,28,0,17,0,0,0,5,4,-1.55467720685112,-0.74074074074074,-1.18329466357308,-1.16896918172157,-1.69642857142857,0.329670329670332,0.46,0.29,0.00,0.23,0.10,0.28,0.00,0.17,0.00,0.00,0.00,0.05,0.04,8,0.08,0,0
31,13,97,38,730,457,48,42,20,22,4,0,25,28,21,0,0,16,21,0.289855072463768,-0.404040404040404,-0.487238979118328,0.318809776833156,0.535714285714286,0.549450549450548,0.48,0.53,0.20,0.22,0.04,0.00,0.25,0.28,0.21,0.00,0.00,0.16,0.21,38,0.38,2,0
26,13,98,32,730,453,33,40,35,48,25,0,38,31,4,0,0,2,18,-0.368906455862978,-0.404040404040404,-0.255220417633409,-0.318809776833156,0.535714285714286,0.989010989010988,0.33,0.50,0.35,0.48,0.25,0.00,0.38,0.31,0.04,0.00,0.00,0.02,0.18,12,0.12,0,0
18,15,95,37,726,478,45,38,33,0,16,40,6,3,23,0,0,26,21,-1.42292490118577,0.26936026936027,-0.951276102088166,0.212539851222104,0.714285714285715,-1.75824175824176,0.45,0.48,0.33,0.00,0.16,0.40,0.06,0.03,0.23,0.00,0.00,0.26,0.21,22,0.22,1,0
35,9,114,38,762,459,49,33,2,28,0,0,31,7,16,0,29,12,19,0.816864295125165,-1.75084175084175,3.45707656612529,0.318809776833156,-0.892857142857144,0.329670329670332,0.49,0.41,0.02,0.28,0.00,0.00,0.31,0.07,0.16,0.00,0.29,0.12,0.19,13,0.13,0,0
14,10,99,38,742,457,52,35,21,33,9,0,0,17,23,0,0,0,9,-1.94993412384717,-1.41414141414141,-0.0232018561484906,0.318809776833156,0,0.549450549450548,0.52,0.44,0.21,0.33,0.09,0.00,0.00,0.17,0.23,0.00,0.00,0.00,0.09,11,0.11,0,0
22,16,102,34,758,458,46,37,1,50,15,32,20,61,19,0,0,40,20,-0.895915678524374,0.606060606060606,0.672853828306266,-0.106269925611052,-0.714285714285715,0.43956043956044,0.46,0.46,0.01,0.50,0.15,0.32,0.20,0.61,0.19,0.00,0.00,0.40,0.20,14,0.14,0,0
33,14,100,40,748,453,46,43,13,34,44,18,53,3,46,0,0,40,23,0.553359683794466,-0.0673400673400671,0.208816705336428,0.53134962805526,-0.267857142857145,0.989010989010988,0.46,0.54,0.13,0.34,0.44,0.18,0.53,0.03,0.46,0.00,0.00,0.40,0.23,26,0.26,1,0
26,10,94,24,780,473,48,24,0,10,10,19,30,0,14,0,0,30,0,-0.368906455862978,-1.41414141414141,-1.18329466357308,-1.16896918172157,-1.69642857142857,-1.20879120879121,0.48,0.30,0.00,0.10,0.10,0.19,0.30,0.00,0.14,0.00,0.00,0.30,0.00,12,0.12,0,0
28,11,100,29,772,465,30,22,0,0,17,0,2,0,0,0,0,37,32,-0.105401844532279,-1.07744107744108,0.208816705336428,-0.637619553666312,-1.33928571428571,-0.329670329670332,0.30,0.28,0.00,0.00,0.17,0.00,0.02,0.00,0.00,0.00,0.00,0.37,0.32,9,0.09,0,0
17,10,94,39,780,467,56,25,0,9,13,0,0,12,34,0,0,27,1,-1.55467720685112,-1.41414141414141,-1.18329466357308,0.425079702444208,-1.69642857142857,-0.549450549450548,0.56,0.31,0.00,0.09,0.13,0.00,0.00,0.12,0.34,0.00,0.00,0.27,0.01,8,0.08,0,0
27,11,95,30,780,463,36,24,0,17,18,5,12,0,9,0,0,5,17,-0.237154150197629,-1.07744107744108,-0.951276102088166,-0.53134962805526,-1.69642857142857,-0.109890109890108,0.36,0.30,0.00,0.17,0.18,0.05,0.12,0.00,0.09,0.00,0.00,0.05,0.17,6,0.06,0,0
26,15,100,27,760,459,50,37,16,5,33,15,29,22,0,0,0,11,12,-0.368906455862978,0.26936026936027,0.208816705336428,-0.850159404888417,-0.803571428571427,0.329670329670332,0.50,0.46,0.16,0.05,0.33,0.15,0.29,0.22,0.00,0.00,0.00,0.11,0.12,15,0.15,0,0
26,19,102,49,692,459,71,61,34,2,19,34,23,24,21,0,0,6,43,-0.368906455862978,1.61616161616162,0.672853828306266,1.48777895855473,2.23214285714286,0.329670329670332,0.71,0.76,0.34,0.02,0.19,0.34,0.23,0.24,0.21,0.00,0.00,0.06,0.43,44,0.44,2,1
22,11,98,38,758,458,33,35,26,74,28,45,24,9,42,0,0,68,30,-0.895915678524374,-1.07744107744108,-0.255220417633409,0.318809776833156,-0.714285714285715,0.43956043956044,0.33,0.44,0.26,0.74,0.28,0.45,0.24,0.09,0.42,0.00,0.00,0.68,0.30,15,0.15,0,0
51,18,100,41,769,459,21,36,0,32,0,7,56,3,59,0,0,0,0,2.92490118577075,1.27946127946128,0.208816705336428,0.637619553666312,-1.20535714285714,0.329670329670332,0.21,0.45,0.00,0.32,0.00,0.07,0.56,0.03,0.59,0.00,0.00,0.00,0.00,10,0.10,0,0
31,13,100,46,730,463,48,49,50,0,55,0,50,52,51,0,30,59,0,0.289855072463768,-0.404040404040404,0.208816705336428,1.16896918172157,0.535714285714286,-0.109890109890108,0.48,0.61,0.50,0.00,0.55,0.00,0.50,0.52,0.51,0.00,0.30,0.59,0.00,30,0.30,1,0
19,12,99,26,757,474,42,24,3,8,0,3,0,13,9,0,0,0,0,-1.29117259552042,-0.74074074074074,-0.0232018561484906,-0.956429330499469,-0.669642857142859,-1.31868131868132,0.42,0.30,0.03,0.08,0.00,0.03,0.00,0.13,0.09,0.00,0.00,0.00,0.00,8,0.08,0,0
26,19,100,42,731,451,38,54,60,74,53,74,66,64,74,0,0,39,45,-0.368906455862978,1.61616161616162,0.208816705336428,0.743889479277364,0.49107142857143,1.20879120879121,0.38,0.68,0.60,0.74,0.53,0.74,0.66,0.64,0.74,0.00,0.00,0.39,0.45,69,0.69,3,1
36,15,99,40,773,460,49,36,0,1,31,8,13,42,39,0,0,2,39,0.948616600790514,0.26936026936027,-0.0232018561484906,0.53134962805526,-1.38392857142857,0.219780219780225,0.49,0.45,0.00,0.01,0.31,0.08,0.13,0.42,0.39,0.00,0.00,0.02,0.39,10,0.10,0,0
32,15,94,38,728,473,35,40,27,0,31,12,15,31,46,0,0,52,53,0.421607378129117,0.26936026936027,-1.18329466357308,0.318809776833156,0.624999999999999,-1.20879120879121,0.35,0.50,0.27,0.00,0.31,0.12,0.15,0.31,0.46,0.00,0.00,0.52,0.53,17,0.17,1,0
18,14,97,19,735,465,31,30,21,20,15,13,9,36,0,0,0,5,6,-1.42292490118577,-0.0673400673400671,-0.487238979118328,-1.70031880977683,0.312500000000001,-0.329670329670332,0.31,0.38,0.21,0.20,0.15,0.13,0.09,0.36,0.00,0.00,0.00,0.05,0.06,9,0.09,0,0
16,14,94,27,741,471,33,28,14,0,35,19,6,3,0,0,0,0,8,-1.68642951251647,-0.0673400673400671,-1.18329466357308,-0.850159404888417,0.0446428571428562,-0.989010989010988,0.33,0.35,0.14,0.00,0.35,0.19,0.06,0.03,0.00,0.00,0.00,0.00,0.08,8,0.08,0,0
37,17,103,40,757,474,20,35,16,0,25,44,56,26,43,0,32,68,29,1.08036890645586,0.942760942760943,0.904872389791185,0.53134962805526,-0.669642857142859,-1.31868131868132,0.20,0.44,0.16,0.00,0.25,0.44,0.56,0.26,0.43,0.00,0.32,0.68,0.29,13,0.13,0,0
23,17,99,43,752,469,56,42,15,5,25,61,23,23,58,0,0,73,54,-0.764163372859025,0.942760942760943,-0.0232018561484906,0.850159404888417,-0.44642857142857,-0.769230769230772,0.56,0.53,0.15,0.05,0.25,0.61,0.23,0.23,0.58,0.00,0.00,0.73,0.54,40,0.40,2,1
19,10,95,29,735,470,55,35,23,0,42,8,15,0,0,0,0,34,11,-1.29117259552042,-1.41414141414141,-0.951276102088166,-0.637619553666312,0.312500000000001,-0.87912087912088,0.55,0.44,0.23,0.00,0.42,0.08,0.15,0.00,0.00,0.00,0.00,0.34,0.11,13,0.13,0,0
36,15,99,29,769,461,50,37,0,24,34,48,54,0,0,0,0,27,48,0.948616600790514,0.26936026936027,-0.0232018561484906,-0.637619553666312,-1.20535714285714,0.109890109890108,0.50,0.46,0.00,0.24,0.34,0.48,0.54,0.00,0.00,0.00,0.00,0.27,0.48,12,0.12,0,0
26,11,97,21,735,459,40,38,36,38,51,20,57,41,13,0,0,41,59,-0.368906455862978,-1.07744107744108,-0.487238979118328,-1.48777895855473,0.312500000000001,0.329670329670332,0.40,0.48,0.36,0.38,0.51,0.20,0.57,0.41,0.13,0.00,0.00,0.41,0.59,17,0.17,1,0
27,21,125,56,687,442,37,70,74,74,64,74,36,66,74,74,61,74,58,-0.237154150197629,2.28956228956229,6.0092807424594,2.23166843783209,2.45535714285714,2.1978021978022,0.37,0.88,0.74,0.74,0.64,0.74,0.36,0.66,0.74,0.74,0.61,0.74,0.58,82,0.82,4,1
19,15,97,40,733,468,52,40,18,0,33,28,18,9,0,0,0,0,28,-1.29117259552042,0.26936026936027,-0.487238979118328,0.53134962805526,0.401785714285714,-0.659340659340655,0.52,0.50,0.18,0.00,0.33,0.28,0.18,0.09,0.00,0.00,0.00,0.00,0.28,20,0.20,1,0
25,10,102,38,739,460,58,39,18,16,11,0,0,3,32,7,0,21,9,-0.500658761528327,-1.41414141414141,0.672853828306266,0.318809776833156,0.133928571428573,0.219780219780225,0.58,0.49,0.18,0.16,0.11,0.00,0.00,0.03,0.32,0.07,0.00,0.21,0.09,14,0.14,0,0
21,13,97,39,780,475,26,20,0,0,22,22,0,12,26,0,0,0,0,-1.02766798418972,-0.404040404040404,-0.487238979118328,0.425079702444208,-1.69642857142857,-1.42857142857143,0.26,0.25,0.00,0.00,0.22,0.22,0.00,0.12,0.26,0.00,0.00,0.00,0.00,6,0.06,0,0
26,13,97,31,777,464,28,26,0,27,54,24,33,18,0,0,0,42,0,-0.368906455862978,-0.404040404040404,-0.487238979118328,-0.425079702444208,-1.5625,-0.219780219780215,0.28,0.33,0.00,0.27,0.54,0.24,0.33,0.18,0.00,0.00,0.00,0.42,0.00,6,0.06,0,0
28,17,97,40,735,455,54,51,54,61,24,51,26,2,55,0,0,63,10,-0.105401844532279,0.942760942760943,-0.487238979118328,0.53134962805526,0.312500000000001,0.769230769230772,0.54,0.64,0.54,0.61,0.24,0.51,0.26,0.02,0.55,0.00,0.00,0.63,0.10,29,0.29,1,0
32,10,99,25,720,457,43,40,52,32,5,0,0,2,9,0,0,15,24,0.421607378129117,-1.41414141414141,-0.0232018561484906,-1.06269925611052,0.982142857142856,0.549450549450548,0.43,0.50,0.52,0.32,0.05,0.00,0.00,0.02,0.09,0.00,0.00,0.15,0.24,11,0.11,0,0
26,19,100,44,735,459,27,43,34,29,37,50,0,22,38,0,0,43,40,-0.368906455862978,1.61616161616162,0.208816705336428,0.956429330499469,0.312500000000001,0.329670329670332,0.27,0.54,0.34,0.29,0.37,0.50,0.00,0.22,0.38,0.00,0.00,0.43,0.40,37,0.37,2,0
29,17,98,41,718,464,24,43,34,32,27,44,20,0,40,0,0,39,0,0.0263504611330697,0.942760942760943,-0.255220417633409,0.637619553666312,1.07142857142857,-0.219780219780215,0.24,0.54,0.34,0.32,0.27,0.44,0.20,0.00,0.40,0.00,0.00,0.39,0.00,33,0.33,2,0
31,11,96,41,710,474,37,41,49,0,32,0,9,24,50,0,0,43,25,0.289855072463768,-1.07744107744108,-0.719257540603247,0.637619553666312,1.42857142857143,-1.31868131868132,0.37,0.51,0.49,0.00,0.32,0.00,0.09,0.24,0.50,0.00,0.00,0.43,0.25,20,0.20,1,0
38,18,103,37,746,451,14,37,1,30,15,37,22,35,3,0,0,20,44,1.21212121212121,1.27946127946128,0.904872389791185,0.212539851222104,-0.178571428571429,1.20879120879121,0.14,0.46,0.01,0.30,0.15,0.37,0.22,0.35,0.03,0.00,0.00,0.20,0.44,9,0.09,0,0
37,15,96,39,703,459,41,52,57,14,25,26,36,33,28,0,0,0,39,1.08036890645586,0.26936026936027,-0.719257540603247,0.425079702444208,1.74107142857143,0.329670329670332,0.41,0.65,0.57,0.14,0.25,0.26,0.36,0.33,0.28,0.00,0.00,0.00,0.39,55,0.55,3,1
26,10,96,38,760,455,27,28,9,30,44,11,8,0,0,0,0,0,31,-0.368906455862978,-1.41414141414141,-0.719257540603247,0.318809776833156,-0.803571428571427,0.769230769230772,0.27,0.35,0.09,0.30,0.44,0.11,0.08,0.00,0.00,0.00,0.00,0.00,0.31,8,0.08,0,0
34,13,99,42,771,457,43,35,0,20,31,0,35,32,42,0,0,20,9,0.685111989459815,-0.404040404040404,-0.0232018561484906,0.743889479277364,-1.29464285714286,0.549450549450548,0.43,0.44,0.00,0.20,0.31,0.00,0.35,0.32,0.42,0.00,0.00,0.20,0.09,17,0.17,1,0
31,12,94,15,735,467,42,31,21,6,1,22,7,4,0,0,0,16,20,0.289855072463768,-0.74074074074074,-1.18329466357308,-2.12539851222104,0.312500000000001,-0.549450549450548,0.42,0.39,0.21,0.06,0.01,0.22,0.07,0.04,0.00,0.00,0.00,0.16,0.20,12,0.12,0,0
35,18,94,43,723,446,56,59,42,74,29,57,65,54,51,0,0,68,54,0.816864295125165,1.27946127946128,-1.18329466357308,0.850159404888417,0.848214285714283,1.75824175824176,0.56,0.74,0.42,0.74,0.29,0.57,0.65,0.54,0.51,0.00,0.00,0.68,0.54,66,0.66,3,1
44,14,101,31,715,459,49,51,43,36,5,40,52,0,37,0,0,64,11,2.00263504611331,-0.0673400673400671,0.440835266821347,-0.425079702444208,1.20535714285714,0.329670329670332,0.49,0.64,0.43,0.36,0.05,0.40,0.52,0.00,0.37,0.00,0.00,0.64,0.11,19,0.19,1,0
21,15,98,39,719,468,20,39,48,27,1,29,26,22,57,0,0,42,27,-1.02766798418972,0.26936026936027,-0.255220417633409,0.425079702444208,1.02678571428571,-0.659340659340655,0.20,0.49,0.48,0.27,0.01,0.29,0.26,0.22,0.57,0.00,0.00,0.42,0.27,18,0.18,1,0
35,11,95,32,780,464,35,25,0,12,7,0,20,34,20,0,0,9,0,0.816864295125165,-1.07744107744108,-0.951276102088166,-0.318809776833156,-1.69642857142857,-0.219780219780215,0.35,0.31,0.00,0.12,0.07,0.00,0.20,0.34,0.20,0.00,0.00,0.09,0.00,8,0.08,0,0
33,19,104,37,709,449,40,54,34,47,6,54,23,57,46,0,9,29,19,0.553359683794466,1.61616161616162,1.1368909512761,0.212539851222104,1.47321428571429,1.42857142857143,0.40,0.68,0.34,0.47,0.06,0.54,0.23,0.57,0.46,0.00,0.09,0.29,0.19,40,0.40,2,1
38,12,96,26,749,464,45,37,14,23,21,38,33,0,0,0,0,44,4,1.21212121212121,-0.74074074074074,-0.719257540603247,-0.956429330499469,-0.312500000000001,-0.219780219780215,0.45,0.46,0.14,0.23,0.21,0.38,0.33,0.00,0.00,0.00,0.00,0.44,0.04,9,0.09,0,0
