Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Defense,Pass_Rush_Technique,Pass_Rush_Strength,Play_Diagnosis,Punishing_Hitter,Endurance,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_DefenseZ,Pass_Rush_TechniqueZ,Pass_Rush_StrengthZ,Play_DiagnosisZ,Punishing_HitterZ,EnduranceZ,PeakCur,PeakCurZ,Ability,Draftable
23,27,105,0,777,495,24,31,27,27,14,6,43,19,-0.087976539589443,0.330788804071247,-0.381471389645776,NaN,-0.3,-0.357142857142856,0.24,0.39,0.27,0.27,0.14,0.06,0.43,0.19,9,0.09,0,0
25,27,95,0,795,482,30,31,8,22,10,1,46,0,0.205278592375366,0.330788804071247,-1.74386920980926,NaN,-0.900000000000002,0.571428571428572,0.30,0.39,0.08,0.22,0.10,0.01,0.46,0.00,12,0.12,0,0
24,20,106,0,805,469,26,31,0,64,0,35,10,17,0.0586510263929617,-1.45038167938931,-0.245231607629427,NaN,-1.23333333333334,1.5,0.26,0.39,0.00,0.64,0.00,0.35,0.10,0.17,9,0.09,0,0
30,22,109,0,813,490,31,25,0,11,0,20,11,19,0.93841642228739,-0.94147582697201,0.163487738419619,NaN,-1.5,0,0.31,0.31,0.00,0.11,0.00,0.20,0.11,0.19,5,0.05,0,0
21,19,95,0,760,485,31,33,26,49,15,7,0,0,-0.381231671554252,-1.70483460559796,-1.74386920980926,NaN,0.266666666666667,0.357142857142862,0.31,0.41,0.26,0.49,0.15,0.07,0.00,0.00,13,0.13,0,0
30,29,113,0,736,488,30,47,45,11,38,9,27,18,0.93841642228739,0.83969465648855,0.708446866485014,NaN,1.06666666666666,0.142857142857146,0.30,0.59,0.45,0.11,0.38,0.09,0.27,0.18,38,0.38,2,0
20,23,106,0,775,495,32,30,14,11,0,51,51,13,-0.527859237536657,-0.687022900763359,-0.245231607629427,NaN,-0.233333333333334,-0.357142857142856,0.32,0.38,0.14,0.11,0.00,0.51,0.51,0.13,9,0.09,0,0
22,28,110,0,782,480,52,46,18,35,48,22,25,37,-0.234604105571848,0.585241730279898,0.299727520435968,NaN,-0.466666666666669,0.714285714285718,0.52,0.58,0.18,0.35,0.48,0.22,0.25,0.37,37,0.37,2,0
26,28,107,0,804,482,54,41,0,33,43,48,24,16,0.351906158357771,0.585241730279898,-0.108991825613079,NaN,-1.2,0.571428571428572,0.54,0.51,0.00,0.33,0.43,0.48,0.24,0.16,20,0.20,1,0
26,30,113,0,772,495,35,41,32,4,45,0,38,40,0.351906158357771,1.0941475826972,0.708446866485014,NaN,-0.133333333333333,-0.357142857142856,0.35,0.51,0.32,0.04,0.45,0.00,0.38,0.40,27,0.27,1,0
24,31,112,0,769,515,21,33,14,0,65,29,22,37,0.0586510263929617,1.34860050890585,0.572207084468665,NaN,-0.0333333333333356,-1.78571428571429,0.21,0.41,0.14,0.00,0.65,0.29,0.22,0.37,20,0.20,1,0
17,27,101,0,772,476,51,43,15,55,30,0,11,1,-0.967741935483871,0.330788804071247,-0.926430517711171,NaN,-0.133333333333333,1,0.51,0.54,0.15,0.55,0.30,0.00,0.11,0.01,40,0.40,2,1
26,27,109,0,762,492,16,33,13,3,0,36,52,18,0.351906158357771,0.330788804071247,0.163487738419619,NaN,0.199999999999999,-0.14285714285714,0.16,0.41,0.13,0.03,0.00,0.36,0.52,0.18,8,0.08,0,0
14,27,100,0,760,477,39,46,53,72,27,24,39,32,-1.40762463343109,0.330788804071247,-1.06267029972752,NaN,0.266666666666667,0.928571428571434,0.39,0.58,0.53,0.72,0.27,0.24,0.39,0.32,71,0.71,4,1
22,22,113,0,731,476,23,46,56,58,0,19,55,41,-0.234604105571848,-0.94147582697201,0.708446866485014,NaN,1.23333333333333,1,0.23,0.58,0.56,0.58,0.00,0.19,0.55,0.41,41,0.41,2,1
39,29,103,0,805,481,18,32,0,26,22,56,41,0,2.25806451612903,0.83969465648855,-0.653950953678474,NaN,-1.23333333333334,0.642857142857148,0.18,0.40,0.00,0.26,0.22,0.56,0.41,0.00,11,0.11,0,0
21,27,111,0,806,485,31,33,0,31,26,13,40,44,-0.381231671554252,0.330788804071247,0.435967302452316,NaN,-1.26666666666667,0.357142857142862,0.31,0.41,0.00,0.31,0.26,0.13,0.40,0.44,16,0.16,1,0
16,22,104,0,783,507,17,20,1,0,6,0,14,0,-1.11436950146628,-0.94147582697201,-0.517711171662125,NaN,-0.500000000000001,-1.21428571428571,0.17,0.25,0.01,0.00,0.06,0.00,0.14,0.00,5,0.05,0,0
21,29,110,0,802,508,35,29,0,0,27,26,33,21,-0.381231671554252,0.83969465648855,0.299727520435968,NaN,-1.13333333333333,-1.28571428571428,0.35,0.36,0.00,0.00,0.27,0.26,0.33,0.21,10,0.10,0,0
21,20,102,0,820,500,30,17,0,10,13,38,7,5,-0.381231671554252,-1.45038167938931,-0.790190735694823,NaN,-1.73333333333333,-0.714285714285712,0.30,0.21,0.00,0.10,0.13,0.38,0.07,0.05,8,0.08,0,0
21,27,111,0,783,485,39,39,2,30,24,20,37,23,-0.381231671554252,0.330788804071247,0.435967302452316,NaN,-0.500000000000001,0.357142857142862,0.39,0.49,0.02,0.30,0.24,0.20,0.37,0.23,17,0.17,1,0
18,31,104,0,760,515,34,37,28,0,48,42,27,31,-0.821114369501466,1.34860050890585,-0.517711171662125,NaN,0.266666666666667,-1.78571428571429,0.34,0.46,0.28,0.00,0.48,0.42,0.27,0.31,21,0.21,1,0
21,21,111,0,757,505,43,37,29,15,17,25,25,52,-0.381231671554252,-1.19592875318066,0.435967302452316,NaN,0.366666666666665,-1.07142857142857,0.43,0.46,0.29,0.15,0.17,0.25,0.25,0.52,18,0.18,1,0
28,27,111,0,714,485,36,52,40,17,30,54,25,44,0.64516129032258,0.330788804071247,0.435967302452316,NaN,1.8,0.357142857142862,0.36,0.65,0.40,0.17,0.30,0.54,0.25,0.44,57,0.57,3,1
21,21,100,0,760,515,48,32,46,3,9,54,7,12,-0.381231671554252,-1.19592875318066,-1.06267029972752,NaN,0.266666666666667,-1.78571428571429,0.48,0.40,0.46,0.03,0.09,0.54,0.07,0.12,15,0.15,0,0
17,23,110,0,760,497,33,33,25,9,13,8,1,30,-0.967741935483871,-0.687022900763359,0.299727520435968,NaN,0.266666666666667,-0.499999999999996,0.33,0.41,0.25,0.09,0.13,0.08,0.01,0.30,14,0.14,0,0
33,31,116,0,780,514,29,37,12,0,55,53,27,45,1.3782991202346,1.34860050890585,1.11716621253406,NaN,-0.4,-1.71428571428571,0.29,0.46,0.12,0.00,0.55,0.53,0.27,0.45,21,0.21,1,0
22,28,110,0,760,508,44,40,29,0,35,34,0,30,-0.234604105571848,0.585241730279898,0.299727520435968,NaN,0.266666666666667,-1.28571428571428,0.44,0.50,0.29,0.00,0.35,0.34,0.00,0.30,20,0.20,1,0
21,31,95,0,760,496,32,39,16,7,74,16,25,0,-0.381231671554252,1.34860050890585,-1.74386920980926,NaN,0.266666666666667,-0.428571428571426,0.32,0.49,0.16,0.07,0.74,0.16,0.25,0.00,38,0.38,2,0
27,21,108,0,749,515,28,31,54,0,0,10,22,15,0.498533724340176,-1.19592875318066,0.0272479564032701,NaN,0.633333333333332,-1.78571428571429,0.28,0.39,0.54,0.00,0.00,0.10,0.22,0.15,12,0.12,0,0
37,31,101,0,750,477,17,44,32,29,60,43,34,8,1.96480938416422,1.34860050890585,-0.926430517711171,NaN,0.599999999999999,0.928571428571434,0.17,0.55,0.32,0.29,0.60,0.43,0.34,0.08,59,0.59,3,1
25,29,115,0,768,504,35,39,24,15,46,0,0,35,0.205278592375366,0.83969465648855,0.980926430517712,NaN,0,-0.999999999999998,0.35,0.49,0.24,0.15,0.46,0.00,0.00,0.35,18,0.18,1,0
27,27,121,0,744,493,42,48,33,17,37,41,13,74,0.498533724340176,0.330788804071247,1.7983651226158,NaN,0.799999999999998,-0.21428571428571,0.42,0.60,0.33,0.17,0.37,0.41,0.13,0.74,48,0.48,2,1
20,27,99,0,751,483,41,42,38,37,21,4,30,0,-0.527859237536657,0.330788804071247,-1.19891008174387,NaN,0.566666666666666,0.500000000000002,0.41,0.53,0.38,0.37,0.21,0.04,0.30,0.00,22,0.22,1,0
29,32,119,0,697,466,62,75,74,67,53,33,33,48,0.791788856304985,1.6030534351145,1.52588555858311,NaN,2.36666666666667,1.71428571428572,0.62,0.94,0.74,0.67,0.53,0.33,0.33,0.48,76,0.76,4,1
21,23,94,0,748,478,32,42,43,42,31,30,0,0,-0.381231671554252,-0.687022900763359,-1.88010899182561,NaN,0.666666666666664,0.857142857142858,0.32,0.53,0.43,0.42,0.31,0.30,0.00,0.00,46,0.46,2,1
31,29,98,0,738,501,32,42,39,16,17,54,50,0,1.08504398826979,0.83969465648855,-1.33514986376022,NaN,0.999999999999999,-0.785714285714282,0.32,0.53,0.39,0.16,0.17,0.54,0.50,0.00,18,0.18,1,0
29,24,109,0,752,496,45,42,27,13,24,36,0,46,0.791788856304985,-0.432569974554707,0.163487738419619,NaN,0.533333333333334,-0.428571428571426,0.45,0.53,0.27,0.13,0.24,0.36,0.00,0.46,16,0.16,1,0
40,24,98,0,736,498,27,40,46,21,16,58,9,8,2.40469208211144,-0.432569974554707,-1.33514986376022,NaN,1.06666666666666,-0.571428571428572,0.27,0.50,0.46,0.21,0.16,0.58,0.09,0.08,10,0.10,0,0
21,21,103,0,820,500,36,21,0,18,6,0,15,6,-0.381231671554252,-1.19592875318066,-0.653950953678474,NaN,-1.73333333333333,-0.714285714285712,0.36,0.26,0.00,0.18,0.06,0.00,0.15,0.06,8,0.08,0,0
32,30,122,0,811,490,44,39,0,13,40,34,10,44,1.2316715542522,1.0941475826972,1.93460490463215,NaN,-1.43333333333333,0,0.44,0.49,0.00,0.13,0.40,0.34,0.10,0.44,17,0.17,1,0
33,24,119,0,763,474,19,42,44,49,0,0,13,63,1.3782991202346,-0.432569974554707,1.52588555858311,NaN,0.166666666666666,1.14285714285714,0.19,0.53,0.44,0.49,0.00,0.00,0.13,0.63,9,0.09,0,0
17,27,94,0,782,506,40,31,22,14,9,16,36,0,-0.967741935483871,0.330788804071247,-1.88010899182561,NaN,-0.466666666666669,-1.14285714285714,0.40,0.39,0.22,0.14,0.09,0.16,0.36,0.00,12,0.12,0,0
44,32,110,0,798,469,43,48,0,44,21,70,58,6,2.99120234604106,1.6030534351145,0.299727520435968,NaN,-1,1.5,0.43,0.60,0.00,0.44,0.21,0.70,0.58,0.06,23,0.23,1,0
30,21,112,0,772,515,22,23,11,0,0,32,13,24,0.93841642228739,-1.19592875318066,0.572207084468665,NaN,-0.133333333333333,-1.78571428571429,0.22,0.29,0.11,0.00,0.00,0.32,0.13,0.24,9,0.09,0,0
21,20,112,0,796,485,19,29,22,38,2,11,20,36,-0.381231671554252,-1.45038167938931,0.572207084468665,NaN,-0.933333333333334,0.357142857142862,0.19,0.36,0.22,0.38,0.02,0.11,0.20,0.36,9,0.09,0,0
21,30,95,0,789,485,11,31,9,17,60,23,46,0,-0.381231671554252,1.0941475826972,-1.74386920980926,NaN,-0.7,0.357142857142862,0.11,0.39,0.09,0.17,0.60,0.23,0.46,0.00,20,0.20,1,0
13,27,105,0,781,514,22,22,2,0,41,3,0,2,-1.55425219941349,0.330788804071247,-0.381471389645776,NaN,-0.433333333333333,-1.71428571428571,0.22,0.28,0.02,0.00,0.41,0.03,0.00,0.02,13,0.13,0,0
9,29,98,0,783,506,52,32,13,0,59,0,0,1,-2.14076246334311,0.83969465648855,-1.33514986376022,NaN,-0.500000000000001,-1.14285714285714,0.52,0.40,0.13,0.00,0.59,0.00,0.00,0.01,19,0.19,1,0
21,27,108,0,760,505,30,34,22,12,17,12,34,17,-0.381231671554252,0.330788804071247,0.0272479564032701,NaN,0.266666666666667,-1.07142857142857,0.30,0.43,0.22,0.12,0.17,0.12,0.34,0.17,15,0.15,0,0
35,27,119,0,780,487,49,42,4,2,22,11,16,29,1.67155425219941,0.330788804071247,1.52588555858311,NaN,-0.4,0.214285714285716,0.49,0.53,0.04,0.02,0.22,0.11,0.16,0.29,13,0.13,0,0
14,19,111,0,756,485,31,34,39,30,12,0,0,17,-1.40762463343109,-1.70483460559796,0.435967302452316,NaN,0.4,0.357142857142862,0.31,0.43,0.39,0.30,0.12,0.00,0.00,0.17,15,0.15,0,0
27,23,110,0,744,485,49,46,41,27,11,13,21,28,0.498533724340176,-0.687022900763359,0.299727520435968,NaN,0.799999999999998,0.357142857142862,0.49,0.58,0.41,0.27,0.11,0.13,0.21,0.28,42,0.42,2,1
18,26,101,0,729,509,56,42,50,0,9,16,10,0,-0.821114369501466,0.0763358778625956,-0.926430517711171,NaN,1.3,-1.35714285714285,0.56,0.53,0.50,0.00,0.09,0.16,0.10,0.00,15,0.15,0,0
26,24,111,0,820,515,53,26,0,0,12,12,20,17,0.351906158357771,-0.432569974554707,0.435967302452316,NaN,-1.73333333333333,-1.78571428571429,0.53,0.33,0.00,0.00,0.12,0.12,0.20,0.17,9,0.09,0,0
22,30,111,0,792,479,50,47,18,47,44,58,24,52,-0.234604105571848,1.0941475826972,0.435967302452316,NaN,-0.800000000000001,0.785714285714288,0.50,0.59,0.18,0.47,0.44,0.58,0.24,0.52,66,0.66,3,1
23,18,107,0,760,495,30,31,26,3,0,31,0,10,-0.087976539589443,-1.95928753180662,-0.108991825613079,NaN,0.266666666666667,-0.357142857142856,0.30,0.39,0.26,0.03,0.00,0.31,0.00,0.10,8,0.08,0,0
23,28,124,0,732,477,16,50,53,24,22,29,74,74,-0.087976539589443,0.585241730279898,2.20708446866485,NaN,1.2,0.928571428571434,0.16,0.63,0.53,0.24,0.22,0.29,0.74,0.74,67,0.67,3,1
21,28,106,0,809,481,21,32,0,43,21,49,37,27,-0.381231671554252,0.585241730279898,-0.245231607629427,NaN,-1.36666666666667,0.642857142857148,0.21,0.40,0.00,0.43,0.21,0.49,0.37,0.27,14,0.14,0,0
18,31,99,0,749,479,18,43,28,37,64,33,2,0,-0.821114369501466,1.34860050890585,-1.19891008174387,NaN,0.633333333333332,0.785714285714288,0.18,0.54,0.28,0.37,0.64,0.33,0.02,0.00,24,0.24,1,0
28,22,100,0,750,487,19,32,27,20,14,18,10,10,0.64516129032258,-0.94147582697201,-1.06267029972752,NaN,0.599999999999999,0.214285714285716,0.19,0.40,0.27,0.20,0.14,0.18,0.10,0.10,9,0.09,0,0
30,30,114,0,754,514,54,44,28,0,68,32,4,44,0.93841642228739,1.0941475826972,0.844686648501363,NaN,0.466666666666666,-1.71428571428571,0.54,0.55,0.28,0.00,0.68,0.32,0.04,0.44,41,0.41,2,1
21,19,111,0,790,499,44,29,9,16,9,15,0,44,-0.381231671554252,-1.70483460559796,0.435967302452316,NaN,-0.733333333333336,-0.642857142857142,0.44,0.36,0.09,0.16,0.09,0.15,0.00,0.44,12,0.12,0,0
23,28,107,0,717,494,44,49,33,4,35,9,4,2,-0.087976539589443,0.585241730279898,-0.108991825613079,NaN,1.7,-0.285714285714286,0.44,0.61,0.33,0.04,0.35,0.09,0.04,0.02,20,0.20,1,0
21,20,102,0,791,480,30,29,13,28,4,31,0,1,-0.381231671554252,-1.45038167938931,-0.790190735694823,NaN,-0.766666666666668,0.714285714285718,0.30,0.36,0.13,0.28,0.04,0.31,0.00,0.01,8,0.08,0,0
20,28,117,0,760,503,27,38,27,13,31,20,14,25,-0.527859237536657,0.585241730279898,1.25340599455041,NaN,0.266666666666667,-0.928571428571428,0.27,0.48,0.27,0.13,0.31,0.20,0.14,0.25,16,0.16,1,0
31,28,110,0,709,475,25,57,74,45,37,33,70,16,1.08504398826979,0.585241730279898,0.299727520435968,NaN,1.96666666666667,1.07142857142857,0.25,0.71,0.74,0.45,0.37,0.33,0.70,0.16,66,0.66,3,1
30,26,95,0,745,483,39,44,27,37,10,28,42,0,0.93841642228739,0.0763358778625956,-1.74386920980926,NaN,0.766666666666665,0.500000000000002,0.39,0.55,0.27,0.37,0.10,0.28,0.42,0.00,23,0.23,1,0
30,25,98,0,760,503,39,33,19,0,0,17,39,0,0.93841642228739,-0.178117048346056,-1.33514986376022,NaN,0.266666666666667,-0.928571428571428,0.39,0.41,0.19,0.00,0.00,0.17,0.39,0.00,6,0.06,0,0
28,29,106,0,769,477,41,44,10,55,23,0,54,23,0.64516129032258,0.83969465648855,-0.245231607629427,NaN,-0.0333333333333356,0.928571428571434,0.41,0.55,0.10,0.55,0.23,0.00,0.54,0.23,21,0.21,1,0
32,28,113,0,744,460,20,56,50,74,45,40,42,27,1.2316715542522,0.585241730279898,0.708446866485014,NaN,0.799999999999998,2.14285714285715,0.20,0.70,0.50,0.74,0.45,0.40,0.42,0.27,64,0.64,3,1
19,32,116,0,765,465,31,50,8,72,16,0,61,38,-0.674486803519062,1.6030534351145,1.11716621253406,NaN,0.0999999999999979,1.78571428571429,0.31,0.63,0.08,0.72,0.16,0.00,0.61,0.38,35,0.35,2,0
14,29,120,0,810,480,19,33,0,39,33,11,21,46,-1.40762463343109,0.83969465648855,1.66212534059946,NaN,-1.4,0.714285714285718,0.19,0.41,0.00,0.39,0.33,0.11,0.21,0.46,16,0.16,1,0
32,20,105,0,778,504,38,29,16,14,0,45,18,11,1.2316715542522,-1.45038167938931,-0.381471389645776,NaN,-0.333333333333335,-0.999999999999998,0.38,0.36,0.16,0.14,0.00,0.45,0.18,0.11,7,0.07,0,0
17,28,96,0,820,481,57,34,0,41,11,14,45,0,-0.967741935483871,0.585241730279898,-1.60762942779292,NaN,-1.73333333333333,0.642857142857148,0.57,0.43,0.00,0.41,0.11,0.14,0.45,0.00,15,0.15,0,0
10,27,94,0,760,485,51,39,13,12,32,5,46,0,-1.9941348973607,0.330788804071247,-1.88010899182561,NaN,0.266666666666667,0.357142857142862,0.51,0.49,0.13,0.12,0.32,0.05,0.46,0.00,18,0.18,1,0
27,22,101,0,809,512,12,17,33,5,0,61,40,29,0.498533724340176,-0.94147582697201,-0.926430517711171,NaN,-1.36666666666667,-1.57142857142857,0.12,0.21,0.33,0.05,0.00,0.61,0.40,0.29,7,0.07,0,0
28,28,106,0,803,481,37,35,0,27,34,5,51,13,0.64516129032258,0.585241730279898,-0.245231607629427,NaN,-1.16666666666667,0.642857142857148,0.37,0.44,0.00,0.27,0.34,0.05,0.51,0.13,18,0.18,1,0
27,28,112,0,760,485,24,41,22,3,47,25,40,17,0.498533724340176,0.585241730279898,0.572207084468665,NaN,0.266666666666667,0.357142857142862,0.24,0.51,0.22,0.03,0.47,0.25,0.40,0.17,31,0.31,2,0
27,27,98,0,758,497,25,33,21,6,25,22,5,0,0.498533724340176,0.330788804071247,-1.33514986376022,NaN,0.333333333333332,-0.499999999999996,0.25,0.41,0.21,0.06,0.25,0.22,0.05,0.00,14,0.14,0,0
21,24,100,0,820,509,60,26,0,11,15,21,12,0,-0.381231671554252,-0.432569974554707,-1.06267029972752,NaN,-1.73333333333333,-1.35714285714285,0.60,0.33,0.00,0.11,0.15,0.21,0.12,0.00,11,0.11,0,0
23,26,108,0,750,494,25,37,33,12,12,0,26,13,-0.087976539589443,0.0763358778625956,0.0272479564032701,NaN,0.599999999999999,-0.285714285714286,0.25,0.46,0.33,0.12,0.12,0.00,0.26,0.13,11,0.11,0,0
40,25,109,0,741,503,25,38,41,0,12,29,0,5,2.40469208211144,-0.178117048346056,0.163487738419619,NaN,0.899999999999999,-0.928571428571428,0.25,0.48,0.41,0.00,0.12,0.29,0.00,0.05,10,0.10,0,0
12,27,103,0,775,479,16,32,19,33,11,0,46,4,-1.70087976539589,0.330788804071247,-0.653950953678474,NaN,-0.233333333333334,0.785714285714288,0.16,0.40,0.19,0.33,0.11,0.00,0.46,0.04,10,0.10,0,0
30,26,96,0,749,478,36,44,36,39,12,37,21,0,0.93841642228739,0.0763358778625956,-1.60762942779292,NaN,0.633333333333332,0.857142857142858,0.36,0.55,0.36,0.39,0.12,0.37,0.21,0.00,25,0.25,1,0
24,28,106,0,774,487,27,38,20,19,14,47,64,24,0.0586510263929617,0.585241730279898,-0.245231607629427,NaN,-0.200000000000002,0.214285714285716,0.27,0.48,0.20,0.19,0.14,0.47,0.64,0.24,14,0.14,0,0
27,28,94,0,730,501,19,39,50,0,35,23,19,0,0.498533724340176,0.585241730279898,-1.88010899182561,NaN,1.26666666666667,-0.785714285714282,0.19,0.49,0.50,0.00,0.35,0.23,0.19,0.00,16,0.16,1,0
21,20,100,0,751,515,30,26,32,0,0,15,32,0,-0.381231671554252,-1.45038167938931,-1.06267029972752,NaN,0.566666666666666,-1.78571428571429,0.30,0.33,0.32,0.00,0.00,0.15,0.32,0.00,9,0.09,0,0
32,29,100,0,750,480,11,42,50,34,45,32,35,0,1.2316715542522,0.83969465648855,-1.06267029972752,NaN,0.599999999999999,0.714285714285718,0.11,0.53,0.50,0.34,0.45,0.32,0.35,0.00,45,0.45,2,1
30,25,95,0,773,490,43,35,20,21,15,38,6,0,0.93841642228739,-0.178117048346056,-1.74386920980926,NaN,-0.166666666666669,0,0.43,0.44,0.20,0.21,0.15,0.38,0.06,0.00,14,0.14,0,0
13,28,107,0,796,515,31,24,4,0,32,12,33,26,-1.55425219941349,0.585241730279898,-0.108991825613079,NaN,-0.933333333333334,-1.78571428571429,0.31,0.30,0.04,0.00,0.32,0.12,0.33,0.26,16,0.16,1,0
28,27,113,0,768,500,16,32,18,0,9,51,38,46,0.64516129032258,0.330788804071247,0.708446866485014,NaN,0,-0.714285714285712,0.16,0.40,0.18,0.00,0.09,0.51,0.38,0.46,11,0.11,0,0
14,21,100,0,755,492,45,33,30,27,0,4,26,6,-1.40762463343109,-1.19592875318066,-1.06267029972752,NaN,0.433333333333333,-0.14285714285714,0.45,0.41,0.30,0.27,0.00,0.04,0.26,0.06,12,0.12,0,0
21,29,115,0,760,515,52,42,24,0,43,18,21,38,-0.381231671554252,0.83969465648855,0.980926430517712,NaN,0.266666666666667,-1.78571428571429,0.52,0.53,0.24,0.00,0.43,0.18,0.21,0.38,36,0.36,2,0
33,32,117,0,741,476,46,61,36,61,71,68,67,44,1.3782991202346,1.6030534351145,1.25340599455041,NaN,0.899999999999999,1,0.46,0.76,0.36,0.61,0.71,0.68,0.67,0.44,59,0.59,3,1
30,25,124,0,760,485,36,41,0,9,14,0,0,35,0.93841642228739,-0.178117048346056,2.20708446866485,NaN,0.266666666666667,0.357142857142862,0.36,0.51,0.00,0.09,0.14,0.00,0.00,0.35,13,0.13,0,0
29,24,104,0,802,482,34,31,0,33,20,0,2,6,0.791788856304985,-0.432569974554707,-0.517711171662125,NaN,-1.13333333333333,0.571428571428572,0.34,0.39,0.00,0.33,0.20,0.00,0.02,0.06,11,0.11,0,0
32,30,118,0,804,472,46,47,0,53,22,39,41,55,1.2316715542522,1.0941475826972,1.38964577656676,NaN,-1.2,1.28571428571429,0.46,0.59,0.00,0.53,0.22,0.39,0.41,0.55,25,0.25,1,0
24,27,104,0,780,512,19,24,2,0,14,31,30,3,0.0586510263929617,0.330788804071247,-0.517711171662125,NaN,-0.4,-1.57142857142857,0.19,0.30,0.02,0.00,0.14,0.31,0.30,0.03,10,0.10,0,0
29,30,109,0,760,477,42,49,36,34,28,0,50,21,0.791788856304985,1.0941475826972,0.163487738419619,NaN,0.266666666666667,0.928571428571434,0.42,0.61,0.36,0.34,0.28,0.00,0.50,0.21,30,0.30,1,0
23,28,115,0,759,502,39,40,23,5,14,23,33,61,-0.087976539589443,0.585241730279898,0.980926430517712,NaN,0.3,-0.857142857142851,0.39,0.50,0.23,0.05,0.14,0.23,0.33,0.61,17,0.17,1,0
32,24,121,0,727,485,53,52,40,15,4,32,18,57,1.2316715542522,-0.432569974554707,1.7983651226158,NaN,1.36666666666667,0.357142857142862,0.53,0.65,0.40,0.15,0.04,0.32,0.18,0.57,18,0.18,1,0
37,21,95,0,754,508,34,31,27,1,7,47,19,0,1.96480938416422,-1.19592875318066,-1.74386920980926,NaN,0.466666666666666,-1.28571428571428,0.34,0.39,0.27,0.01,0.07,0.47,0.19,0.00,9,0.09,0,0
21,27,96,0,799,500,35,26,0,4,16,9,58,0,-0.381231671554252,0.330788804071247,-1.60762942779292,NaN,-1.03333333333333,-0.714285714285712,0.35,0.33,0.00,0.04,0.16,0.09,0.58,0.00,13,0.13,0,0
15,24,105,0,760,515,29,26,22,0,5,0,41,10,-1.26099706744868,-0.432569974554707,-0.381471389645776,NaN,0.266666666666667,-1.78571428571429,0.29,0.33,0.22,0.00,0.05,0.00,0.41,0.10,8,0.08,0,0
25,32,111,0,739,474,41,59,49,61,62,13,21,56,0.205278592375366,1.6030534351145,0.435967302452316,NaN,0.966666666666667,1.14285714285714,0.41,0.74,0.49,0.61,0.62,0.13,0.21,0.56,54,0.54,3,1
24,23,105,0,820,478,46,31,0,49,4,0,37,4,0.0586510263929617,-0.687022900763359,-0.381471389645776,NaN,-1.73333333333333,0.857142857142858,0.46,0.39,0.00,0.49,0.04,0.00,0.37,0.04,13,0.13,0,0
26,29,121,0,760,487,37,46,20,31,13,58,37,58,0.351906158357771,0.83969465648855,1.7983651226158,NaN,0.266666666666667,0.214285714285716,0.37,0.58,0.20,0.31,0.13,0.58,0.37,0.58,31,0.31,2,0
20,25,116,0,760,474,47,44,12,36,0,0,27,27,-0.527859237536657,-0.178117048346056,1.11716621253406,NaN,0.266666666666667,1.14285714285714,0.47,0.55,0.12,0.36,0.00,0.00,0.27,0.27,27,0.27,1,0
17,30,113,0,760,487,39,46,18,32,59,12,21,33,-0.967741935483871,1.0941475826972,0.708446866485014,NaN,0.266666666666667,0.214285714285716,0.39,0.58,0.18,0.32,0.59,0.12,0.21,0.33,34,0.34,2,0
21,23,97,0,756,497,49,35,32,11,20,3,2,0,-0.381231671554252,-0.687022900763359,-1.47138964577657,NaN,0.4,-0.499999999999996,0.49,0.44,0.32,0.11,0.20,0.03,0.02,0.00,15,0.15,0,0
33,29,112,0,803,482,47,41,2,33,25,37,9,55,1.3782991202346,0.83969465648855,0.572207084468665,NaN,-1.16666666666667,0.571428571428572,0.47,0.51,0.02,0.33,0.25,0.37,0.09,0.55,19,0.19,1,0
12,27,103,0,792,485,22,29,2,16,35,1,26,15,-1.70087976539589,0.330788804071247,-0.653950953678474,NaN,-0.800000000000001,0.357142857142862,0.22,0.36,0.02,0.16,0.35,0.01,0.26,0.15,15,0.15,0,0
24,27,116,0,801,473,20,37,5,64,14,23,37,43,0.0586510263929617,0.330788804071247,1.11716621253406,NaN,-1.1,1.21428571428571,0.20,0.46,0.05,0.64,0.14,0.23,0.37,0.43,13,0.13,0,0
15,23,115,0,784,491,45,34,20,19,10,0,0,45,-1.26099706744868,-0.687022900763359,0.980926430517712,NaN,-0.533333333333334,-0.0714285714285699,0.45,0.43,0.20,0.19,0.10,0.00,0.00,0.45,12,0.12,0,0
36,20,118,0,760,478,22,37,11,17,0,28,4,8,1.81818181818182,-1.45038167938931,1.38964577656676,NaN,0.266666666666667,0.857142857142858,0.22,0.46,0.11,0.17,0.00,0.28,0.04,0.08,6,0.06,0,0
13,20,119,0,756,490,41,39,36,10,4,3,3,65,-1.55425219941349,-1.45038167938931,1.52588555858311,NaN,0.4,0,0.41,0.49,0.36,0.10,0.04,0.03,0.03,0.65,14,0.14,0,0
21,27,112,0,781,484,21,33,0,24,20,8,33,14,-0.381231671554252,0.330788804071247,0.572207084468665,NaN,-0.433333333333333,0.428571428571432,0.21,0.41,0.00,0.24,0.20,0.08,0.33,0.14,15,0.15,0,0
22,27,111,0,803,500,37,31,5,14,33,14,0,23,-0.234604105571848,0.330788804071247,0.435967302452316,NaN,-1.16666666666667,-0.714285714285712,0.37,0.39,0.05,0.14,0.33,0.14,0.00,0.23,17,0.17,1,0
