Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Avoid_Drops,Get_Downfield,Route_Running,Third_Down_Receiving,Big_Play_Receiving,Courage,Adjust_to_Ball,Endurance,Special_Teams,Long_Snapping,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,Avoid_DropsZ,Get_DownfieldZ,Route_RunningZ,Third_Down_ReceivingZ,Big_Play_ReceivingZ,CourageZ,Adjust_to_BallZ,EnduranceZ,Special_TeamsZ,Long_SnappingZ,PeakCur,PeakCurZ,Ability,Draftable
30,17,111,12,800,491,38,36,40,26,0,0,9,34,43,1,13,0,14,50,0,0.983847283406755,-0.829383886255924,1.19581464872945,-1.5180265654649,-0.139664804469273,-0.721649484536085,0.38,0.45,0.40,0.26,0.00,0.00,0.09,0.34,0.43,0.01,0.13,0.00,0.14,0.50,0.00,11,0.11,0,0
38,35,102,38,755,467,28,50,11,35,66,36,51,31,26,40,68,23,26,0,0,2.15859030837004,3.43601895734597,-0.149476831091181,0.94876660341556,1.11731843575419,1.75257731958763,0.28,0.63,0.11,0.35,0.66,0.36,0.51,0.31,0.26,0.40,0.68,0.23,0.26,0.00,0.00,31,0.31,2,0
27,22,103,37,808,480,56,42,20,25,9,26,0,18,0,12,68,25,0,3,0,0.543318649045521,0.355450236966825,0,0.853889943074004,-0.363128491620111,0.412371134020619,0.56,0.53,0.20,0.25,0.09,0.26,0.00,0.18,0.00,0.12,0.68,0.25,0.00,0.03,0.00,19,0.19,1,0
13,15,95,9,844,500,54,18,0,0,0,0,0,0,0,0,0,0,0,0,23,-1.51248164464024,-1.30331753554502,-1.19581464872945,-1.80265654648956,-1.36871508379888,-1.64948453608248,0.54,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,9,0.09,0,0
13,22,101,15,763,490,39,31,0,0,21,13,49,53,43,0,64,0,23,7,0,-1.51248164464024,0.355450236966825,-0.298953662182362,-1.23339658444023,0.893854748603353,-0.618556701030933,0.39,0.39,0.00,0.00,0.21,0.13,0.49,0.53,0.43,0.00,0.64,0.00,0.23,0.07,0.00,12,0.12,0,0
31,21,118,40,778,482,24,46,34,25,11,12,1,47,43,10,61,33,24,28,0,1.13069016152717,0.118483412322275,2.24215246636771,1.13851992409867,0.474860335195531,0.206185567010305,0.24,0.58,0.34,0.25,0.11,0.12,0.01,0.47,0.43,0.10,0.61,0.33,0.24,0.28,0.00,38,0.38,2,0
21,22,102,25,775,474,43,40,0,0,23,0,25,50,56,13,23,0,0,54,0,-0.337738619676946,0.355450236966825,-0.149476831091181,-0.284629981024668,0.558659217877095,1.03092783505154,0.43,0.50,0.00,0.00,0.23,0.00,0.25,0.50,0.56,0.13,0.23,0.00,0.00,0.54,0.00,15,0.15,0,0
12,24,104,21,787,478,34,31,0,0,42,0,11,0,31,22,24,9,12,29,0,-1.65932452276065,0.829383886255924,0.149476831091181,-0.664136622390892,0.223463687150838,0.618556701030924,0.34,0.39,0.00,0.00,0.42,0.00,0.11,0.00,0.31,0.22,0.24,0.09,0.12,0.29,0.00,17,0.17,1,0
14,17,94,22,775,478,46,32,66,20,15,7,47,33,0,21,64,26,33,65,0,-1.36563876651982,-0.829383886255924,-1.34529147982063,-0.569259962049336,0.558659217877095,0.618556701030924,0.46,0.40,0.66,0.20,0.15,0.07,0.47,0.33,0.00,0.21,0.64,0.26,0.33,0.65,0.00,29,0.29,1,0
27,21,100,28,808,495,42,33,5,18,11,56,0,13,0,0,0,0,42,23,0,0.543318649045521,0.118483412322275,-0.448430493273543,0,-0.363128491620111,-1.1340206185567,0.42,0.41,0.05,0.18,0.11,0.56,0.00,0.13,0.00,0.00,0.00,0.00,0.42,0.23,0.00,10,0.10,0,0
24,15,96,8,816,495,37,26,67,20,0,14,25,59,46,5,40,6,40,34,0,0.102790014684288,-1.30331753554502,-1.04633781763827,-1.89753320683112,-0.58659217877095,-1.1340206185567,0.37,0.33,0.67,0.20,0.00,0.14,0.25,0.59,0.46,0.05,0.40,0.06,0.40,0.34,0.00,19,0.19,1,0
21,18,99,35,775,478,31,33,3,8,12,16,12,12,29,21,6,41,0,1,0,-0.337738619676946,-0.592417061611374,-0.597907324364723,0.664136622390892,0.558659217877095,0.618556701030924,0.31,0.41,0.03,0.08,0.12,0.16,0.12,0.12,0.29,0.21,0.06,0.41,0.00,0.01,0.00,15,0.15,0,0
21,15,104,10,850,478,34,27,14,29,0,0,0,0,16,42,63,0,0,27,0,-0.337738619676946,-1.30331753554502,0.149476831091181,-1.70777988614801,-1.53631284916201,0.618556701030924,0.34,0.34,0.14,0.29,0.00,0.00,0.00,0.00,0.16,0.42,0.63,0.00,0.00,0.27,0.00,12,0.12,0,0
21,16,112,34,747,478,45,41,0,1,0,13,0,0,43,2,0,0,30,2,0,-0.337738619676946,-1.06635071090047,1.34529147982063,0.569259962049336,1.34078212290503,0.618556701030924,0.45,0.51,0.00,0.01,0.00,0.13,0.00,0.00,0.43,0.02,0.00,0.00,0.30,0.02,0.00,15,0.15,0,0
33,20,109,40,738,478,37,47,11,4,0,0,45,44,29,8,2,44,4,39,0,1.42437591776799,-0.118483412322275,0.896860986547085,1.13851992409867,1.59217877094972,0.618556701030924,0.37,0.59,0.11,0.04,0.00,0.00,0.45,0.44,0.29,0.08,0.02,0.44,0.04,0.39,0.00,24,0.24,1,0
34,30,113,45,820,479,48,53,6,11,53,33,0,21,28,20,6,21,54,1,0,1.5712187958884,2.25118483412322,1.49476831091181,1.61290322580645,-0.698324022346366,0.515463917525771,0.48,0.66,0.06,0.11,0.53,0.33,0.00,0.21,0.28,0.20,0.06,0.21,0.54,0.01,0.00,40,0.40,2,1
26,20,112,39,830,484,16,39,42,17,16,14,0,39,40,19,55,42,59,12,0,0.39647577092511,-0.118483412322275,1.34529147982063,1.04364326375712,-0.977653631284918,0,0.16,0.49,0.42,0.17,0.16,0.14,0.00,0.39,0.40,0.19,0.55,0.42,0.59,0.12,0.00,43,0.43,2,1
21,23,101,26,832,491,19,28,49,18,26,14,0,49,0,9,14,0,20,11,0,-0.337738619676946,0.592417061611374,-0.298953662182362,-0.189753320683112,-1.03351955307263,-0.721649484536085,0.19,0.35,0.49,0.18,0.26,0.14,0.00,0.49,0.00,0.09,0.14,0.00,0.20,0.11,0.00,11,0.11,0,0
18,15,91,8,840,497,38,16,0,0,0,0,0,0,0,0,0,0,0,0,22,-0.778267254038179,-1.30331753554502,-1.79372197309417,-1.89753320683112,-1.25698324022346,-1.34020618556701,0.38,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,8,0.08,0,0
21,20,101,23,771,478,15,28,0,7,4,23,28,0,37,9,34,0,9,52,0,-0.337738619676946,-0.118483412322275,-0.298953662182362,-0.47438330170778,0.670391061452515,0.618556701030924,0.15,0.35,0.00,0.07,0.04,0.23,0.28,0.00,0.37,0.09,0.34,0.00,0.09,0.52,0.00,12,0.12,0,0
30,23,106,38,771,476,38,46,68,10,29,57,28,0,68,24,10,43,28,0,0,0.983847283406755,0.592417061611374,0.448430493273543,0.94876660341556,0.670391061452515,0.824742268041238,0.38,0.58,0.68,0.10,0.29,0.57,0.28,0.00,0.68,0.24,0.10,0.43,0.28,0.00,0.00,24,0.24,1,0
21,16,106,24,847,490,31,27,40,32,0,28,0,0,0,5,40,0,2,16,0,-0.337738619676946,-1.06635071090047,0.448430493273543,-0.379506641366224,-1.45251396648045,-0.618556701030933,0.31,0.34,0.40,0.32,0.00,0.28,0.00,0.00,0.00,0.05,0.40,0.00,0.02,0.16,0.00,12,0.12,0,0
18,20,98,15,799,487,39,27,0,21,15,3,18,30,0,11,0,0,13,0,0,-0.778267254038179,-0.118483412322275,-0.747384155455904,-1.23339658444023,-0.111731843575419,-0.309278350515466,0.39,0.34,0.00,0.21,0.15,0.03,0.18,0.30,0.00,0.11,0.00,0.00,0.13,0.00,0.00,16,0.16,1,0
21,17,99,19,803,478,25,25,10,8,3,0,14,10,0,31,0,0,0,0,0,-0.337738619676946,-0.829383886255924,-0.597907324364723,-0.853889943074004,-0.223463687150836,0.618556701030924,0.25,0.31,0.10,0.08,0.03,0.00,0.14,0.10,0.00,0.31,0.00,0.00,0.00,0.00,0.00,12,0.12,0,0
27,20,107,41,829,475,39,46,60,46,12,49,12,68,17,39,6,34,4,62,0,0.543318649045521,-0.118483412322275,0.597907324364723,1.23339658444023,-0.949720670391059,0.92783505154639,0.39,0.58,0.60,0.46,0.12,0.49,0.12,0.68,0.17,0.39,0.06,0.34,0.04,0.62,0.00,45,0.45,2,1
34,27,124,54,755,464,40,68,68,68,57,68,40,68,67,52,68,68,61,40,0,1.5712187958884,1.54028436018957,3.1390134529148,2.46679316888046,1.11731843575419,2.06185567010309,0.40,0.85,0.68,0.68,0.57,0.68,0.40,0.68,0.67,0.52,0.68,0.68,0.61,0.40,0.00,81,0.81,4,1
26,26,113,34,775,471,40,50,19,45,39,15,43,24,68,39,8,39,8,56,0,0.39647577092511,1.30331753554502,1.49476831091181,0.569259962049336,0.558659217877095,1.34020618556701,0.40,0.63,0.19,0.45,0.39,0.15,0.43,0.24,0.68,0.39,0.08,0.39,0.08,0.56,0.00,39,0.39,2,0
17,18,105,35,749,470,36,40,9,52,3,16,68,14,30,29,51,43,22,26,0,-0.925110132158591,-0.592417061611374,0.298953662182362,0.664136622390892,1.28491620111732,1.44329896907216,0.36,0.50,0.09,0.52,0.03,0.16,0.68,0.14,0.30,0.29,0.51,0.43,0.22,0.26,0.00,42,0.42,2,1
26,15,100,19,758,493,38,27,0,0,0,0,17,0,10,0,5,22,3,0,0,0.39647577092511,-1.30331753554502,-0.448430493273543,-0.853889943074004,1.03351955307263,-0.92783505154639,0.38,0.34,0.00,0.00,0.00,0.00,0.17,0.00,0.10,0.00,0.05,0.22,0.03,0.00,0.00,12,0.12,0,0
37,28,105,21,775,466,29,43,46,4,22,0,51,17,9,34,67,33,3,31,0,2.01174743024963,1.77725118483412,0.298953662182362,-0.664136622390892,0.558659217877095,1.85567010309278,0.29,0.54,0.46,0.04,0.22,0.00,0.51,0.17,0.09,0.34,0.67,0.33,0.03,0.31,0.00,20,0.20,1,0
14,24,104,35,850,478,41,38,41,14,37,26,0,5,37,51,56,51,40,26,0,-1.36563876651982,0.829383886255924,0.149476831091181,0.664136622390892,-1.53631284916201,0.618556701030924,0.41,0.48,0.41,0.14,0.37,0.26,0.00,0.05,0.37,0.51,0.56,0.51,0.40,0.26,0.00,48,0.48,2,1
24,15,107,30,775,490,21,29,46,10,0,0,45,0,0,0,8,31,0,15,0,0.102790014684288,-1.30331753554502,0.597907324364723,0.189753320683112,0.558659217877095,-0.618556701030933,0.21,0.36,0.46,0.10,0.00,0.00,0.45,0.00,0.00,0.00,0.08,0.31,0.00,0.15,0.00,8,0.08,0,0
19,17,105,40,846,488,31,33,44,68,0,44,0,23,68,0,36,49,18,68,0,-0.631424375917768,-0.829383886255924,0.298953662182362,1.13851992409867,-1.42458100558659,-0.412371134020619,0.31,0.41,0.44,0.68,0.00,0.44,0.00,0.23,0.68,0.00,0.36,0.49,0.18,0.68,0.00,19,0.19,1,0
20,21,102,33,837,500,40,31,46,0,17,10,0,35,19,0,34,28,5,0,0,-0.484581497797357,0.118483412322275,-0.149476831091181,0.47438330170778,-1.1731843575419,-1.64948453608248,0.40,0.39,0.46,0.00,0.17,0.10,0.00,0.35,0.19,0.00,0.34,0.28,0.05,0.00,0.00,15,0.15,0,0
27,19,96,13,747,470,32,32,6,8,0,0,36,16,1,30,0,2,27,60,0,0.543318649045521,-0.355450236966825,-1.04633781763827,-1.42314990512334,1.34078212290503,1.44329896907216,0.32,0.40,0.06,0.08,0.00,0.00,0.36,0.16,0.01,0.30,0.00,0.02,0.27,0.60,0.00,12,0.12,0,0
10,22,97,33,820,490,46,29,23,10,34,56,54,0,68,13,29,49,34,68,0,-1.95301027900147,0.355450236966825,-0.896860986547085,0.47438330170778,-0.698324022346366,-0.618556701030933,0.46,0.36,0.23,0.10,0.34,0.56,0.54,0.00,0.68,0.13,0.29,0.49,0.34,0.68,0.00,18,0.18,1,0
29,23,101,11,832,494,41,32,19,15,32,0,0,32,23,4,47,0,0,47,0,0.837004405286344,0.592417061611374,-0.298953662182362,-1.61290322580645,-1.03351955307263,-1.03092783505155,0.41,0.40,0.19,0.15,0.32,0.00,0.00,0.32,0.23,0.04,0.47,0.00,0.00,0.47,0.00,13,0.13,0,0
23,22,96,36,823,496,27,26,0,0,31,13,0,8,8,0,12,46,17,0,0,-0.0440528634361235,0.355450236966825,-1.04633781763827,0.759013282732448,-0.782122905027934,-1.23711340206186,0.27,0.33,0.00,0.00,0.31,0.13,0.00,0.08,0.08,0.00,0.12,0.46,0.17,0.00,0.00,11,0.11,0,0
25,19,101,30,843,488,50,33,47,0,14,0,0,16,6,20,0,66,12,61,0,0.249632892804699,-0.355450236966825,-0.298953662182362,0.189753320683112,-1.34078212290503,-0.412371134020619,0.50,0.41,0.47,0.00,0.14,0.00,0.00,0.16,0.06,0.20,0.00,0.66,0.12,0.61,0.00,11,0.11,0,0
21,20,105,35,763,475,39,41,9,4,0,63,58,24,29,9,0,29,31,22,0,-0.337738619676946,-0.118483412322275,0.298953662182362,0.664136622390892,0.893854748603353,0.92783505154639,0.39,0.51,0.09,0.04,0.00,0.63,0.58,0.24,0.29,0.09,0.00,0.29,0.31,0.22,0.00,14,0.14,0,0
24,22,108,29,757,489,59,44,10,0,27,0,1,0,24,0,1,2,0,0,0,0.102790014684288,0.355450236966825,0.747384155455904,0.094876660341556,1.06145251396648,-0.515463917525771,0.59,0.55,0.10,0.00,0.27,0.00,0.01,0.00,0.24,0.00,0.01,0.02,0.00,0.00,0.00,14,0.14,0,0
16,18,100,18,775,485,55,35,21,0,14,32,67,57,40,18,0,31,6,7,0,-1.071953010279,-0.592417061611374,-0.448430493273543,-0.94876660341556,0.558659217877095,-0.103092783505152,0.55,0.44,0.21,0.00,0.14,0.32,0.67,0.57,0.40,0.18,0.00,0.31,0.06,0.07,0.00,17,0.17,1,0
18,25,100,15,752,483,32,33,0,51,40,0,22,51,4,0,23,23,65,3,0,-0.778267254038179,1.06635071090047,-0.448430493273543,-1.23339658444023,1.20111731843576,0.103092783505152,0.32,0.41,0.00,0.51,0.40,0.00,0.22,0.51,0.04,0.00,0.23,0.23,0.65,0.03,0.00,15,0.15,0,0
29,17,103,13,783,480,37,34,19,47,0,9,26,17,67,21,0,1,0,67,0,0.837004405286344,-0.829383886255924,0,-1.42314990512334,0.335195530726257,0.412371134020619,0.37,0.43,0.19,0.47,0.00,0.09,0.26,0.17,0.67,0.21,0.00,0.01,0.00,0.67,0.00,10,0.10,0,0
29,15,96,36,850,491,45,27,0,0,0,30,0,29,0,11,22,40,11,16,0,0.837004405286344,-1.30331753554502,-1.04633781763827,0.759013282732448,-1.53631284916201,-0.721649484536085,0.45,0.34,0.00,0.00,0.00,0.30,0.00,0.29,0.00,0.11,0.22,0.40,0.11,0.16,0.00,10,0.10,0,0
26,15,94,15,775,489,38,25,0,15,1,0,0,10,0,0,11,0,1,0,0,0.39647577092511,-1.30331753554502,-1.34529147982063,-1.23339658444023,0.558659217877095,-0.515463917525771,0.38,0.31,0.00,0.15,0.01,0.00,0.00,0.10,0.00,0.00,0.11,0.00,0.01,0.00,0.00,7,0.07,0,0
29,20,101,35,820,478,27,33,29,63,1,25,5,0,0,24,0,52,39,0,0,0.837004405286344,-0.118483412322275,-0.298953662182362,0.664136622390892,-0.698324022346366,0.618556701030924,0.27,0.41,0.29,0.63,0.01,0.25,0.05,0.00,0.00,0.24,0.00,0.52,0.39,0.00,0.00,10,0.10,0,0
16,16,105,22,775,496,20,24,33,0,3,0,14,0,11,0,2,2,49,27,0,-1.071953010279,-1.06635071090047,0.298953662182362,-0.569259962049336,0.558659217877095,-1.23711340206186,0.20,0.30,0.33,0.00,0.03,0.00,0.14,0.00,0.11,0.00,0.02,0.02,0.49,0.27,0.00,8,0.08,0,0
26,23,99,34,847,481,25,29,0,0,34,9,0,0,0,21,15,0,0,0,0,0.39647577092511,0.592417061611374,-0.597907324364723,0.569259962049336,-1.45251396648045,0.309278350515466,0.25,0.36,0.00,0.00,0.34,0.09,0.00,0.00,0.00,0.21,0.15,0.00,0.00,0.00,0.00,14,0.14,0,0
21,17,106,21,846,497,36,27,33,0,9,21,0,12,40,0,4,0,31,2,0,-0.337738619676946,-0.829383886255924,0.448430493273543,-0.664136622390892,-1.42458100558659,-1.34020618556701,0.36,0.34,0.33,0.00,0.09,0.21,0.00,0.12,0.40,0.00,0.04,0.00,0.31,0.02,0.00,12,0.12,0,0
21,15,95,10,847,500,56,23,0,0,0,0,0,0,0,0,0,0,0,0,67,-0.337738619676946,-1.30331753554502,-1.19581464872945,-1.70777988614801,-1.45251396648045,-1.64948453608248,0.56,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,22,0.22,1,0
30,27,102,26,812,485,47,41,18,4,57,0,0,38,5,15,0,10,41,0,0,0.983847283406755,1.54028436018957,-0.149476831091181,-0.189753320683112,-0.474860335195528,-0.103092783505152,0.47,0.51,0.18,0.04,0.57,0.00,0.00,0.38,0.05,0.15,0.00,0.10,0.41,0.00,0.00,20,0.20,1,0
27,18,105,33,850,500,32,28,2,31,1,8,0,10,0,0,8,26,18,5,0,0.543318649045521,-0.592417061611374,0.298953662182362,0.47438330170778,-1.53631284916201,-1.64948453608248,0.32,0.35,0.02,0.31,0.01,0.08,0.00,0.10,0.00,0.00,0.08,0.26,0.18,0.05,0.00,10,0.10,0,0
21,22,114,15,775,481,34,41,39,29,23,0,48,24,67,12,3,0,26,15,0,-0.337738619676946,0.355450236966825,1.64424514200299,-1.23339658444023,0.558659217877095,0.309278350515466,0.34,0.51,0.39,0.29,0.23,0.00,0.48,0.24,0.67,0.12,0.03,0.00,0.26,0.15,0.00,18,0.18,1,0
18,17,104,39,783,470,39,39,65,0,2,13,7,52,64,41,3,51,6,67,0,-0.778267254038179,-0.829383886255924,0.149476831091181,1.04364326375712,0.335195530726257,1.44329896907216,0.39,0.49,0.65,0.00,0.02,0.13,0.07,0.52,0.64,0.41,0.03,0.51,0.06,0.67,0.00,15,0.15,0,0
11,15,96,9,850,500,37,24,0,0,0,0,0,0,0,0,0,0,0,0,7,-1.80616740088106,-1.30331753554502,-1.04633781763827,-1.80265654648956,-1.53631284916201,-1.64948453608248,0.37,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,3,0.03,0,0
33,15,100,31,767,482,25,32,0,0,0,35,46,22,30,0,35,5,0,0,0,1.42437591776799,-1.30331753554502,-0.448430493273543,0.284629981024668,0.782122905027934,0.206185567010305,0.25,0.40,0.00,0.00,0.00,0.35,0.46,0.22,0.30,0.00,0.35,0.05,0.00,0.00,0.00,10,0.10,0,0
26,15,102,35,850,488,35,31,31,9,0,47,0,54,0,15,0,8,0,9,0,0.39647577092511,-1.30331753554502,-0.149476831091181,0.664136622390892,-1.53631284916201,-0.412371134020619,0.35,0.39,0.31,0.09,0.00,0.47,0.00,0.54,0.00,0.15,0.00,0.08,0.00,0.09,0.00,15,0.15,0,0
26,21,99,19,757,482,39,34,67,0,9,0,57,0,0,1,6,47,9,67,0,0.39647577092511,0.118483412322275,-0.597907324364723,-0.853889943074004,1.06145251396648,0.206185567010305,0.39,0.43,0.67,0.00,0.09,0.00,0.57,0.00,0.00,0.01,0.06,0.47,0.09,0.67,0.00,10,0.10,0,0
29,24,98,29,758,467,41,40,0,6,28,0,12,13,0,16,0,1,1,0,0,0.837004405286344,0.829383886255924,-0.747384155455904,0.094876660341556,1.03351955307263,1.75257731958763,0.41,0.50,0.00,0.06,0.28,0.00,0.12,0.13,0.00,0.16,0.00,0.01,0.01,0.00,0.00,17,0.17,1,0
21,20,91,27,775,492,10,24,0,15,2,0,33,13,0,0,0,19,0,0,0,-0.337738619676946,-0.118483412322275,-1.79372197309417,-0.094876660341556,0.558659217877095,-0.824742268041238,0.10,0.30,0.00,0.15,0.02,0.00,0.33,0.13,0.00,0.00,0.00,0.19,0.00,0.00,0.00,8,0.08,0,0
25,20,110,43,764,489,13,41,56,34,14,60,24,47,67,0,48,64,34,64,0,0.249632892804699,-0.118483412322275,1.04633781763827,1.42314990512334,0.865921787709499,-0.515463917525771,0.13,0.51,0.56,0.34,0.14,0.60,0.24,0.47,0.67,0.00,0.48,0.64,0.34,0.64,0.00,36,0.36,2,0
21,26,100,37,793,477,24,34,6,0,51,0,18,0,19,33,0,33,15,0,0,-0.337738619676946,1.30331753554502,-0.448430493273543,0.853889943074004,0.0558659217877108,0.721649484536085,0.24,0.43,0.06,0.00,0.51,0.00,0.18,0.00,0.19,0.33,0.00,0.33,0.15,0.00,0.00,18,0.18,1,0
25,16,102,34,799,480,26,33,62,5,0,23,6,0,0,17,67,43,45,0,0,0.249632892804699,-1.06635071090047,-0.149476831091181,0.569259962049336,-0.111731843575419,0.412371134020619,0.26,0.41,0.62,0.05,0.00,0.23,0.06,0.00,0.00,0.17,0.67,0.43,0.45,0.00,0.00,11,0.11,0,0
19,21,104,40,810,478,55,42,6,2,6,35,49,49,51,23,63,43,2,0,0,-0.631424375917768,0.118483412322275,0.149476831091181,1.13851992409867,-0.41899441340782,0.618556701030924,0.55,0.53,0.06,0.02,0.06,0.35,0.49,0.49,0.51,0.23,0.63,0.43,0.02,0.00,0.00,18,0.18,1,0
28,15,119,36,790,481,29,42,41,0,0,54,9,21,50,20,67,34,58,56,0,0.690161527165932,-1.30331753554502,2.39162929745889,0.759013282732448,0.139664804469273,0.309278350515466,0.29,0.53,0.41,0.00,0.00,0.54,0.09,0.21,0.50,0.20,0.67,0.34,0.58,0.56,0.00,42,0.42,2,1
27,22,101,40,762,475,38,43,1,47,23,67,27,29,58,33,31,19,67,11,0,0.543318649045521,0.355450236966825,-0.298953662182362,1.13851992409867,0.921787709497207,0.92783505154639,0.38,0.54,0.01,0.47,0.23,0.67,0.27,0.29,0.58,0.33,0.31,0.19,0.67,0.11,0.00,35,0.35,2,0
33,16,104,34,756,486,28,38,11,25,0,55,61,30,6,0,67,49,44,3,0,1.42437591776799,-1.06635071090047,0.149476831091181,0.569259962049336,1.08938547486034,-0.206185567010314,0.28,0.48,0.11,0.25,0.00,0.55,0.61,0.30,0.06,0.00,0.67,0.49,0.44,0.03,0.00,13,0.13,0,0
18,27,104,32,754,478,33,41,0,43,61,23,60,4,22,4,67,0,7,51,0,-0.778267254038179,1.54028436018957,0.149476831091181,0.379506641366224,1.14525139664805,0.618556701030924,0.33,0.51,0.00,0.43,0.61,0.23,0.60,0.04,0.22,0.04,0.67,0.00,0.07,0.51,0.00,39,0.39,2,0
21,19,109,24,809,478,45,39,29,6,2,0,0,10,6,42,28,9,18,0,0,-0.337738619676946,-0.355450236966825,0.896860986547085,-0.379506641366224,-0.391061452513966,0.618556701030924,0.45,0.49,0.29,0.06,0.02,0.00,0.00,0.10,0.06,0.42,0.28,0.09,0.18,0.00,0.00,17,0.17,1,0
30,19,106,32,810,480,32,34,0,2,1,4,0,6,0,25,0,14,0,0,0,0.983847283406755,-0.355450236966825,0.448430493273543,0.379506641366224,-0.41899441340782,0.412371134020619,0.32,0.43,0.00,0.02,0.01,0.04,0.00,0.06,0.00,0.25,0.00,0.14,0.00,0.00,0.00,11,0.11,0,0
21,16,106,9,850,478,26,25,0,10,0,0,0,5,0,33,0,0,5,0,0,-0.337738619676946,-1.06635071090047,0.448430493273543,-1.80265654648956,-1.53631284916201,0.618556701030924,0.26,0.31,0.00,0.10,0.00,0.00,0.00,0.05,0.00,0.33,0.00,0.00,0.05,0.00,0.00,11,0.11,0,0
17,20,103,41,783,481,52,42,49,54,5,36,67,21,7,10,27,50,64,11,0,-0.925110132158591,-0.118483412322275,0,1.23339658444023,0.335195530726257,0.309278350515466,0.52,0.53,0.49,0.54,0.05,0.36,0.67,0.21,0.07,0.10,0.27,0.50,0.64,0.11,0.00,24,0.24,1,0
19,23,98,35,809,488,29,29,0,41,21,26,10,0,0,16,0,46,29,4,0,-0.631424375917768,0.592417061611374,-0.747384155455904,0.664136622390892,-0.391061452513966,-0.412371134020619,0.29,0.36,0.00,0.41,0.21,0.26,0.10,0.00,0.00,0.16,0.00,0.46,0.29,0.04,0.00,11,0.11,0,0
16,15,104,37,778,495,35,32,25,0,0,51,35,19,60,0,12,25,55,3,0,-1.071953010279,-1.30331753554502,0.149476831091181,0.853889943074004,0.474860335195531,-1.1340206185567,0.35,0.40,0.25,0.00,0.00,0.51,0.35,0.19,0.60,0.00,0.12,0.25,0.55,0.03,0.00,12,0.12,0,0
25,24,109,41,790,478,39,49,47,63,34,54,0,67,40,29,19,24,0,0,0,0.249632892804699,0.829383886255924,0.896860986547085,1.23339658444023,0.139664804469273,0.618556701030924,0.39,0.61,0.47,0.63,0.34,0.54,0.00,0.67,0.40,0.29,0.19,0.24,0.00,0.00,0.00,43,0.43,2,1
22,24,102,21,832,489,52,35,8,0,34,0,0,15,8,15,57,8,12,20,0,-0.190895741556535,0.829383886255924,-0.149476831091181,-0.664136622390892,-1.03351955307263,-0.515463917525771,0.52,0.44,0.08,0.00,0.34,0.00,0.00,0.15,0.08,0.15,0.57,0.08,0.12,0.20,0.00,16,0.16,1,0
21,27,98,38,775,478,45,41,26,1,40,67,67,29,1,15,47,48,18,23,0,-0.337738619676946,1.54028436018957,-0.747384155455904,0.94876660341556,0.558659217877095,0.618556701030924,0.45,0.51,0.26,0.01,0.40,0.67,0.67,0.29,0.01,0.15,0.47,0.48,0.18,0.23,0.00,23,0.23,1,0
11,15,93,8,844,500,26,10,0,0,0,0,0,0,0,0,0,0,0,0,14,-1.80616740088106,-1.30331753554502,-1.49476831091181,-1.89753320683112,-1.36871508379888,-1.64948453608248,0.26,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,7,0.07,0,0
18,16,106,11,774,495,67,36,17,0,0,3,46,38,3,0,16,0,33,12,0,-0.778267254038179,-1.06635071090047,0.448430493273543,-1.61290322580645,0.58659217877095,-1.1340206185567,0.67,0.45,0.17,0.00,0.00,0.03,0.46,0.38,0.03,0.00,0.16,0.00,0.33,0.12,0.00,17,0.17,1,0
36,22,98,28,744,481,46,41,0,2,9,3,37,33,9,0,34,6,33,59,0,1.86490455212922,0.355450236966825,-0.747384155455904,0,1.42458100558659,0.309278350515466,0.46,0.51,0.00,0.02,0.09,0.03,0.37,0.33,0.09,0.00,0.34,0.06,0.33,0.59,0.00,15,0.15,0,0
27,27,114,30,808,480,60,50,33,0,15,0,0,18,42,2,52,33,0,7,0,0.543318649045521,1.54028436018957,1.64424514200299,0.189753320683112,-0.363128491620111,0.412371134020619,0.60,0.63,0.33,0.00,0.15,0.00,0.00,0.18,0.42,0.02,0.52,0.33,0.00,0.07,0.00,33,0.33,2,0
13,15,98,34,806,478,26,25,30,0,5,57,14,44,8,19,13,35,0,46,0,-1.51248164464024,-1.30331753554502,-0.747384155455904,0.569259962049336,-0.307262569832403,0.618556701030924,0.26,0.31,0.30,0.00,0.05,0.57,0.14,0.44,0.08,0.19,0.13,0.35,0.00,0.46,0.00,13,0.13,0,0
