Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Breakaway_Speed,Power_Inside,Third_Down_Runs,Hole_Recognition,Elusiveness,Speed_Outside,Blitz_Pickup,Avoid_Drops,Get_Downfield,Route_Running,Third_Down_Receiving,Punt_Returns,Kick_Returns,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Breakaway_SpeedZ,Power_InsideZ,Third_Down_RunsZ,Hole_RecognitionZ,ElusivenessZ,Speed_OutsideZ,Blitz_PickupZ,Avoid_DropsZ,Get_DownfieldZ,Route_RunningZ,Third_Down_ReceivingZ,Punt_ReturnsZ,Kick_ReturnsZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
21,10,109,18,780,465,54,36,14,0,0,40,0,21,33,12,0,41,16,0,0,22,2,0.0465116279069769,-1.19186046511628,-1.22568093385214,0.0952380952380955,-2.98013245033113,0.215053763440856,0.54,0.45,0.14,0.00,0.00,0.40,0.00,0.21,0.33,0.12,0.00,0.41,0.16,0.00,0.00,0.22,0.02,22,0.22,1,0
21,11,116,16,735,466,33,38,10,0,54,3,13,7,38,7,45,0,0,0,0,39,51,0.0465116279069769,-0.901162790697674,0.136186770428016,-0.222222222222222,0,0.107526881720428,0.33,0.48,0.10,0.00,0.54,0.03,0.13,0.07,0.38,0.07,0.45,0.00,0.00,0.00,0.00,0.39,0.51,12,0.12,0,0
12,14,118,23,714,479,40,36,0,18,43,0,60,0,23,24,21,23,0,0,0,13,15,-1.34883720930233,-0.0290697674418604,0.525291828793775,0.888888888888889,1.39072847682119,-1.29032258064516,0.40,0.45,0.00,0.18,0.43,0.00,0.60,0.00,0.23,0.24,0.21,0.23,0.00,0.00,0.00,0.13,0.15,19,0.19,1,0
13,13,121,14,720,454,59,45,36,17,12,13,59,15,0,43,44,21,28,0,0,33,37,-1.1937984496124,-0.319767441860465,1.10894941634241,-0.539682539682539,0.993377483443705,1.39784946236559,0.59,0.56,0.36,0.17,0.12,0.13,0.59,0.15,0.00,0.43,0.44,0.21,0.28,0.00,0.00,0.33,0.37,25,0.25,1,0
20,15,120,18,751,465,35,39,2,35,1,0,7,29,47,47,0,12,1,0,0,32,15,-0.108527131782946,0.261627906976744,0.914396887159534,0.0952380952380955,-1.05960264900662,0.215053763440856,0.35,0.49,0.02,0.35,0.01,0.00,0.07,0.29,0.47,0.47,0.00,0.12,0.01,0.00,0.00,0.32,0.15,24,0.24,1,0
8,12,114,13,734,470,54,30,8,0,0,0,60,24,22,6,0,0,6,0,26,11,0,-1.96899224806202,-0.61046511627907,-0.252918287937743,-0.698412698412698,0.0662251655629125,-0.322580645161293,0.54,0.38,0.08,0.00,0.00,0.00,0.60,0.24,0.22,0.06,0.00,0.00,0.06,0.00,0.26,0.11,0.00,17,0.17,1,0
31,9,118,11,721,462,34,45,20,0,60,39,58,53,0,38,4,8,45,0,0,0,52,1.5968992248062,-1.48255813953488,0.525291828793775,-1.01587301587302,0.927152317880793,0.537634408602149,0.34,0.56,0.20,0.00,0.60,0.39,0.58,0.53,0.00,0.38,0.04,0.08,0.45,0.00,0.00,0.00,0.52,36,0.36,2,0
10,19,114,12,715,471,57,34,1,33,28,0,18,0,0,0,13,3,35,0,0,0,51,-1.65891472868217,1.42441860465116,-0.252918287937743,-0.857142857142857,1.32450331125827,-0.430107526881721,0.57,0.43,0.01,0.33,0.28,0.00,0.18,0.00,0.00,0.00,0.13,0.03,0.35,0.00,0.00,0.00,0.51,12,0.12,0,0
20,15,112,23,735,460,26,39,55,11,0,46,41,9,13,20,0,46,5,37,0,3,5,-0.108527131782946,0.261627906976744,-0.642023346303501,0.888888888888889,0,0.752688172043014,0.26,0.49,0.55,0.11,0.00,0.46,0.41,0.09,0.13,0.20,0.00,0.46,0.05,0.37,0.00,0.03,0.05,42,0.42,2,1
18,12,107,19,729,482,29,30,0,13,21,0,22,1,27,13,0,0,4,0,0,0,45,-0.418604651162791,-0.61046511627907,-1.6147859922179,0.253968253968254,0.397350993377481,-1.61290322580646,0.29,0.38,0.00,0.13,0.21,0.00,0.22,0.01,0.27,0.13,0.00,0.00,0.04,0.00,0.00,0.00,0.45,10,0.10,0,0
15,13,114,12,735,465,36,34,41,14,21,0,52,26,0,26,41,48,60,0,0,30,60,-0.883720930232558,-0.319767441860465,-0.252918287937743,-0.857142857142857,0,0.215053763440856,0.36,0.43,0.41,0.14,0.21,0.00,0.52,0.26,0.00,0.26,0.41,0.48,0.60,0.00,0.00,0.30,0.60,18,0.18,1,0
32,13,120,27,750,462,65,56,32,10,32,44,0,25,51,24,18,60,19,0,0,29,37,1.75193798449612,-0.319767441860465,0.914396887159534,1.52380952380952,-0.993377483443711,0.537634408602149,0.65,0.70,0.32,0.10,0.32,0.44,0.00,0.25,0.51,0.24,0.18,0.60,0.19,0.00,0.00,0.29,0.37,50,0.50,2,1
12,11,112,10,735,472,40,27,0,0,13,0,20,17,19,43,1,0,33,0,0,0,13,-1.34883720930233,-0.901162790697674,-0.642023346303501,-1.17460317460317,0,-0.537634408602149,0.40,0.34,0.00,0.00,0.13,0.00,0.20,0.17,0.19,0.43,0.01,0.00,0.33,0.00,0.00,0.00,0.13,19,0.19,1,0
18,12,103,14,734,465,51,35,26,3,0,0,60,0,21,0,7,11,11,0,0,0,0,-0.418604651162791,-0.61046511627907,-2.39299610894942,-0.539682539682539,0.0662251655629125,0.215053763440856,0.51,0.44,0.26,0.03,0.00,0.00,0.60,0.00,0.21,0.00,0.07,0.11,0.11,0.00,0.00,0.00,0.00,18,0.18,1,0
18,15,111,19,749,479,33,33,0,27,50,0,25,8,39,0,12,45,35,0,0,39,42,-0.418604651162791,0.261627906976744,-0.836575875486381,0.253968253968254,-0.927152317880799,-1.29032258064516,0.33,0.41,0.00,0.27,0.50,0.00,0.25,0.08,0.39,0.00,0.12,0.45,0.35,0.00,0.00,0.39,0.42,14,0.14,0,0
14,11,114,13,735,468,67,38,4,0,33,11,33,17,32,27,0,0,0,0,0,0,29,-1.03875968992248,-0.901162790697674,-0.252918287937743,-0.698412698412698,0,-0.107526881720428,0.67,0.48,0.04,0.00,0.33,0.11,0.33,0.17,0.32,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.29,24,0.24,1,0
34,15,113,28,752,452,23,46,30,0,42,24,14,3,5,27,9,51,38,0,1,0,15,2.06201550387597,0.261627906976744,-0.447470817120622,1.68253968253968,-1.12582781456954,1.61290322580646,0.23,0.58,0.30,0.00,0.42,0.24,0.14,0.03,0.05,0.27,0.09,0.51,0.38,0.00,0.01,0.00,0.15,16,0.16,1,0
20,12,123,14,762,469,37,36,20,2,17,6,0,0,24,19,2,3,0,0,0,32,53,-0.108527131782946,-0.61046511627907,1.49805447470817,-0.539682539682539,-1.78807947019868,-0.215053763440865,0.37,0.45,0.20,0.02,0.17,0.06,0.00,0.00,0.24,0.19,0.02,0.03,0.00,0.00,0.00,0.32,0.53,16,0.16,1,0
20,15,116,22,735,464,45,45,32,20,0,7,60,28,40,31,0,16,13,0,0,44,3,-0.108527131782946,0.261627906976744,0.136186770428016,0.73015873015873,0,0.322580645161293,0.45,0.56,0.32,0.20,0.00,0.07,0.60,0.28,0.40,0.31,0.00,0.16,0.13,0.00,0.00,0.44,0.03,53,0.53,3,1
21,19,113,24,753,474,45,43,9,44,0,20,37,0,40,26,20,49,48,0,0,40,38,0.0465116279069769,1.42441860465116,-0.447470817120622,1.04761904761905,-1.19205298013245,-0.752688172043014,0.45,0.54,0.09,0.44,0.00,0.20,0.37,0.00,0.40,0.26,0.20,0.49,0.48,0.00,0.00,0.40,0.38,25,0.25,1,0
33,15,117,19,721,450,65,56,51,20,0,16,52,13,8,0,11,25,16,0,0,30,9,1.90697674418605,0.261627906976744,0.330739299610895,0.253968253968254,0.927152317880793,1.82795698924731,0.65,0.70,0.51,0.20,0.00,0.16,0.52,0.13,0.08,0.00,0.11,0.25,0.16,0.00,0.00,0.30,0.09,29,0.29,1,0
20,16,122,19,725,463,51,50,32,31,40,0,60,37,24,60,0,0,58,0,0,38,28,-0.108527131782946,0.552325581395349,1.30350194552529,0.253968253968254,0.662251655629137,0.430107526881721,0.51,0.63,0.32,0.31,0.40,0.00,0.60,0.37,0.24,0.60,0.00,0.00,0.58,0.00,0.00,0.38,0.28,46,0.46,2,1
19,15,121,17,735,454,63,54,50,36,56,60,3,60,32,3,9,31,12,0,0,42,60,-0.263565891472868,0.261627906976744,1.10894941634241,-0.0634920634920633,0,1.39784946236559,0.63,0.68,0.50,0.36,0.56,0.60,0.03,0.60,0.32,0.03,0.09,0.31,0.12,0.00,0.00,0.42,0.60,63,0.63,3,1
22,12,119,17,745,458,55,46,32,4,27,6,11,17,34,27,0,15,10,0,0,32,14,0.201550387596899,-0.61046511627907,0.719844357976654,-0.0634920634920633,-0.662251655629143,0.967741935483869,0.55,0.58,0.32,0.04,0.27,0.06,0.11,0.17,0.34,0.27,0.00,0.15,0.10,0.00,0.00,0.32,0.14,28,0.28,1,0
18,15,115,17,735,475,51,40,0,21,14,20,26,28,0,13,4,11,0,0,0,6,10,-0.418604651162791,0.261627906976744,-0.0583657587548633,-0.0634920634920633,0,-0.860215053763442,0.51,0.50,0.00,0.21,0.14,0.20,0.26,0.28,0.00,0.13,0.04,0.11,0.00,0.00,0.00,0.06,0.10,21,0.21,1,0
26,11,124,25,716,472,58,49,0,0,12,0,42,26,15,2,0,0,21,0,0,0,0,0.821705426356589,-0.901162790697674,1.69260700389105,1.20634920634921,1.25827814569536,-0.537634408602149,0.58,0.61,0.00,0.00,0.12,0.00,0.42,0.26,0.15,0.02,0.00,0.00,0.21,0.00,0.00,0.00,0.00,24,0.24,1,0
25,21,115,28,735,450,35,53,60,60,26,60,0,52,44,52,19,60,60,60,38,46,60,0.666666666666667,2.00581395348837,-0.0583657587548633,1.68253968253968,0,1.82795698924731,0.35,0.66,0.60,0.60,0.26,0.60,0.00,0.52,0.44,0.52,0.19,0.60,0.60,0.60,0.38,0.46,0.60,70,0.70,4,1
12,15,108,13,735,465,41,33,9,31,43,18,60,35,31,37,17,16,48,11,0,5,23,-1.34883720930233,0.261627906976744,-1.42023346303502,-0.698412698412698,0,0.215053763440856,0.41,0.41,0.09,0.31,0.43,0.18,0.60,0.35,0.31,0.37,0.17,0.16,0.48,0.11,0.00,0.05,0.23,23,0.23,1,0
13,15,112,20,727,477,43,36,0,12,50,18,40,0,9,34,6,53,34,0,0,0,1,-1.1937984496124,0.261627906976744,-0.642023346303501,0.412698412698413,0.529801324503312,-1.0752688172043,0.43,0.45,0.00,0.12,0.50,0.18,0.40,0.00,0.09,0.34,0.06,0.53,0.34,0.00,0.00,0.00,0.01,19,0.19,1,0
21,11,108,8,734,465,33,32,10,0,18,19,33,25,0,0,26,11,2,0,0,0,17,0.0465116279069769,-0.901162790697674,-1.42023346303502,-1.49206349206349,0.0662251655629125,0.215053763440856,0.33,0.40,0.10,0.00,0.18,0.19,0.33,0.25,0.00,0.00,0.26,0.11,0.02,0.00,0.00,0.00,0.17,20,0.20,1,0
31,12,117,21,723,453,49,53,32,11,7,39,60,60,27,39,35,31,23,0,0,45,60,1.5968992248062,-0.61046511627907,0.330739299610895,0.571428571428572,0.794701986754962,1.50537634408602,0.49,0.66,0.32,0.11,0.07,0.39,0.60,0.60,0.27,0.39,0.35,0.31,0.23,0.00,0.00,0.45,0.60,37,0.37,2,0
26,13,120,23,708,456,35,51,60,7,60,24,60,24,49,44,16,9,25,0,23,18,13,0.821705426356589,-0.319767441860465,0.914396887159534,0.888888888888889,1.78807947019867,1.18279569892473,0.35,0.64,0.60,0.07,0.60,0.24,0.60,0.24,0.49,0.44,0.16,0.09,0.25,0.00,0.23,0.18,0.13,40,0.40,2,1
18,15,116,11,734,477,63,39,0,25,1,14,2,20,0,19,4,0,0,0,0,0,16,-0.418604651162791,0.261627906976744,0.136186770428016,-1.01587301587302,0.0662251655629125,-1.0752688172043,0.63,0.49,0.00,0.25,0.01,0.14,0.02,0.20,0.00,0.19,0.04,0.00,0.00,0.00,0.00,0.00,0.16,22,0.22,1,0
15,9,120,19,754,473,37,32,17,0,8,17,0,3,23,22,0,13,9,0,0,0,18,-0.883720930232558,-1.48255813953488,0.914396887159534,0.253968253968254,-1.25827814569537,-0.645161290322586,0.37,0.40,0.17,0.00,0.08,0.17,0.00,0.03,0.23,0.22,0.00,0.13,0.09,0.00,0.00,0.00,0.18,17,0.17,1,0
15,11,114,14,732,481,64,38,7,0,17,19,42,0,31,6,0,1,39,0,0,0,8,-0.883720930232558,-0.901162790697674,-0.252918287937743,-0.539682539682539,0.198675496688737,-1.50537634408602,0.64,0.48,0.07,0.00,0.17,0.19,0.42,0.00,0.31,0.06,0.00,0.01,0.39,0.00,0.00,0.00,0.08,19,0.19,1,0
31,18,114,20,723,464,51,51,38,38,40,47,39,0,38,26,9,10,0,0,0,0,0,1.5968992248062,1.13372093023256,-0.252918287937743,0.412698412698413,0.794701986754962,0.322580645161293,0.51,0.64,0.38,0.38,0.40,0.47,0.39,0.00,0.38,0.26,0.09,0.10,0.00,0.00,0.00,0.00,0.00,29,0.29,1,0
33,9,119,17,741,470,30,43,11,0,8,30,37,6,15,36,0,6,39,0,0,25,21,1.90697674418605,-1.48255813953488,0.719844357976654,-0.0634920634920633,-0.397350993377487,-0.322580645161293,0.30,0.54,0.11,0.00,0.08,0.30,0.37,0.06,0.15,0.36,0.00,0.06,0.39,0.00,0.00,0.25,0.21,25,0.25,1,0
15,14,121,15,755,474,63,38,7,16,0,0,30,24,6,14,0,15,1,0,0,17,0,-0.883720930232558,-0.0290697674418604,1.10894941634241,-0.380952380952381,-1.32450331125828,-0.752688172043014,0.63,0.48,0.07,0.16,0.00,0.00,0.30,0.24,0.06,0.14,0.00,0.15,0.01,0.00,0.00,0.17,0.00,20,0.20,1,0
10,19,114,27,735,443,66,41,39,18,0,0,36,50,35,2,0,3,0,0,0,6,3,-1.65891472868217,1.42441860465116,-0.252918287937743,1.52380952380952,0,2.58064516129032,0.66,0.51,0.39,0.18,0.00,0.00,0.36,0.50,0.35,0.02,0.00,0.03,0.00,0.00,0.00,0.06,0.03,18,0.18,1,0
12,9,111,22,720,462,50,34,53,0,20,4,68,7,5,32,10,56,0,0,0,0,29,-1.34883720930233,-1.48255813953488,-0.836575875486381,0.73015873015873,0.993377483443705,0.537634408602149,0.50,0.43,0.53,0.00,0.20,0.04,0.68,0.07,0.05,0.32,0.10,0.56,0.00,0.00,0.00,0.00,0.29,19,0.19,1,0
26,13,114,22,749,465,53,45,28,9,5,37,0,36,52,21,4,35,2,0,0,4,0,0.821705426356589,-0.319767441860465,-0.252918287937743,0.73015873015873,-0.927152317880799,0.215053763440856,0.53,0.56,0.28,0.09,0.05,0.37,0.00,0.36,0.52,0.21,0.04,0.35,0.02,0.00,0.00,0.04,0.00,23,0.23,1,0
13,15,120,20,727,473,66,44,28,35,4,3,71,0,0,17,5,24,34,0,0,27,64,-1.1937984496124,0.261627906976744,0.914396887159534,0.412698412698413,0.529801324503312,-0.645161290322586,0.66,0.55,0.28,0.35,0.04,0.03,0.71,0.00,0.00,0.17,0.05,0.24,0.34,0.00,0.00,0.27,0.64,26,0.26,1,0
32,20,122,30,709,442,25,59,71,62,71,51,9,50,57,47,71,71,71,0,0,25,71,1.75193798449612,1.71511627906977,1.30350194552529,2,1.72185430463576,2.68817204301075,0.25,0.74,0.71,0.62,0.71,0.51,0.09,0.50,0.57,0.47,0.71,0.71,0.71,0.00,0.00,0.25,0.71,53,0.53,3,1
21,18,105,19,735,460,59,44,39,46,5,28,26,2,25,0,6,7,0,0,0,6,40,0.0465116279069769,1.13372093023256,-2.00389105058366,0.253968253968254,0,0.752688172043014,0.59,0.55,0.39,0.46,0.05,0.28,0.26,0.02,0.25,0.00,0.06,0.07,0.00,0.00,0.00,0.06,0.40,20,0.20,1,0
25,16,113,21,735,471,64,48,18,42,29,33,67,13,17,47,20,18,37,0,0,0,60,0.666666666666667,0.552325581395349,-0.447470817120622,0.571428571428572,0,-0.430107526881721,0.64,0.60,0.18,0.42,0.29,0.33,0.67,0.13,0.17,0.47,0.20,0.18,0.37,0.00,0.00,0.00,0.60,32,0.32,2,0
20,15,113,14,733,477,31,35,16,31,0,39,71,0,7,0,38,0,0,0,0,29,17,-0.108527131782946,0.261627906976744,-0.447470817120622,-0.539682539682539,0.132450331125825,-1.0752688172043,0.31,0.44,0.16,0.31,0.00,0.39,0.71,0.00,0.07,0.00,0.38,0.00,0.00,0.00,0.00,0.29,0.17,20,0.20,1,0
38,21,120,25,708,452,57,62,33,38,21,19,34,23,30,20,12,27,71,0,61,39,4,2.68217054263566,2.00581395348837,0.914396887159534,1.20634920634921,1.78807947019867,1.61290322580646,0.57,0.78,0.33,0.38,0.21,0.19,0.34,0.23,0.30,0.20,0.12,0.27,0.71,0.00,0.61,0.39,0.04,56,0.56,3,1
16,19,125,23,710,453,47,53,56,47,54,48,67,8,51,41,34,59,44,0,0,53,71,-0.728682170542636,1.42441860465116,1.88715953307393,0.888888888888889,1.65562913907285,1.50537634408602,0.47,0.66,0.56,0.47,0.54,0.48,0.67,0.08,0.51,0.41,0.34,0.59,0.44,0.00,0.00,0.53,0.71,46,0.46,2,1
18,17,114,20,732,466,61,47,21,33,30,25,38,18,19,36,0,41,0,27,0,7,36,-0.418604651162791,0.843023255813954,-0.252918287937743,0.412698412698413,0.198675496688737,0.107526881720428,0.61,0.59,0.21,0.33,0.30,0.25,0.38,0.18,0.19,0.36,0.00,0.41,0.00,0.27,0.00,0.07,0.36,26,0.26,1,0
13,14,124,30,715,465,47,46,18,10,62,15,71,13,59,0,17,52,67,0,0,32,8,-1.1937984496124,-0.0290697674418604,1.69260700389105,2,1.32450331125827,0.215053763440856,0.47,0.58,0.18,0.10,0.62,0.15,0.71,0.13,0.59,0.00,0.17,0.52,0.67,0.00,0.00,0.32,0.08,22,0.22,1,0
10,17,108,14,731,460,48,31,25,54,1,0,21,55,29,13,16,18,23,0,0,6,40,-1.65891472868217,0.843023255813954,-1.42023346303502,-0.539682539682539,0.264900662251656,0.752688172043014,0.48,0.39,0.25,0.54,0.01,0.00,0.21,0.55,0.29,0.13,0.16,0.18,0.23,0.00,0.00,0.06,0.40,17,0.17,1,0
10,11,109,4,769,481,50,20,0,2,5,0,10,2,0,2,0,0,0,0,0,0,3,-1.65891472868217,-0.901162790697674,-1.22568093385214,-2.12698412698413,-2.25165562913908,-1.50537634408602,0.50,0.25,0.00,0.02,0.05,0.00,0.10,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,9,0.09,0,0
22,17,114,16,721,465,49,47,16,44,21,35,43,33,0,29,45,35,28,0,0,62,6,0.201550387596899,0.843023255813954,-0.252918287937743,-0.222222222222222,0.927152317880793,0.215053763440856,0.49,0.59,0.16,0.44,0.21,0.35,0.43,0.33,0.00,0.29,0.45,0.35,0.28,0.00,0.00,0.62,0.06,25,0.25,1,0
15,17,109,11,763,481,33,25,0,44,5,4,3,20,0,12,0,4,14,0,1,8,2,-0.883720930232558,0.843023255813954,-1.22568093385214,-1.01587301587302,-1.85430463576159,-1.50537634408602,0.33,0.31,0.00,0.44,0.05,0.04,0.03,0.20,0.00,0.12,0.00,0.04,0.14,0.00,0.01,0.08,0.02,17,0.17,1,0
19,16,116,15,730,475,56,43,0,33,27,15,67,19,0,15,8,9,1,5,0,5,0,-0.263565891472868,0.552325581395349,0.136186770428016,-0.380952380952381,0.331125827814568,-0.860215053763442,0.56,0.54,0.00,0.33,0.27,0.15,0.67,0.19,0.00,0.15,0.08,0.09,0.01,0.05,0.00,0.05,0.00,22,0.22,1,0
33,13,116,20,735,461,51,51,49,8,53,27,39,32,27,0,1,22,10,0,0,29,7,1.90697674418605,-0.319767441860465,0.136186770428016,0.412698412698413,0,0.645161290322576,0.51,0.64,0.49,0.08,0.53,0.27,0.39,0.32,0.27,0.00,0.01,0.22,0.10,0.00,0.00,0.29,0.07,46,0.46,2,1
17,10,113,9,735,464,44,36,13,0,0,5,71,41,16,30,0,8,42,0,0,40,32,-0.573643410852713,-1.19186046511628,-0.447470817120622,-1.33333333333333,0,0.322580645161293,0.44,0.45,0.13,0.00,0.00,0.05,0.71,0.41,0.16,0.30,0.00,0.08,0.42,0.00,0.00,0.40,0.32,26,0.26,1,0
24,11,102,19,728,467,74,48,21,0,0,34,71,15,26,39,0,38,36,0,0,0,9,0.511627906976744,-0.901162790697674,-2.5875486381323,0.253968253968254,0.463576158940393,0,0.74,0.60,0.21,0.00,0.00,0.34,0.71,0.15,0.26,0.39,0.00,0.38,0.36,0.00,0.00,0.00,0.09,21,0.21,1,0
24,16,124,29,728,455,56,58,48,33,58,18,2,58,71,40,28,48,69,0,0,9,17,0.511627906976744,0.552325581395349,1.69260700389105,1.84126984126984,0.463576158940393,1.29032258064516,0.56,0.73,0.48,0.33,0.58,0.18,0.02,0.58,0.71,0.40,0.28,0.48,0.69,0.00,0.00,0.09,0.17,53,0.53,3,1
25,20,117,28,709,455,54,56,20,48,22,50,59,35,23,0,6,48,37,0,0,55,44,0.666666666666667,1.71511627906977,0.330739299610895,1.68253968253968,1.72185430463576,1.29032258064516,0.54,0.70,0.20,0.48,0.22,0.50,0.59,0.35,0.23,0.00,0.06,0.48,0.37,0.00,0.00,0.55,0.44,42,0.42,2,1
18,10,105,13,735,476,31,29,0,8,0,16,34,35,39,3,10,1,18,0,0,3,34,-0.418604651162791,-1.19186046511628,-2.00389105058366,-0.698412698412698,0,-0.967741935483869,0.31,0.36,0.00,0.08,0.00,0.16,0.34,0.35,0.39,0.03,0.10,0.01,0.18,0.00,0.00,0.03,0.34,14,0.14,0,0
25,12,112,11,755,485,67,37,0,11,0,9,42,0,0,17,0,1,0,0,0,6,23,0.666666666666667,-0.61046511627907,-0.642023346303501,-1.01587301587302,-1.32450331125828,-1.93548387096774,0.67,0.46,0.00,0.11,0.00,0.09,0.42,0.00,0.00,0.17,0.00,0.01,0.00,0.00,0.00,0.06,0.23,18,0.18,1,0
34,12,123,20,735,465,52,51,10,0,8,7,11,26,19,33,8,3,4,0,0,29,0,2.06201550387597,-0.61046511627907,1.49805447470817,0.412698412698413,0,0.215053763440856,0.52,0.64,0.10,0.00,0.08,0.07,0.11,0.26,0.19,0.33,0.08,0.03,0.04,0.00,0.00,0.29,0.00,26,0.26,1,0
19,11,116,19,728,465,60,47,12,3,51,55,37,47,8,23,13,16,16,0,0,36,25,-0.263565891472868,-0.901162790697674,0.136186770428016,0.253968253968254,0.463576158940393,0.215053763440856,0.60,0.59,0.12,0.03,0.51,0.55,0.37,0.47,0.08,0.23,0.13,0.16,0.16,0.00,0.00,0.36,0.25,41,0.41,2,1
22,9,121,11,723,476,53,47,0,0,57,70,55,20,18,45,30,6,0,0,0,41,22,0.201550387596899,-1.48255813953488,1.10894941634241,-1.01587301587302,0.794701986754962,-0.967741935483869,0.53,0.59,0.00,0.00,0.57,0.70,0.55,0.20,0.18,0.45,0.30,0.06,0.00,0.00,0.00,0.41,0.22,36,0.36,2,0
25,12,112,10,735,464,58,44,23,5,0,43,71,22,0,20,2,10,0,0,0,17,0,0.666666666666667,-0.61046511627907,-0.642023346303501,-1.17460317460317,0,0.322580645161293,0.58,0.55,0.23,0.05,0.00,0.43,0.71,0.22,0.00,0.20,0.02,0.10,0.00,0.00,0.00,0.17,0.00,27,0.27,1,0
19,9,116,20,761,465,52,37,27,0,11,0,0,22,21,7,0,8,0,0,0,18,32,-0.263565891472868,-1.48255813953488,0.136186770428016,0.412698412698413,-1.72185430463577,0.215053763440856,0.52,0.46,0.27,0.00,0.11,0.00,0.00,0.22,0.21,0.07,0.00,0.08,0.00,0.00,0.00,0.18,0.32,16,0.16,1,0
24,21,121,18,717,459,37,51,14,37,52,55,54,35,13,30,49,49,52,0,0,49,63,0.511627906976744,2.00581395348837,1.10894941634241,0.0952380952380955,1.19205298013245,0.860215053763442,0.37,0.64,0.14,0.37,0.52,0.55,0.54,0.35,0.13,0.30,0.49,0.49,0.52,0.00,0.00,0.49,0.63,39,0.39,2,0
26,10,113,10,728,460,25,37,25,0,0,9,71,39,6,30,41,51,0,0,0,18,62,0.821705426356589,-1.19186046511628,-0.447470817120622,-1.17460317460317,0.463576158940393,0.752688172043014,0.25,0.46,0.25,0.00,0.00,0.09,0.71,0.39,0.06,0.30,0.41,0.51,0.00,0.00,0.00,0.18,0.62,17,0.17,1,0
11,9,117,27,749,465,53,34,27,3,0,5,1,6,57,37,19,24,0,0,0,21,0,-1.50387596899225,-1.48255813953488,0.330739299610895,1.52380952380952,-0.927152317880799,0.215053763440856,0.53,0.43,0.27,0.03,0.00,0.05,0.01,0.06,0.57,0.37,0.19,0.24,0.00,0.00,0.00,0.21,0.00,20,0.20,1,0
21,18,119,22,722,456,56,52,32,24,0,4,45,57,31,54,37,52,7,0,0,38,46,0.0465116279069769,1.13372093023256,0.719844357976654,0.73015873015873,0.86092715231788,1.18279569892473,0.56,0.65,0.32,0.24,0.00,0.04,0.45,0.57,0.31,0.54,0.37,0.52,0.07,0.00,0.00,0.38,0.46,35,0.35,2,0
13,12,109,14,759,465,63,32,11,13,29,5,12,35,11,0,0,0,9,0,0,0,10,-1.1937984496124,-0.61046511627907,-1.22568093385214,-0.539682539682539,-1.58940397350994,0.215053763440856,0.63,0.40,0.11,0.13,0.29,0.05,0.12,0.35,0.11,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.10,13,0.13,0,0
30,13,117,10,721,456,31,47,29,17,16,41,71,46,23,14,10,0,8,0,0,45,35,1.44186046511628,-0.319767441860465,0.330739299610895,-1.17460317460317,0.927152317880793,1.18279569892473,0.31,0.59,0.29,0.17,0.16,0.41,0.71,0.46,0.23,0.14,0.10,0.00,0.08,0.00,0.00,0.45,0.35,24,0.24,1,0
18,17,115,10,741,455,36,44,21,25,44,53,12,49,25,19,43,0,31,0,0,63,16,-0.418604651162791,0.843023255813954,-0.0583657587548633,-1.17460317460317,-0.397350993377487,1.29032258064516,0.36,0.55,0.21,0.25,0.44,0.53,0.12,0.49,0.25,0.19,0.43,0.00,0.31,0.00,0.00,0.63,0.16,19,0.19,1,0
15,18,110,8,744,460,56,37,34,33,28,13,3,0,9,66,32,1,41,57,0,0,0,-0.883720930232558,1.13372093023256,-1.03112840466926,-1.49206349206349,-0.59602649006623,0.752688172043014,0.56,0.46,0.34,0.33,0.28,0.13,0.03,0.00,0.09,0.66,0.32,0.01,0.41,0.57,0.00,0.00,0.00,13,0.13,0,0
21,9,115,14,747,468,62,39,22,0,27,20,35,0,0,0,2,48,15,0,35,0,14,0.0465116279069769,-1.48255813953488,-0.0583657587548633,-0.539682539682539,-0.794701986754968,-0.107526881720428,0.62,0.49,0.22,0.00,0.27,0.20,0.35,0.00,0.00,0.00,0.02,0.48,0.15,0.00,0.35,0.00,0.14,17,0.17,1,0
21,14,113,25,713,457,39,45,37,16,0,21,71,0,64,34,36,28,0,0,0,42,0,0.0465116279069769,-0.0290697674418604,-0.447470817120622,1.20634920634921,1.4569536423841,1.0752688172043,0.39,0.56,0.37,0.16,0.00,0.21,0.71,0.00,0.64,0.34,0.36,0.28,0.00,0.00,0.00,0.42,0.00,19,0.19,1,0
26,12,110,9,741,482,63,40,6,16,0,32,40,0,1,34,2,16,0,0,0,25,0,0.821705426356589,-0.61046511627907,-1.03112840466926,-1.33333333333333,-0.397350993377487,-1.61290322580646,0.63,0.50,0.06,0.16,0.00,0.32,0.40,0.00,0.01,0.34,0.02,0.16,0.00,0.00,0.00,0.25,0.00,22,0.22,1,0
