Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Defense,Man_to_Man_Defense,Zone_Defense,Bump_and_Run_Defense,Play_Diagnosis,Punishing_Hitter,Intercepting,Punt_Returns,Kick_Returns,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_DefenseZ,Man_to_Man_DefenseZ,Zone_DefenseZ,Bump_and_Run_DefenseZ,Play_DiagnosisZ,Punishing_HitterZ,InterceptingZ,Punt_ReturnsZ,Kick_ReturnsZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
14,14,107,37,707,450,50,46,33,18,0,59,0,3,54,0,0,27,16,-1.18840579710145,1.2109375,-0.0459770114942535,0.212314225053079,0.945273631840793,0.632911392405061,0.50,0.58,0.33,0.18,0.00,0.59,0.00,0.03,0.54,0.00,0.00,0.27,0.16,29,0.29,1,0
23,6,102,42,703,465,54,36,49,0,23,0,0,0,41,0,0,48,3,0.115942028985507,-1.9140625,-1.19540229885058,0.743099787685775,1.14427860696517,-1.26582278481013,0.54,0.45,0.49,0.00,0.23,0.00,0.00,0.00,0.41,0.00,0.00,0.48,0.03,14,0.14,0,0
16,11,104,26,708,452,31,38,48,46,0,38,12,30,55,0,0,42,0,-0.898550724637681,0.0390624999999999,-0.735632183908047,-0.955414012738854,0.8955223880597,0.379746835443041,0.31,0.48,0.48,0.46,0.00,0.38,0.12,0.30,0.55,0.00,0.00,0.42,0.00,11,0.11,0,0
30,11,110,27,712,469,42,34,38,0,11,10,54,32,0,0,0,6,0,1.1304347826087,0.0390624999999999,0.64367816091954,-0.849256900212314,0.696517412935322,-1.77215189873418,0.42,0.43,0.38,0.00,0.11,0.10,0.54,0.32,0.00,0.00,0.00,0.06,0.00,11,0.11,0,0
25,12,107,27,737,445,33,39,18,49,35,28,26,0,0,0,0,0,0,0.405797101449275,0.4296875,-0.0459770114942535,-0.849256900212314,-0.547263681592041,1.26582278481012,0.33,0.49,0.18,0.49,0.35,0.28,0.26,0.00,0.00,0.00,0.00,0.00,0.00,17,0.17,1,0
21,12,105,39,760,451,52,38,0,40,0,6,8,20,6,0,0,0,0,-0.173913043478261,0.4296875,-0.505747126436782,0.424628450106157,-1.69154228855721,0.506329113924051,0.52,0.48,0.00,0.40,0.00,0.06,0.08,0.20,0.06,0.00,0.00,0.00,0.00,40,0.40,2,1
30,13,107,22,709,461,57,40,21,6,0,46,17,26,3,0,0,0,36,1.1304347826087,0.8203125,-0.0459770114942535,-1.38004246284501,0.845771144278607,-0.759493670886082,0.57,0.50,0.21,0.06,0.00,0.46,0.17,0.26,0.03,0.00,0.00,0.00,0.36,19,0.19,1,0
26,10,109,17,720,466,62,35,18,0,0,0,57,35,0,0,0,49,10,0.55072463768116,-0.3515625,0.413793103448275,-1.91082802547771,0.298507462686565,-1.39240506329114,0.62,0.44,0.18,0.00,0.00,0.00,0.57,0.35,0.00,0.00,0.00,0.49,0.10,10,0.10,0,0
19,7,102,27,730,465,62,33,3,18,0,0,59,14,34,0,0,16,24,-0.463768115942029,-1.5234375,-1.19540229885058,-0.849256900212314,-0.199004975124378,-1.26582278481013,0.62,0.41,0.03,0.18,0.00,0.00,0.59,0.14,0.34,0.00,0.00,0.16,0.24,11,0.11,0,0
34,12,108,38,733,455,53,44,13,10,14,35,48,0,64,0,0,35,11,1.71014492753623,0.4296875,0.183908045977011,0.318471337579618,-0.348258706467663,0,0.53,0.55,0.13,0.10,0.14,0.35,0.48,0.00,0.64,0.00,0.00,0.35,0.11,23,0.23,1,0
19,8,108,39,732,452,63,42,24,12,39,21,35,0,9,0,0,44,0,-0.463768115942029,-1.1328125,0.183908045977011,0.424628450106157,-0.29850746268657,0.379746835443041,0.63,0.53,0.24,0.12,0.39,0.21,0.35,0.00,0.09,0.00,0.00,0.44,0.00,32,0.32,2,0
28,12,109,21,714,463,32,37,41,26,0,66,29,0,14,0,0,45,13,0.840579710144928,0.4296875,0.413793103448275,-1.48619957537155,0.597014925373135,-1.0126582278481,0.32,0.46,0.41,0.26,0.00,0.66,0.29,0.00,0.14,0.00,0.00,0.45,0.13,14,0.14,0,0
30,13,116,51,754,449,58,52,0,47,56,32,36,17,43,34,0,34,42,1.1304347826087,0.8203125,2.02298850574713,1.69851380042463,-1.39303482587065,0.759493670886071,0.58,0.65,0.00,0.47,0.56,0.32,0.36,0.17,0.43,0.34,0.00,0.34,0.42,39,0.39,2,0
34,9,106,27,714,457,56,40,30,19,41,8,34,9,0,0,0,36,8,1.71014492753623,-0.7421875,-0.275862068965518,-0.849256900212314,0.597014925373135,-0.253164556962031,0.56,0.50,0.30,0.19,0.41,0.08,0.34,0.09,0.00,0.00,0.00,0.36,0.08,15,0.15,0,0
27,13,104,46,698,452,50,55,57,45,35,35,61,29,67,0,0,35,0,0.695652173913044,0.8203125,-0.735632183908047,1.16772823779193,1.39303482587064,0.379746835443041,0.50,0.69,0.57,0.45,0.35,0.35,0.61,0.29,0.67,0.00,0.00,0.35,0.00,42,0.42,2,1
25,8,102,29,728,463,42,29,13,5,0,0,17,4,24,0,0,0,0,0.405797101449275,-1.1328125,-1.19540229885058,-0.636942675159236,-0.0995024875621914,-1.0126582278481,0.42,0.36,0.13,0.05,0.00,0.00,0.17,0.04,0.24,0.00,0.00,0.00,0.00,10,0.10,0,0
26,10,110,39,712,455,36,37,19,15,21,0,18,11,11,0,5,13,1,0.55072463768116,-0.3515625,0.64367816091954,0.424628450106157,0.696517412935322,0,0.36,0.46,0.19,0.15,0.21,0.00,0.18,0.11,0.11,0.00,0.05,0.13,0.01,15,0.15,0,0
19,12,118,49,738,445,42,45,0,19,16,23,12,0,6,12,0,0,0,-0.463768115942029,0.4296875,2.48275862068965,1.48619957537155,-0.597014925373135,1.26582278481012,0.42,0.56,0.00,0.19,0.16,0.23,0.12,0.00,0.06,0.12,0.00,0.00,0.00,34,0.34,2,0
32,6,106,17,706,469,40,25,27,0,4,0,17,0,0,0,0,0,0,1.42028985507246,-1.9140625,-0.275862068965518,-1.91082802547771,0.995024875621891,-1.77215189873418,0.40,0.31,0.27,0.00,0.04,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,8,0.08,0,0
9,13,105,31,720,472,41,32,19,0,20,35,0,14,37,0,0,35,8,-1.91304347826087,0.8203125,-0.505747126436782,-0.424628450106157,0.298507462686565,-2.15189873417721,0.41,0.40,0.19,0.00,0.20,0.35,0.00,0.14,0.37,0.00,0.00,0.35,0.08,20,0.20,1,0
12,8,102,18,739,466,52,23,15,0,0,0,6,2,2,0,4,0,5,-1.47826086956522,-1.1328125,-1.19540229885058,-1.80467091295117,-0.646766169154228,-1.39240506329114,0.52,0.29,0.15,0.00,0.00,0.00,0.06,0.02,0.02,0.00,0.04,0.00,0.05,9,0.09,0,0
10,11,118,25,716,452,34,33,9,25,0,0,0,23,13,25,2,0,0,-1.76811594202899,0.0390624999999999,2.48275862068965,-1.06157112526539,0.497512437810943,0.379746835443041,0.34,0.41,0.09,0.25,0.00,0.00,0.00,0.23,0.13,0.25,0.02,0.00,0.00,12,0.12,0,0
19,8,112,37,707,452,25,37,48,24,44,5,41,0,0,0,10,39,2,-0.463768115942029,-1.1328125,1.10344827586207,0.212314225053079,0.945273631840793,0.379746835443041,0.25,0.46,0.48,0.24,0.44,0.05,0.41,0.00,0.00,0.00,0.10,0.39,0.02,15,0.15,0,0
19,14,109,37,700,445,31,50,37,44,62,40,49,0,1,0,0,39,60,-0.463768115942029,1.2109375,0.413793103448275,0.212314225053079,1.29353233830846,1.26582278481012,0.31,0.63,0.37,0.44,0.62,0.40,0.49,0.00,0.01,0.00,0.00,0.39,0.60,38,0.38,2,0
20,12,107,39,704,455,30,40,31,15,19,29,27,12,9,0,0,37,36,-0.318840579710145,0.4296875,-0.0459770114942535,0.424628450106157,1.09452736318408,0,0.30,0.50,0.31,0.15,0.19,0.29,0.27,0.12,0.09,0.00,0.00,0.37,0.36,17,0.17,1,0
32,12,115,31,750,447,58,43,0,45,0,19,11,7,4,22,33,28,0,1.42028985507246,0.4296875,1.79310344827586,-0.424628450106157,-1.19402985074627,1.0126582278481,0.58,0.54,0.00,0.45,0.00,0.19,0.11,0.07,0.04,0.22,0.33,0.28,0.00,34,0.34,2,0
19,7,106,16,733,464,26,19,4,13,0,0,0,24,1,0,0,33,0,-0.463768115942029,-1.5234375,-0.275862068965518,-2.01698513800425,-0.348258706467663,-1.13924050632911,0.26,0.24,0.04,0.13,0.00,0.00,0.00,0.24,0.01,0.00,0.00,0.33,0.00,5,0.05,0,0
24,16,105,44,717,449,51,56,37,50,26,57,28,68,68,0,0,45,7,0.260869565217391,1.9921875,-0.505747126436782,0.955414012738854,0.44776119402985,0.759493670886071,0.51,0.70,0.37,0.50,0.26,0.57,0.28,0.68,0.68,0.00,0.00,0.45,0.07,39,0.39,2,0
21,12,117,42,724,450,49,47,46,20,38,26,53,0,5,34,0,51,50,-0.173913043478261,0.4296875,2.25287356321839,0.743099787685775,0.0995024875621869,0.632911392405061,0.49,0.59,0.46,0.20,0.38,0.26,0.53,0.00,0.05,0.34,0.00,0.51,0.50,29,0.29,1,0
19,7,107,31,720,464,53,31,24,10,0,0,22,3,21,0,0,12,8,-0.463768115942029,-1.5234375,-0.0459770114942535,-0.424628450106157,0.298507462686565,-1.13924050632911,0.53,0.39,0.24,0.10,0.00,0.00,0.22,0.03,0.21,0.00,0.00,0.12,0.08,10,0.10,0,0
38,19,133,59,678,430,40,77,68,57,68,52,63,67,57,68,38,66,68,2.28985507246377,3.1640625,5.93103448275862,2.54777070063694,2.38805970149253,3.16455696202532,0.40,0.96,0.68,0.57,0.68,0.52,0.63,0.67,0.57,0.68,0.38,0.66,0.68,91,0.91,5,1
23,16,106,56,688,442,51,67,62,37,68,40,45,58,68,0,0,68,47,0.115942028985507,1.9921875,-0.275862068965518,2.22929936305732,1.89054726368159,1.64556962025316,0.51,0.84,0.62,0.37,0.68,0.40,0.45,0.58,0.68,0.00,0.00,0.68,0.47,60,0.60,3,1
28,13,103,36,749,462,46,37,13,0,30,29,57,22,27,0,0,58,29,0.840579710144928,0.8203125,-0.965517241379311,0.106157112526539,-1.14427860696518,-0.886075949367092,0.46,0.46,0.13,0.00,0.30,0.29,0.57,0.22,0.27,0.00,0.00,0.58,0.29,20,0.20,1,0
23,15,104,50,681,444,64,67,61,33,38,53,52,56,68,0,0,61,66,0.115942028985507,1.6015625,-0.735632183908047,1.59235668789809,2.23880597014925,1.39240506329113,0.64,0.84,0.61,0.33,0.38,0.53,0.52,0.56,0.68,0.00,0.00,0.61,0.66,49,0.49,2,1
32,9,103,42,754,461,20,28,0,0,42,0,41,29,36,0,0,8,0,1.42028985507246,-0.7421875,-0.965517241379311,0.743099787685775,-1.39303482587065,-0.759493670886082,0.20,0.35,0.00,0.00,0.42,0.00,0.41,0.29,0.36,0.00,0.00,0.08,0.00,5,0.05,0,0
29,9,119,21,750,447,36,36,0,67,0,15,64,9,31,18,22,17,57,0.985507246376812,-0.7421875,2.71264367816092,-1.48619957537155,-1.19402985074627,1.0126582278481,0.36,0.45,0.00,0.67,0.00,0.15,0.64,0.09,0.31,0.18,0.22,0.17,0.57,11,0.11,0,0
21,13,105,45,706,449,44,48,38,18,24,23,0,14,29,0,0,50,67,-0.173913043478261,0.8203125,-0.505747126436782,1.06157112526539,0.995024875621891,0.759493670886071,0.44,0.60,0.38,0.18,0.24,0.23,0.00,0.14,0.29,0.00,0.00,0.50,0.67,37,0.37,2,0
23,15,108,48,690,440,49,65,68,42,68,57,42,68,26,0,0,28,68,0.115942028985507,1.6015625,0.183908045977011,1.38004246284501,1.7910447761194,1.89873417721518,0.49,0.81,0.68,0.42,0.68,0.57,0.42,0.68,0.26,0.00,0.00,0.28,0.68,78,0.78,4,1
19,13,110,39,724,445,36,41,2,14,4,20,0,0,21,0,0,0,0,-0.463768115942029,0.8203125,0.64367816091954,0.424628450106157,0.0995024875621869,1.26582278481012,0.36,0.51,0.02,0.14,0.04,0.20,0.00,0.00,0.21,0.00,0.00,0.00,0.00,36,0.36,2,0
11,7,104,15,746,464,53,21,0,2,0,0,4,8,0,0,0,12,46,-1.6231884057971,-1.5234375,-0.735632183908047,-2.12314225053079,-0.995024875621891,-1.13924050632911,0.53,0.26,0.00,0.02,0.00,0.00,0.04,0.08,0.00,0.00,0.00,0.12,0.46,5,0.05,0,0
31,11,112,46,748,447,27,43,0,53,60,50,41,24,0,0,12,43,38,1.27536231884058,0.0390624999999999,1.10344827586207,1.16772823779193,-1.09452736318408,1.0126582278481,0.27,0.54,0.00,0.53,0.60,0.50,0.41,0.24,0.00,0.00,0.12,0.43,0.38,13,0.13,0,0
24,8,105,39,716,448,54,42,25,47,4,0,20,4,21,0,0,0,3,0.260869565217391,-1.1328125,-0.505747126436782,0.424628450106157,0.497512437810943,0.886075949367081,0.54,0.53,0.25,0.47,0.04,0.00,0.20,0.04,0.21,0.00,0.00,0.00,0.03,38,0.38,2,0
28,9,104,30,731,451,49,40,18,43,40,19,36,0,0,0,0,61,21,0.840579710144928,-0.7421875,-0.735632183908047,-0.530785562632696,-0.248756218905472,0.506329113924051,0.49,0.50,0.18,0.43,0.40,0.19,0.36,0.00,0.00,0.00,0.00,0.61,0.21,14,0.14,0,0
14,12,103,28,718,452,31,37,34,26,28,38,17,0,0,0,0,19,18,-1.18840579710145,0.4296875,-0.965517241379311,-0.743099787685775,0.398009950248757,0.379746835443041,0.31,0.46,0.34,0.26,0.28,0.38,0.17,0.00,0.00,0.00,0.00,0.19,0.18,18,0.18,1,0
25,8,103,17,704,456,43,34,36,42,0,0,18,22,0,0,0,20,0,0.405797101449275,-1.1328125,-0.965517241379311,-1.91082802547771,1.09452736318408,-0.12658227848101,0.43,0.43,0.36,0.42,0.00,0.00,0.18,0.22,0.00,0.00,0.00,0.20,0.00,10,0.10,0,0
18,14,110,43,734,455,55,45,0,7,31,26,48,28,40,37,0,0,2,-0.608695652173913,1.2109375,0.64367816091954,0.849256900212314,-0.398009950248757,0,0.55,0.56,0.00,0.07,0.31,0.26,0.48,0.28,0.40,0.37,0.00,0.00,0.02,43,0.43,2,1
27,13,106,27,730,459,36,37,18,17,15,12,68,63,28,0,0,57,39,0.695652173913044,0.8203125,-0.275862068965518,-0.849256900212314,-0.199004975124378,-0.506329113924051,0.36,0.46,0.18,0.17,0.15,0.12,0.68,0.63,0.28,0.00,0.00,0.57,0.39,14,0.14,0,0
34,11,106,42,756,456,40,37,0,9,46,18,44,11,65,0,0,35,57,1.71014492753623,0.0390624999999999,-0.275862068965518,0.743099787685775,-1.49253731343283,-0.12658227848101,0.40,0.46,0.00,0.09,0.46,0.18,0.44,0.11,0.65,0.00,0.00,0.35,0.57,13,0.13,0,0
9,9,103,13,760,472,43,16,0,0,0,4,0,33,0,0,0,0,0,-1.91304347826087,-0.7421875,-0.965517241379311,-2.33545647558386,-1.69154228855721,-2.15189873417721,0.43,0.20,0.00,0.00,0.00,0.04,0.00,0.33,0.00,0.00,0.00,0.00,0.00,4,0.04,0,0
22,8,106,32,727,451,36,33,16,34,0,3,10,0,23,0,0,28,20,-0.0289855072463767,-1.1328125,-0.275862068965518,-0.318471337579618,-0.0497512437810935,0.506329113924051,0.36,0.41,0.16,0.34,0.00,0.03,0.10,0.00,0.23,0.00,0.00,0.28,0.20,13,0.13,0,0
25,11,117,22,758,449,59,39,0,47,7,20,29,5,0,53,8,52,4,0.405797101449275,0.0390624999999999,2.25287356321839,-1.38004246284501,-1.59203980099503,0.759493670886071,0.59,0.49,0.00,0.47,0.07,0.20,0.29,0.05,0.00,0.53,0.08,0.52,0.04,16,0.16,1,0
36,10,108,27,714,452,37,36,11,8,0,0,9,10,0,0,0,0,7,2,-0.3515625,0.183908045977011,-0.849256900212314,0.597014925373135,0.379746835443041,0.37,0.45,0.11,0.08,0.00,0.00,0.09,0.10,0.00,0.00,0.00,0.00,0.07,6,0.06,0,0
23,12,103,40,712,451,37,47,67,68,54,12,38,48,65,0,0,68,23,0.115942028985507,0.4296875,-0.965517241379311,0.530785562632696,0.696517412935322,0.506329113924051,0.37,0.59,0.67,0.68,0.54,0.12,0.38,0.48,0.65,0.00,0.00,0.68,0.23,47,0.47,2,1
16,12,105,29,745,472,50,30,11,0,17,33,24,13,18,0,0,24,35,-0.898550724637681,0.4296875,-0.505747126436782,-0.636942675159236,-0.945273631840798,-2.15189873417721,0.50,0.38,0.11,0.00,0.17,0.33,0.24,0.13,0.18,0.00,0.00,0.24,0.35,14,0.14,0,0
14,14,109,31,751,461,50,35,0,0,29,19,2,17,26,0,0,35,44,-1.18840579710145,1.2109375,0.413793103448275,-0.424628450106157,-1.24378109452736,-0.759493670886082,0.50,0.44,0.00,0.00,0.29,0.19,0.02,0.17,0.26,0.00,0.00,0.35,0.44,15,0.15,0,0
19,11,114,15,739,466,43,27,0,7,0,20,39,0,0,0,20,0,40,-0.463768115942029,0.0390624999999999,1.5632183908046,-2.12314225053079,-0.646766169154228,-1.39240506329114,0.43,0.34,0.00,0.07,0.00,0.20,0.39,0.00,0.00,0.00,0.20,0.00,0.40,12,0.12,0,0
19,9,102,25,736,464,31,25,21,3,0,0,0,18,27,0,0,0,0,-0.463768115942029,-0.7421875,-1.19540229885058,-1.06157112526539,-0.497512437810948,-1.13924050632911,0.31,0.31,0.21,0.03,0.00,0.00,0.00,0.18,0.27,0.00,0.00,0.00,0.00,9,0.09,0,0
31,12,109,36,758,467,39,31,0,0,23,25,13,13,12,45,0,10,19,1.27536231884058,0.4296875,0.413793103448275,0.106157112526539,-1.59203980099503,-1.51898734177215,0.39,0.39,0.00,0.00,0.23,0.25,0.13,0.13,0.12,0.45,0.00,0.10,0.19,10,0.10,0,0
14,12,107,26,714,448,43,37,9,41,0,9,0,30,5,0,0,0,4,-1.18840579710145,0.4296875,-0.0459770114942535,-0.955414012738854,0.597014925373135,0.886075949367081,0.43,0.46,0.09,0.41,0.00,0.09,0.00,0.30,0.05,0.00,0.00,0.00,0.04,14,0.14,0,0
15,10,102,37,720,471,36,28,6,0,3,0,0,24,12,0,0,19,9,-1.04347826086956,-0.3515625,-1.19540229885058,0.212314225053079,0.298507462686565,-2.0253164556962,0.36,0.35,0.06,0.00,0.03,0.00,0.00,0.24,0.12,0.00,0.00,0.19,0.09,8,0.08,0,0
19,7,106,38,713,460,54,37,41,0,22,0,22,29,45,0,0,0,0,-0.463768115942029,-1.5234375,-0.275862068965518,0.318471337579618,0.646766169154228,-0.632911392405061,0.54,0.46,0.41,0.00,0.22,0.00,0.22,0.29,0.45,0.00,0.00,0.00,0.00,14,0.14,0,0
13,12,106,18,760,452,49,31,0,15,0,10,17,34,0,0,0,61,0,-1.33333333333333,0.4296875,-0.275862068965518,-1.80467091295117,-1.69154228855721,0.379746835443041,0.49,0.39,0.00,0.15,0.00,0.10,0.17,0.34,0.00,0.00,0.00,0.61,0.00,15,0.15,0,0
18,12,108,43,739,455,26,34,12,3,33,0,9,50,33,0,0,0,1,-0.608695652173913,0.4296875,0.183908045977011,0.849256900212314,-0.646766169154228,0,0.26,0.43,0.12,0.03,0.33,0.00,0.09,0.50,0.33,0.00,0.00,0.00,0.01,11,0.11,0,0
16,11,111,47,694,444,62,52,28,41,7,5,6,17,30,7,0,0,37,-0.898550724637681,0.0390624999999999,0.873563218390804,1.27388535031847,1.59203980099502,1.39240506329113,0.62,0.65,0.28,0.41,0.07,0.05,0.06,0.17,0.30,0.07,0.00,0.00,0.37,32,0.32,2,0
32,13,118,44,697,459,63,56,47,0,40,39,28,38,61,11,18,0,38,1.42028985507246,0.8203125,2.48275862068965,0.955414012738854,1.44278606965174,-0.506329113924051,0.63,0.70,0.47,0.00,0.40,0.39,0.28,0.38,0.61,0.11,0.18,0.00,0.38,23,0.23,1,0
24,9,105,38,707,459,33,35,31,13,10,9,67,11,31,0,0,7,34,0.260869565217391,-0.7421875,-0.505747126436782,0.318471337579618,0.945273631840793,-0.506329113924051,0.33,0.44,0.31,0.13,0.10,0.09,0.67,0.11,0.31,0.00,0.00,0.07,0.34,10,0.10,0,0
30,14,102,27,752,461,41,36,3,11,27,39,21,0,0,0,0,24,27,1.1304347826087,1.2109375,-1.19540229885058,-0.849256900212314,-1.29353233830846,-0.759493670886082,0.41,0.45,0.03,0.11,0.27,0.39,0.21,0.00,0.00,0.00,0.00,0.24,0.27,15,0.15,0,0
28,15,108,40,694,457,52,50,43,4,3,51,4,0,22,0,0,20,39,0.840579710144928,1.6015625,0.183908045977011,0.530785562632696,1.59203980099502,-0.253164556962031,0.52,0.63,0.43,0.04,0.03,0.51,0.04,0.00,0.22,0.00,0.00,0.20,0.39,20,0.20,1,0
18,10,109,42,713,450,33,37,33,20,10,0,0,30,21,0,0,0,18,-0.608695652173913,-0.3515625,0.413793103448275,0.743099787685775,0.646766169154228,0.632911392405061,0.33,0.46,0.33,0.20,0.10,0.00,0.00,0.30,0.21,0.00,0.00,0.00,0.18,12,0.12,0,0
26,11,104,35,745,447,50,42,0,65,35,38,8,1,2,0,0,0,27,0.55072463768116,0.0390624999999999,-0.735632183908047,0,-0.945273631840798,1.0126582278481,0.50,0.53,0.00,0.65,0.35,0.38,0.08,0.01,0.02,0.00,0.00,0.00,0.27,15,0.15,0,0
16,15,110,37,731,446,51,47,5,38,12,57,13,30,24,0,0,0,49,-0.898550724637681,1.6015625,0.64367816091954,0.212314225053079,-0.248756218905472,1.13924050632911,0.51,0.59,0.05,0.38,0.12,0.57,0.13,0.30,0.24,0.00,0.00,0.00,0.49,31,0.31,2,0
25,9,113,50,714,450,44,47,46,40,50,0,48,7,59,0,68,62,26,0.405797101449275,-0.7421875,1.33333333333333,1.59235668789809,0.597014925373135,0.632911392405061,0.44,0.59,0.46,0.40,0.50,0.00,0.48,0.07,0.59,0.00,0.68,0.62,0.26,20,0.20,1,0
35,8,105,43,735,451,35,37,6,19,30,14,50,9,12,0,0,0,0,1.85507246376812,-1.1328125,-0.505747126436782,0.849256900212314,-0.44776119402985,0.506329113924051,0.35,0.46,0.06,0.19,0.30,0.14,0.50,0.09,0.12,0.00,0.00,0.00,0.00,11,0.11,0,0
22,6,106,39,698,452,27,35,43,14,29,0,26,0,18,0,0,37,0,-0.0289855072463767,-1.9140625,-0.275862068965518,0.424628450106157,1.39303482587064,0.379746835443041,0.27,0.44,0.43,0.14,0.29,0.00,0.26,0.00,0.18,0.00,0.00,0.37,0.00,9,0.09,0,0
32,15,107,43,704,454,50,52,34,32,11,61,17,57,25,0,0,20,0,1.42028985507246,1.6015625,-0.0459770114942535,0.849256900212314,1.09452736318408,0.12658227848101,0.50,0.65,0.34,0.32,0.11,0.61,0.17,0.57,0.25,0.00,0.00,0.20,0.00,30,0.30,1,0
25,13,105,38,748,448,63,50,0,54,40,60,44,19,11,0,0,46,41,0.405797101449275,0.8203125,-0.505747126436782,0.318471337579618,-1.09452736318408,0.886075949367081,0.63,0.63,0.00,0.54,0.40,0.60,0.44,0.19,0.11,0.00,0.00,0.46,0.41,39,0.39,2,0
19,11,106,27,748,469,53,29,0,0,3,9,26,8,40,0,0,27,0,-0.463768115942029,0.0390624999999999,-0.275862068965518,-0.849256900212314,-1.09452736318408,-1.77215189873418,0.53,0.36,0.00,0.00,0.03,0.09,0.26,0.08,0.40,0.00,0.00,0.27,0.00,12,0.12,0,0
13,11,106,40,720,452,50,39,19,13,41,0,0,8,8,16,0,0,0,-1.33333333333333,0.0390624999999999,-0.275862068965518,0.530785562632696,0.298507462686565,0.379746835443041,0.50,0.49,0.19,0.13,0.41,0.00,0.00,0.08,0.08,0.16,0.00,0.00,0.00,16,0.16,1,0
25,8,104,15,720,460,37,27,10,12,0,0,38,39,0,0,0,11,63,0.405797101449275,-1.1328125,-0.735632183908047,-2.12314225053079,0.298507462686565,-0.632911392405061,0.37,0.34,0.10,0.12,0.00,0.00,0.38,0.39,0.00,0.00,0.00,0.11,0.63,7,0.07,0,0
25,13,108,40,755,450,34,40,0,33,27,58,19,0,20,0,0,68,47,0.405797101449275,0.8203125,0.183908045977011,0.530785562632696,-1.44278606965174,0.632911392405061,0.34,0.50,0.00,0.33,0.27,0.58,0.19,0.00,0.20,0.00,0.00,0.68,0.47,24,0.24,1,0
19,6,105,24,760,472,32,22,0,0,0,10,0,8,18,0,0,33,0,-0.463768115942029,-1.9140625,-0.505747126436782,-1.16772823779193,-1.69154228855721,-2.15189873417721,0.32,0.28,0.00,0.00,0.00,0.10,0.00,0.08,0.18,0.00,0.00,0.33,0.00,4,0.04,0,0
16,13,104,32,726,463,37,35,21,1,14,44,27,9,6,0,0,21,44,-0.898550724637681,0.8203125,-0.735632183908047,-0.318471337579618,0,-1.0126582278481,0.37,0.44,0.21,0.01,0.14,0.44,0.27,0.09,0.06,0.00,0.00,0.21,0.44,13,0.13,0,0
28,10,106,39,760,452,30,31,0,15,8,0,0,38,42,0,0,0,25,0.840579710144928,-0.3515625,-0.275862068965518,0.424628450106157,-1.69154228855721,0.379746835443041,0.30,0.39,0.00,0.15,0.08,0.00,0.00,0.38,0.42,0.00,0.00,0.00,0.25,9,0.09,0,0
15,12,115,27,732,457,31,32,9,18,0,30,4,0,18,0,17,24,4,-1.04347826086956,0.4296875,1.79310344827586,-0.849256900212314,-0.29850746268657,-0.253164556962031,0.31,0.40,0.09,0.18,0.00,0.30,0.04,0.00,0.18,0.00,0.17,0.24,0.04,14,0.14,0,0
14,8,103,29,752,452,49,31,4,37,8,0,0,25,0,0,0,0,32,-1.18840579710145,-1.1328125,-0.965517241379311,-0.636942675159236,-1.29353233830846,0.379746835443041,0.49,0.39,0.04,0.37,0.08,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.32,7,0.07,0,0
18,10,107,29,760,468,32,22,0,0,3,0,43,38,27,0,0,0,36,-0.608695652173913,-0.3515625,-0.0459770114942535,-0.636942675159236,-1.69154228855721,-1.64556962025316,0.32,0.28,0.00,0.00,0.03,0.00,0.43,0.38,0.27,0.00,0.00,0.00,0.36,6,0.06,0,0
25,12,102,38,708,457,33,39,48,0,37,21,11,14,7,0,0,5,32,0.405797101449275,0.4296875,-1.19540229885058,0.318471337579618,0.8955223880597,-0.253164556962031,0.33,0.49,0.48,0.00,0.37,0.21,0.11,0.14,0.07,0.00,0.00,0.05,0.32,16,0.16,1,0
15,10,109,29,704,452,47,39,56,12,28,10,11,4,9,0,0,8,36,-1.04347826086956,-0.3515625,0.413793103448275,-0.636942675159236,1.09452736318408,0.379746835443041,0.47,0.49,0.56,0.12,0.28,0.10,0.11,0.04,0.09,0.00,0.00,0.08,0.36,17,0.17,1,0
15,12,105,17,760,458,49,29,0,6,0,13,12,50,25,0,0,1,0,-1.04347826086956,0.4296875,-0.505747126436782,-1.91082802547771,-1.69154228855721,-0.379746835443041,0.49,0.36,0.00,0.06,0.00,0.13,0.12,0.50,0.25,0.00,0.00,0.01,0.00,14,0.14,0,0
21,12,104,30,727,450,27,37,17,44,0,51,35,0,18,0,0,49,0,-0.173913043478261,0.4296875,-0.735632183908047,-0.530785562632696,-0.0497512437810935,0.632911392405061,0.27,0.46,0.17,0.44,0.00,0.51,0.35,0.00,0.18,0.00,0.00,0.49,0.00,16,0.16,1,0
13,9,108,35,755,447,46,34,0,48,7,3,5,29,3,0,0,30,58,-1.33333333333333,-0.7421875,0.183908045977011,0,-1.44278606965174,1.0126582278481,0.46,0.43,0.00,0.48,0.07,0.03,0.05,0.29,0.03,0.00,0.00,0.30,0.58,11,0.11,0,0
