Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Kicking_Accuracy,Kicking_Power,Kickoff_Distance,Kickoff_Hang_Time,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Kicking_AccuracyZ,Kicking_PowerZ,Kickoff_DistanceZ,Kickoff_Hang_TimeZ,PeakCur,PeakCurZ,Ability,Draftable
37,6,93,0,728,496,41,47,73,0,73,26,1.33868808567604,-1.0801393728223,-1.671875,NaN,1.15727002967359,1.39705882352941,0.41,0.59,0.73,0.00,0.73,0.26,28,0.28,1,0
20,9,105,0,780,511,57,38,0,33,29,40,-0.937081659973226,-0.0348432055749128,0.203125,NaN,-0.385756676557863,0.294117647058824,0.57,0.48,0.00,0.33,0.29,0.40,13,0.13,0,0
17,12,113,0,831,519,66,45,14,27,34,44,-1.33868808567604,1.01045296167247,1.453125,NaN,-1.89910979228487,-0.294117647058824,0.66,0.56,0.14,0.27,0.34,0.44,29,0.29,1,0
34,7,104,0,734,505,62,52,31,29,43,0,0.937081659973226,-0.731707317073171,0.0468749999999996,NaN,0.979228486646884,0.735294117647063,0.62,0.65,0.31,0.29,0.43,0.00,22,0.22,1,0
21,9,108,0,726,523,59,45,16,43,3,3,-0.803212851405622,-0.0348432055749128,0.671875,NaN,1.21661721068249,-0.588235294117648,0.59,0.56,0.16,0.43,0.03,0.03,25,0.25,1,0
21,11,112,0,776,495,68,57,31,67,58,48,-0.803212851405622,0.662020905923345,1.296875,NaN,-0.267062314540059,1.47058823529412,0.68,0.71,0.31,0.67,0.58,0.48,36,0.36,2,0
31,9,102,0,780,521,66,45,0,0,0,35,0.535475234270415,-0.0348432055749128,-0.265625,NaN,-0.385756676557863,-0.441176470588232,0.66,0.56,0.00,0.00,0.00,0.35,4,0.04,0,0
23,4,93,0,767,520,77,37,0,0,12,5,-0.535475234270415,-1.77700348432056,-1.671875,NaN,0,-0.367647058823528,0.77,0.46,0.00,0.00,0.12,0.05,3,0.03,0,0
31,10,113,0,726,528,79,59,28,36,0,0,0.535475234270415,0.313588850174216,1.453125,NaN,1.21661721068249,-0.955882352941176,0.79,0.74,0.28,0.36,0.00,0.00,36,0.36,2,0
18,16,119,0,745,500,41,54,27,73,73,58,-1.20481927710843,2.40418118466899,2.390625,NaN,0.652818991097922,1.10294117647059,0.41,0.68,0.27,0.73,0.73,0.58,39,0.39,2,0
36,4,98,0,742,536,73,47,57,0,0,0,1.20481927710843,-1.77700348432056,-0.890625,NaN,0.741839762611276,-1.54411764705882,0.73,0.59,0.57,0.00,0.00,0.00,29,0.29,1,0
33,8,102,0,720,506,42,52,35,65,68,16,0.803212851405622,-0.383275261324042,-0.265625,NaN,1.3946587537092,0.661764705882358,0.42,0.65,0.35,0.65,0.68,0.16,13,0.13,0,0
27,7,97,0,809,514,46,37,21,0,22,10,0,-0.731707317073171,-1.046875,NaN,-1.24629080118694,0.0735294117647108,0.46,0.46,0.21,0.00,0.22,0.10,13,0.13,0,0
23,11,97,0,752,503,75,43,0,0,1,15,-0.535475234270415,0.662020905923345,-1.046875,NaN,0.445103857566767,0.882352941176471,0.75,0.54,0.00,0.00,0.01,0.15,7,0.07,0,0
31,9,106,0,774,511,55,52,17,65,50,56,0.535475234270415,-0.0348432055749128,0.359375,NaN,-0.207715133531158,0.294117647058824,0.55,0.65,0.17,0.65,0.50,0.56,28,0.28,1,0
39,11,110,0,757,501,51,60,37,35,23,13,1.60642570281124,0.662020905923345,0.984375,NaN,0.296735905044509,1.02941176470589,0.51,0.75,0.37,0.35,0.23,0.13,28,0.28,1,0
35,7,97,0,728,516,45,42,33,9,44,51,1.07095046854083,-0.731707317073171,-1.046875,NaN,1.15727002967359,-0.0735294117647043,0.45,0.53,0.33,0.09,0.44,0.51,11,0.11,0,0
24,10,105,0,738,540,67,45,0,31,0,57,-0.401606425702811,0.313588850174216,0.203125,NaN,0.86053412462908,-1.83823529411765,0.67,0.56,0.00,0.31,0.00,0.57,15,0.15,0,0
22,6,92,0,789,510,62,37,24,0,42,10,-0.669344042838019,-1.0801393728223,-1.828125,NaN,-0.652818991097922,0.367647058823535,0.62,0.46,0.24,0.00,0.42,0.10,10,0.10,0,0
23,9,100,0,787,523,56,40,24,0,3,35,-0.535475234270415,-0.0348432055749128,-0.578125,NaN,-0.593471810089021,-0.588235294117648,0.56,0.50,0.24,0.00,0.03,0.35,13,0.13,0,0
13,9,102,0,767,512,47,35,30,72,60,69,-1.87416331994645,-0.0348432055749128,-0.265625,NaN,0,0.220588235294119,0.47,0.44,0.30,0.72,0.60,0.69,26,0.26,1,0
38,9,96,0,755,509,52,47,28,0,56,59,1.47255689424364,-0.0348432055749128,-1.203125,NaN,0.356083086053413,0.441176470588239,0.52,0.59,0.28,0.00,0.56,0.59,13,0.13,0,0
28,7,93,0,763,500,72,42,0,0,57,46,0.133868808567604,-0.731707317073171,-1.671875,NaN,0.118694362017804,1.10294117647059,0.72,0.53,0.00,0.00,0.57,0.46,5,0.05,0,0
14,9,109,0,813,512,55,35,0,21,23,3,-1.74029451137885,-0.0348432055749128,0.828125,NaN,-1.36498516320475,0.220588235294119,0.55,0.44,0.00,0.21,0.23,0.03,16,0.16,1,0
25,9,101,0,742,530,43,37,0,14,4,27,-0.267737617135208,-0.0348432055749128,-0.421875,NaN,0.741839762611276,-1.10294117647058,0.43,0.46,0.00,0.14,0.04,0.27,9,0.09,0,0
26,9,108,0,750,512,59,50,20,30,21,19,-0.133868808567604,-0.0348432055749128,0.671875,NaN,0.504451038575667,0.220588235294119,0.59,0.63,0.20,0.30,0.21,0.19,23,0.23,1,0
22,8,96,0,758,506,77,43,40,1,49,24,-0.669344042838019,-0.383275261324042,-1.203125,NaN,0.267062314540059,0.661764705882358,0.77,0.54,0.40,0.01,0.49,0.24,27,0.27,1,0
41,9,100,0,780,518,35,47,48,3,1,6,1.87416331994645,-0.0348432055749128,-0.578125,NaN,-0.385756676557863,-0.220588235294113,0.35,0.59,0.48,0.03,0.01,0.06,17,0.17,1,0
35,13,98,0,717,496,43,45,0,2,31,53,1.07095046854083,1.3588850174216,-0.890625,NaN,1.48367952522255,1.39705882352941,0.43,0.56,0.00,0.02,0.31,0.53,9,0.09,0,0
26,12,109,0,734,512,49,55,71,27,43,46,-0.133868808567604,1.01045296167247,0.828125,NaN,0.979228486646884,0.220588235294119,0.49,0.69,0.71,0.27,0.43,0.46,71,0.71,4,1
32,10,108,0,780,534,67,54,34,46,4,32,0.669344042838019,0.313588850174216,0.671875,NaN,-0.385756676557863,-1.39705882352941,0.67,0.68,0.34,0.46,0.04,0.32,36,0.36,2,0
34,9,107,0,762,540,40,49,36,13,0,6,0.937081659973226,-0.0348432055749128,0.515625,NaN,0.148367952522255,-1.83823529411765,0.40,0.61,0.36,0.13,0.00,0.06,23,0.23,1,0
13,7,94,0,719,525,65,27,10,0,41,25,-1.87416331994645,-0.731707317073171,-1.515625,NaN,1.42433234421365,-0.735294117647056,0.65,0.34,0.10,0.00,0.41,0.25,7,0.07,0,0
18,9,103,0,742,510,40,42,58,48,57,50,-1.20481927710843,-0.0348432055749128,-0.109375,NaN,0.741839762611276,0.367647058823535,0.40,0.53,0.58,0.48,0.57,0.50,68,0.68,3,1
23,9,105,0,760,540,40,40,33,21,0,0,-0.535475234270415,-0.0348432055749128,0.203125,NaN,0.207715133531158,-1.83823529411765,0.40,0.50,0.33,0.21,0.00,0.00,23,0.23,1,0
28,6,106,0,744,534,45,43,42,19,4,2,0.133868808567604,-1.0801393728223,0.359375,NaN,0.682492581602372,-1.39705882352941,0.45,0.54,0.42,0.19,0.04,0.02,20,0.20,1,0
23,11,97,0,729,508,29,35,23,0,35,28,-0.535475234270415,0.662020905923345,-1.046875,NaN,1.12759643916914,0.514705882352943,0.29,0.44,0.23,0.00,0.35,0.28,13,0.13,0,0
19,9,106,0,774,540,54,37,8,29,5,25,-1.07095046854083,-0.0348432055749128,0.359375,NaN,-0.207715133531158,-1.83823529411765,0.54,0.46,0.08,0.29,0.05,0.25,17,0.17,1,0
23,7,91,0,833,500,33,33,33,3,74,54,-0.535475234270415,-0.731707317073171,-1.984375,NaN,-1.95845697329377,1.10294117647059,0.33,0.41,0.33,0.03,0.74,0.54,14,0.14,0,0
24,12,111,0,744,530,64,54,29,54,20,24,-0.401606425702811,1.01045296167247,1.140625,NaN,0.682492581602372,-1.10294117647058,0.64,0.68,0.29,0.54,0.20,0.24,41,0.41,2,1
33,9,96,0,750,501,68,47,34,0,26,54,0.803212851405622,-0.0348432055749128,-1.203125,NaN,0.504451038575667,1.02941176470589,0.68,0.59,0.34,0.00,0.26,0.54,15,0.15,0,0
31,16,117,0,726,526,61,60,2,69,2,39,0.535475234270415,2.40418118466899,2.078125,NaN,1.21661721068249,-0.808823529411761,0.61,0.75,0.02,0.69,0.02,0.39,24,0.24,1,0
23,9,111,0,794,513,48,47,21,19,12,0,-0.535475234270415,-0.0348432055749128,1.140625,NaN,-0.801186943620179,0.147058823529415,0.48,0.59,0.21,0.19,0.12,0.00,25,0.25,1,0
22,9,106,0,767,506,35,38,8,28,45,26,-0.669344042838019,-0.0348432055749128,0.359375,NaN,0,0.661764705882358,0.35,0.48,0.08,0.28,0.45,0.26,14,0.14,0,0
23,12,112,0,743,496,42,55,34,47,62,52,-0.535475234270415,1.01045296167247,1.296875,NaN,0.712166172106826,1.39705882352941,0.42,0.69,0.34,0.47,0.62,0.52,28,0.28,1,0
23,9,105,0,825,512,55,47,42,34,23,12,-0.535475234270415,-0.0348432055749128,0.203125,NaN,-1.72106824925816,0.220588235294119,0.55,0.59,0.42,0.34,0.23,0.12,33,0.33,2,0
40,8,107,0,734,532,59,52,6,36,0,0,1.74029451137885,-0.383275261324042,0.515625,NaN,0.979228486646884,-1.25,0.59,0.65,0.06,0.36,0.00,0.00,15,0.15,0,0
34,6,107,0,827,512,52,50,36,33,43,0,0.937081659973226,-1.0801393728223,0.515625,NaN,-1.78041543026706,0.220588235294119,0.52,0.63,0.36,0.33,0.43,0.00,28,0.28,1,0
23,12,96,0,780,503,52,42,32,4,60,73,-0.535475234270415,1.01045296167247,-1.203125,NaN,-0.385756676557863,0.882352941176471,0.52,0.53,0.32,0.04,0.60,0.73,21,0.21,1,0
27,13,108,0,735,507,36,54,68,35,40,32,0,1.3588850174216,0.671875,NaN,0.949554896142434,0.588235294117648,0.36,0.68,0.68,0.35,0.40,0.32,33,0.33,2,0
27,11,110,0,734,526,49,50,17,34,1,37,0,0.662020905923345,0.984375,NaN,0.979228486646884,-0.808823529411761,0.49,0.63,0.17,0.34,0.01,0.37,24,0.24,1,0
39,17,106,0,751,499,30,57,31,58,69,43,1.60642570281124,2.75261324041812,0.359375,NaN,0.474777448071217,1.1764705882353,0.30,0.71,0.31,0.58,0.69,0.43,26,0.26,1,0
29,9,96,0,747,506,29,38,35,9,52,6,0.267737617135208,-0.0348432055749128,-1.203125,NaN,0.593471810089021,0.661764705882358,0.29,0.48,0.35,0.09,0.52,0.06,15,0.15,0,0
16,9,105,0,756,512,50,35,13,32,11,10,-1.47255689424364,-0.0348432055749128,0.203125,NaN,0.326409495548962,0.220588235294119,0.50,0.44,0.13,0.32,0.11,0.10,22,0.22,1,0
39,10,109,0,728,503,43,60,56,62,60,41,1.60642570281124,0.313588850174216,0.828125,NaN,1.15727002967359,0.882352941176471,0.43,0.75,0.56,0.62,0.60,0.41,50,0.50,2,1
28,15,109,0,720,515,41,47,0,24,5,39,0.133868808567604,2.05574912891986,0.828125,NaN,1.3946587537092,0,0.41,0.59,0.00,0.24,0.05,0.39,14,0.14,0,0
23,4,93,0,765,512,67,40,46,3,59,16,-0.535475234270415,-1.77700348432056,-1.671875,NaN,0.0593471810089008,0.220588235294119,0.67,0.50,0.46,0.03,0.59,0.16,26,0.26,1,0
39,10,107,0,804,534,33,52,51,38,0,41,1.60642570281124,0.313588850174216,0.515625,NaN,-1.09792284866469,-1.39705882352941,0.33,0.65,0.51,0.38,0.00,0.41,22,0.22,1,0
26,11,105,0,786,508,61,50,26,42,26,47,-0.133868808567604,0.662020905923345,0.203125,NaN,-0.563798219584571,0.514705882352943,0.61,0.63,0.26,0.42,0.26,0.47,23,0.23,1,0
29,6,109,0,797,507,46,45,22,15,23,0,0.267737617135208,-1.0801393728223,0.828125,NaN,-0.890207715133531,0.588235294117648,0.46,0.56,0.22,0.15,0.23,0.00,18,0.18,1,0
25,7,94,0,805,512,41,37,35,0,6,31,-0.267737617135208,-0.731707317073171,-1.515625,NaN,-1.12759643916914,0.220588235294119,0.41,0.46,0.35,0.00,0.06,0.31,18,0.18,1,0
33,6,101,0,752,497,46,47,33,30,73,0,0.803212851405622,-1.0801393728223,-0.421875,NaN,0.445103857566767,1.32352941176471,0.46,0.59,0.33,0.30,0.73,0.00,27,0.27,1,0
21,11,107,0,728,494,39,47,43,17,37,13,-0.803212851405622,0.662020905923345,0.515625,NaN,1.15727002967359,1.54411764705882,0.39,0.59,0.43,0.17,0.37,0.13,29,0.29,1,0
45,9,101,0,756,492,35,49,10,0,0,27,2.40963855421687,-0.0348432055749128,-0.421875,NaN,0.326409495548962,1.69117647058824,0.35,0.61,0.10,0.00,0.00,0.27,13,0.13,0,0
23,7,107,0,833,506,59,45,8,7,38,21,-0.535475234270415,-0.731707317073171,0.515625,NaN,-1.95845697329377,0.661764705882358,0.59,0.56,0.08,0.07,0.38,0.21,29,0.29,1,0
31,9,103,0,790,509,61,55,57,51,9,56,0.535475234270415,-0.0348432055749128,-0.109375,NaN,-0.682492581602375,0.441176470588239,0.61,0.69,0.57,0.51,0.09,0.56,39,0.39,2,0
26,11,108,0,798,534,71,54,28,59,0,34,-0.133868808567604,0.662020905923345,0.671875,NaN,-0.919881305637984,-1.39705882352941,0.71,0.68,0.28,0.59,0.00,0.34,19,0.19,1,0
34,9,112,0,718,529,37,50,3,41,0,3,0.937081659973226,-0.0348432055749128,1.296875,NaN,1.4540059347181,-1.02941176470588,0.37,0.63,0.03,0.41,0.00,0.03,17,0.17,1,0
49,14,115,0,724,502,61,69,31,15,0,0,2.94511378848728,1.70731707317073,1.765625,NaN,1.27596439169139,0.955882352941182,0.61,0.86,0.31,0.15,0.00,0.00,49,0.49,2,1
19,4,94,0,777,536,37,20,0,0,0,0,-1.07095046854083,-1.77700348432056,-1.515625,NaN,-0.296735905044509,-1.54411764705882,0.37,0.25,0.00,0.00,0.00,0.00,4,0.04,0,0
23,6,103,0,742,510,58,45,45,9,44,0,-0.535475234270415,-1.0801393728223,-0.109375,NaN,0.741839762611276,0.367647058823535,0.58,0.56,0.45,0.09,0.44,0.00,29,0.29,1,0
23,14,106,0,731,495,73,52,0,15,60,44,-0.535475234270415,1.70731707317073,0.359375,NaN,1.06824925816024,1.47058823529412,0.73,0.65,0.00,0.15,0.60,0.44,20,0.20,1,0
28,11,115,0,814,517,53,60,60,60,5,0,0.133868808567604,0.662020905923345,1.765625,NaN,-1.3946587537092,-0.147058823529409,0.53,0.75,0.60,0.60,0.05,0.00,76,0.76,4,1
36,7,109,0,714,520,61,50,14,0,0,0,1.20481927710843,-0.731707317073171,0.828125,NaN,1.57270029673591,-0.367647058823528,0.61,0.63,0.14,0.00,0.00,0.00,23,0.23,1,0
33,7,93,0,744,516,46,42,33,0,41,50,0.803212851405622,-0.731707317073171,-1.671875,NaN,0.682492581602372,-0.0735294117647043,0.46,0.53,0.33,0.00,0.41,0.50,13,0.13,0,0
23,9,111,0,800,512,48,52,38,60,60,0,-0.535475234270415,-0.0348432055749128,1.140625,NaN,-0.979228486646884,0.220588235294119,0.48,0.65,0.38,0.60,0.60,0.00,67,0.67,3,1
23,10,113,0,749,530,41,50,38,49,0,0,-0.535475234270415,0.313588850174216,1.453125,NaN,0.534124629080118,-1.10294117647058,0.41,0.63,0.38,0.49,0.00,0.00,23,0.23,1,0
21,9,94,0,749,527,46,32,0,37,0,36,-0.803212851405622,-0.0348432055749128,-1.515625,NaN,0.534124629080118,-0.882352941176465,0.46,0.40,0.00,0.37,0.00,0.36,9,0.09,0,0
13,7,100,0,764,512,45,23,0,0,0,26,-1.87416331994645,-0.731707317073171,-0.578125,NaN,0.0890207715133538,0.220588235294119,0.45,0.29,0.00,0.00,0.00,0.26,11,0.11,0,0
35,9,109,0,730,498,65,60,41,1,46,3,1.07095046854083,-0.0348432055749128,0.828125,NaN,1.09792284866469,1.25,0.65,0.75,0.41,0.01,0.46,0.03,46,0.46,2,1
34,12,98,0,738,512,45,50,53,22,21,60,0.937081659973226,1.01045296167247,-0.890625,NaN,0.86053412462908,0.220588235294119,0.45,0.63,0.53,0.22,0.21,0.60,30,0.30,1,0
20,4,93,0,762,501,62,32,0,0,31,0,-0.937081659973226,-1.77700348432056,-1.671875,NaN,0.148367952522255,1.02941176470589,0.62,0.40,0.00,0.00,0.31,0.00,5,0.05,0,0
16,7,104,0,818,525,50,28,14,0,2,5,-1.47255689424364,-0.731707317073171,0.0468749999999996,NaN,-1.513353115727,-0.735294117647056,0.50,0.35,0.14,0.00,0.02,0.05,15,0.15,0,0
19,11,103,0,741,498,52,42,1,60,28,32,-1.07095046854083,0.662020905923345,-0.109375,NaN,0.771513353115726,1.25,0.52,0.53,0.01,0.60,0.28,0.32,14,0.14,0,0
23,7,102,0,756,540,67,45,53,0,0,0,-0.535475234270415,-0.731707317073171,-0.265625,NaN,0.326409495548962,-1.83823529411765,0.67,0.56,0.53,0.00,0.00,0.00,28,0.28,1,0
37,8,106,0,774,538,59,52,16,7,0,0,1.33868808567604,-0.383275261324042,0.359375,NaN,-0.207715133531158,-1.69117647058823,0.59,0.65,0.16,0.07,0.00,0.00,30,0.30,1,0
42,9,108,0,820,501,46,59,40,49,32,10,2.00803212851406,-0.0348432055749128,0.671875,NaN,-1.5727002967359,1.02941176470589,0.46,0.74,0.40,0.49,0.32,0.10,27,0.27,1,0
22,8,96,0,727,506,43,35,11,0,18,60,-0.669344042838019,-0.383275261324042,-1.203125,NaN,1.18694362017804,0.661764705882358,0.43,0.44,0.11,0.00,0.18,0.60,10,0.10,0,0
32,5,95,0,780,537,68,38,0,0,0,0,0.669344042838019,-1.42857142857143,-1.359375,NaN,-0.385756676557863,-1.61764705882353,0.68,0.48,0.00,0.00,0.00,0.00,3,0.03,0,0
30,7,90,0,717,540,51,35,0,0,0,8,0.401606425702811,-0.731707317073171,-2.140625,NaN,1.48367952522255,-1.83823529411765,0.51,0.44,0.00,0.00,0.00,0.08,6,0.06,0,0
21,5,95,0,770,520,37,25,0,0,3,0,-0.803212851405622,-1.42857142857143,-1.359375,NaN,-0.0890207715133538,-0.367647058823528,0.37,0.31,0.00,0.00,0.03,0.00,3,0.03,0,0
43,11,104,0,747,529,31,52,39,17,0,42,2.14190093708166,0.662020905923345,0.0468749999999996,NaN,0.593471810089021,-1.02941176470588,0.31,0.65,0.39,0.17,0.00,0.42,44,0.44,2,1
17,5,95,0,773,529,35,20,5,0,5,0,-1.33868808567604,-1.42857142857143,-1.359375,NaN,-0.178041543026708,-1.02941176470588,0.35,0.25,0.05,0.00,0.05,0.00,2,0.02,0,0
23,8,104,0,742,538,67,42,0,12,0,0,-0.535475234270415,-0.383275261324042,0.0468749999999996,NaN,0.741839762611276,-1.69117647058823,0.67,0.53,0.00,0.12,0.00,0.00,11,0.11,0,0
33,8,98,0,802,511,71,50,36,0,2,51,0.803212851405622,-0.383275261324042,-0.890625,NaN,-1.03857566765579,0.294117647058824,0.71,0.63,0.36,0.00,0.02,0.51,30,0.30,1,0
17,11,107,0,793,535,37,32,3,0,0,57,-1.33868808567604,0.662020905923345,0.515625,NaN,-0.771513353115726,-1.47058823529411,0.37,0.40,0.03,0.00,0.00,0.57,14,0.14,0,0
33,6,96,0,795,536,45,35,21,0,0,1,0.803212851405622,-1.0801393728223,-1.203125,NaN,-0.83086053412463,-1.54411764705882,0.45,0.44,0.21,0.00,0.00,0.01,13,0.13,0,0
31,6,97,0,753,520,56,42,31,0,16,60,0.535475234270415,-1.0801393728223,-1.046875,NaN,0.415430267062314,-0.367647058823528,0.56,0.53,0.31,0.00,0.16,0.60,10,0.10,0,0
23,4,93,0,762,526,64,38,13,60,18,0,-0.535475234270415,-1.77700348432056,-1.671875,NaN,0.148367952522255,-0.808823529411761,0.64,0.48,0.13,0.60,0.18,0.00,14,0.14,0,0
38,6,92,0,712,523,40,43,56,0,5,15,1.47255689424364,-1.0801393728223,-1.828125,NaN,1.63204747774481,-0.588235294117648,0.40,0.54,0.56,0.00,0.05,0.15,19,0.19,1,0
30,8,110,0,732,513,42,47,22,21,2,0,0.401606425702811,-0.383275261324042,0.984375,NaN,1.03857566765579,0.147058823529415,0.42,0.59,0.22,0.21,0.02,0.00,16,0.16,1,0
26,9,106,0,735,530,72,55,33,60,6,60,-0.133868808567604,-0.0348432055749128,0.359375,NaN,0.949554896142434,-1.10294117647058,0.72,0.69,0.33,0.60,0.06,0.60,41,0.41,2,1
23,9,110,0,777,540,55,47,24,22,0,0,-0.535475234270415,-0.0348432055749128,0.984375,NaN,-0.296735905044509,-1.83823529411765,0.55,0.59,0.24,0.22,0.00,0.00,28,0.28,1,0
19,15,116,0,728,521,50,52,20,60,60,45,-1.07095046854083,2.05574912891986,1.921875,NaN,1.15727002967359,-0.441176470588232,0.50,0.65,0.20,0.60,0.60,0.45,35,0.35,2,0
23,8,108,0,788,524,62,49,40,7,12,60,-0.535475234270415,-0.383275261324042,0.671875,NaN,-0.623145400593472,-0.661764705882352,0.62,0.61,0.40,0.07,0.12,0.60,25,0.25,1,0
28,6,99,0,745,503,33,42,53,27,38,0,0.133868808567604,-1.0801393728223,-0.734375,NaN,0.652818991097922,0.882352941176471,0.33,0.53,0.53,0.27,0.38,0.00,17,0.17,1,0
19,11,100,0,779,527,36,30,0,0,11,60,-1.07095046854083,0.662020905923345,-0.578125,NaN,-0.356083086053413,-0.882352941176465,0.36,0.38,0.00,0.00,0.11,0.60,12,0.12,0,0
21,5,103,0,785,510,34,35,40,30,54,0,-0.803212851405622,-1.42857142857143,-0.109375,NaN,-0.534124629080118,0.367647058823535,0.34,0.44,0.40,0.30,0.54,0.00,18,0.18,1,0
33,12,115,0,752,503,72,65,14,60,28,4,0.803212851405622,1.01045296167247,1.765625,NaN,0.445103857566767,0.882352941176471,0.72,0.81,0.14,0.60,0.28,0.04,38,0.38,2,0
28,4,91,0,778,510,50,40,59,0,28,0,0.133868808567604,-1.77700348432056,-1.984375,NaN,-0.326409495548962,0.367647058823535,0.50,0.50,0.59,0.00,0.28,0.00,23,0.23,1,0
20,8,104,0,714,518,46,40,0,59,11,59,-0.937081659973226,-0.383275261324042,0.0468749999999996,NaN,1.57270029673591,-0.220588235294113,0.46,0.50,0.00,0.59,0.11,0.59,9,0.09,0,0
25,7,103,0,795,520,39,42,47,3,12,37,-0.267737617135208,-0.731707317073171,-0.109375,NaN,-0.83086053412463,-0.367647058823528,0.39,0.53,0.47,0.03,0.12,0.37,21,0.21,1,0
21,11,97,0,717,522,55,35,2,0,7,56,-0.803212851405622,0.662020905923345,-1.046875,NaN,1.48367952522255,-0.514705882352937,0.55,0.44,0.02,0.00,0.07,0.56,12,0.12,0,0
33,10,107,0,780,505,68,55,0,59,57,30,0.803212851405622,0.313588850174216,0.515625,NaN,-0.385756676557863,0.735294117647063,0.68,0.69,0.00,0.59,0.57,0.30,16,0.16,1,0
23,9,107,0,775,510,64,47,7,3,7,15,-0.535475234270415,-0.0348432055749128,0.515625,NaN,-0.237388724035609,0.367647058823535,0.64,0.59,0.07,0.03,0.07,0.15,22,0.22,1,0
34,11,114,0,780,506,42,57,8,59,5,13,0.937081659973226,0.662020905923345,1.609375,NaN,-0.385756676557863,0.661764705882358,0.42,0.71,0.08,0.59,0.05,0.13,59,0.59,3,1
24,8,97,0,724,530,73,47,45,37,0,47,-0.401606425702811,-0.383275261324042,-1.046875,NaN,1.27596439169139,-1.10294117647058,0.73,0.59,0.45,0.37,0.00,0.47,28,0.28,1,0
26,6,104,0,740,534,39,40,25,36,0,28,-0.133868808567604,-1.0801393728223,0.0468749999999996,NaN,0.801186943620177,-1.39705882352941,0.39,0.50,0.25,0.36,0.00,0.28,14,0.14,0,0
29,12,105,0,733,505,46,52,50,37,31,51,0.267737617135208,1.01045296167247,0.203125,NaN,1.00890207715133,0.735294117647063,0.46,0.65,0.50,0.37,0.31,0.51,27,0.27,1,0
26,6,98,0,822,509,35,32,0,5,22,0,-0.133868808567604,-1.0801393728223,-0.890625,NaN,-1.63204747774481,0.441176470588239,0.35,0.40,0.00,0.05,0.22,0.00,9,0.09,0,0
23,5,96,0,780,530,58,33,16,10,30,0,-0.535475234270415,-1.42857142857143,-1.203125,NaN,-0.385756676557863,-1.10294117647058,0.58,0.41,0.16,0.10,0.30,0.00,16,0.16,1,0
26,12,110,0,719,532,57,55,48,45,0,35,-0.133868808567604,1.01045296167247,0.984375,NaN,1.42433234421365,-1.25,0.57,0.69,0.48,0.45,0.00,0.35,49,0.49,2,1
16,9,103,0,755,540,68,33,0,0,0,0,-1.47255689424364,-0.0348432055749128,-0.109375,NaN,0.356083086053413,-1.83823529411765,0.68,0.41,0.00,0.00,0.00,0.00,8,0.08,0,0
40,9,105,0,756,500,69,60,41,14,18,8,1.74029451137885,-0.0348432055749128,0.203125,NaN,0.326409495548962,1.10294117647059,0.69,0.75,0.41,0.14,0.18,0.08,49,0.49,2,1
18,9,105,0,840,525,45,32,0,0,4,3,-1.20481927710843,-0.0348432055749128,0.203125,NaN,-2.16617210682493,-0.735294117647056,0.45,0.40,0.00,0.00,0.04,0.03,20,0.20,1,0
23,9,96,0,780,540,64,37,8,27,0,59,-0.535475234270415,-0.0348432055749128,-1.203125,NaN,-0.385756676557863,-1.83823529411765,0.64,0.46,0.08,0.27,0.00,0.59,15,0.15,0,0
16,7,93,0,750,515,46,25,3,0,40,19,-1.47255689424364,-0.731707317073171,-1.671875,NaN,0.504451038575667,0,0.46,0.31,0.03,0.00,0.40,0.19,9,0.09,0,0
18,9,97,0,773,517,68,33,0,0,0,55,-1.20481927710843,-0.0348432055749128,-1.046875,NaN,-0.178041543026708,-0.147058823529409,0.68,0.41,0.00,0.00,0.00,0.55,7,0.07,0,0
26,5,99,0,723,519,51,37,29,0,0,0,-0.133868808567604,-1.42857142857143,-0.734375,NaN,1.30563798219584,-0.294117647058824,0.51,0.46,0.29,0.00,0.00,0.00,11,0.11,0,0
33,11,105,0,741,512,58,57,48,58,0,42,0.803212851405622,0.662020905923345,0.203125,NaN,0.771513353115726,0.220588235294119,0.58,0.71,0.48,0.58,0.00,0.42,29,0.29,1,0
30,9,102,0,755,498,61,50,15,28,22,0,0.401606425702811,-0.0348432055749128,-0.265625,NaN,0.356083086053413,1.25,0.61,0.63,0.15,0.28,0.22,0.00,29,0.29,1,0
33,9,108,0,729,529,57,55,37,32,9,34,0.803212851405622,-0.0348432055749128,0.671875,NaN,1.12759643916914,-1.02941176470588,0.57,0.69,0.37,0.32,0.09,0.34,32,0.32,2,0
20,10,108,0,734,540,52,43,31,26,0,29,-0.937081659973226,0.313588850174216,0.671875,NaN,0.979228486646884,-1.83823529411765,0.52,0.54,0.31,0.26,0.00,0.29,30,0.30,1,0
35,10,108,0,831,513,41,52,34,54,3,12,1.07095046854083,0.313588850174216,0.671875,NaN,-1.89910979228487,0.147058823529415,0.41,0.65,0.34,0.54,0.03,0.12,21,0.21,1,0
28,9,105,0,749,485,64,57,35,46,59,5,0.133868808567604,-0.0348432055749128,0.203125,NaN,0.534124629080118,2.20588235294118,0.64,0.71,0.35,0.46,0.59,0.05,34,0.34,2,0
